No,full_text,username
221,"Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini, meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045!
#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/UMaJWCd2Hx",Nur_Syahira98
222,"Kami percaya setiap anak berhak tumbuh kuat dan cerdas. Dengan program makan bergizi gratis, kita bersama membuka jalan bagi masa depan yang lebih sehat. Mari saling menjaga, memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan. https://t.co/LxnlVbX5jh",InfoMakan2
223,"Kami percaya setiap anak berhak tumbuh kuat dan cerdas. Dengan program makan bergizi gratis, kita bersama membuka jalan bagi masa depan yang lebih sehat. Mari saling menjaga, memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan. https://t.co/WcJRZ5dOGz",InfoMakan2
224,"Kami percaya setiap anak berhak tumbuh kuat dan cerdas. Dengan program makan bergizi gratis, kita bersama membuka jalan bagi masa depan yang lebih sehat. Mari saling menjaga, memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan. https://t.co/VCLf4WQgce",InfoMakan2
225,"Kami percaya setiap anak berhak tumbuh kuat dan cerdas. Dengan program makan bergizi gratis, kita bersama membuka jalan bagi masa depan yang lebih sehat. Mari saling menjaga, memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan. https://t.co/nTYiCdqw5W",InfoMakan2
226,"RI Targetkan Swasembada Telur &amp; Daging Ayam di 2026! 🥚🍗

Setelah sukses swasembada beras &amp; jagung kini fokus beralih ke sektor peternakan. Pemerintah siapkan strategi khusus untuk memastikan pasokan aman dan berkelanjutan demi mendukung penuh program Makan Bergizi Gratis (MBG)! https://t.co/Nb7FJwRcCB",cutewoman__
227,Program Makan Bergizi Gratis (MBG) terus memberi dampak nyata dengan meningkatkan kesejahteraan anak sekolah dan memperkuat kualitas sumber daya manusia sejak dini. Sumber: https://t.co/rDns6nkdTM,Viviviviichan
228,"Program Makan Bergizi Gratis (MBG) kini menjangkau kelompok paling rentan: lansia, pemulung, anak jalanan, disabilitas, hingga masyarakat miskin. Harapan baru mengalir—tak boleh ada lagi warga Indonesia yang kesulitan mendapatkan makanan bergizi. Pemenuhan gizi untuk semua https://t.co/nYJOpoqz12",adeelinaimawn
229,"Program Makan Bergizi Gratis (MBG) kini diperluas untuk mencakup jutaan warga Indonesia, dengan penerima manfaat yang menyentuh kelompok paling rentan seperti lansia, pemulung, anak jalanan, disabilitas, hingga masyarakat miskin. https://t.co/7XfmRBAI1J",waynirwana
230,"Program Makan Bergizi Gratis (MBG) kini benar-benar menyentuh nurani bangsa. 
Dari lansia, pemulung, hingga anak jalanan—semua dirangkul agar tak ada lagi warga yang tidur dalam keadaan lapar.
Harapan baru untuk Indonesia yang lebih adil dan manusiawi. https://t.co/M5G1L3rSZA",barisansopan
231,"MBG : Ada harapan baru bagi jutaan warga! Program Makan Bergizi Gratis (MBG) kini menjangkau lansia, pemulung, anak jalanan, hingga masyarakat miskin. 

memastikan setiap anak bisa makan bergizi agar tumbuh dengan baik. Pendidikan dan tenaga penggerak masyarakat diprioritaskan. https://t.co/kiArs1GS2f",nauna_masa
232,Visi utama Program Makan Bergizi Gratis (MBG) adalah memastikan semua anak Indonesia mendapat asupan gizi yang cukup untuk tumbuh optimal.Program ini menjadi pilar penting dalam upaya pemerintah menjamin kesehatan generasi penerus bangsa. https://t.co/q5TI4Vz9AV,nafian1010
233,Program Makan Bergizi Gratis kini menyentuh lansia dan anak jalanan membawa harapan baru bagi jutaan warga Indonesia yang membutuhkan uluran tangan pemerintah. https://t.co/viEbeoU1Au,PrayogaAditam
234,"Harapan baru terus mengalir. Program Makan Bergizi Gratis kini menyentuh lansia, pemulung, anak jalanan, hingga kelompok paling rentan. Semua berhak makan layak dan bergizi. ✨ https://t.co/2G9Kwb9hi4",berthasintia
235,"Sebuah insiden tragis terekam dalam video yang beredar luas di media sosial, memperlihatkan mobil pengangkut makanan program Makan Bergizi Gratis (MBG) menabrak murid di SDN 01 Kalibaru, Jakarta Utara.

Mobil tersebut dilaporkan menerobos pagar sekolah dan menabrak sekelompok https://t.co/ItZqBeWyxh",pikiran_rakyat
236,"Sebuah mobil operasional program Makan Bergizi Gratis (MBG) menabrak sejumlah siswa dan satu guru di SDN 01 Kalibaru, Cilincing, Jakarta Utara, pada Kamis (11/12/2025) pagi. Insiden ini menyebabkan 20 orang korban luka-luka, terdiri dari 19 siswa dan 1 guru. https://t.co/GgzOp7z4RQ",KangDien_Wae
237,"Mobil operasional program Makan Bergizi Gratis (MBG) menerobos masuk ke halaman SDN Kalibaru 01 Pagi, Cilincing, Jakarta Utara, dan menabrak 20 orang. Akibat kejadian ini sebanyak 19 siswa  dan 1 guru mengalami luka. 

Kepolisian Daerah Metro Jaya menyebut, dari total korban, https://t.co/69hJXtHpKA",NarasiNewsroom
238,"Program Makan Bergizi Gratis memberikan energi baru bagi anak-anak demi menyongsong masa depan yang sukses dan berguna. Dukung terus Program MBG!
#ManfaatMakanBergiziGratis
#MakanBergiziGratis
#ProgramMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/Ea2gti0l6y",Bangsaindo_
239,"Kukar – Bhabinkamtibmas Polsek Anggana, Briptu Zidan Nur Alif, menghadiri kegiatan launching Satuan Pelayanan Pemenuhan Gizi (SPPG) dan Distribusi Perdana Program Makan Bergizi Gratis (MBG) Periode I yang digelar di Yayasan Fimizoe Mohammad Zulkifli. https://t.co/CvV7pVpGb8",Polsektenggaro1
240,"Horor di SD Cilincing! Mobil Program Makan Bergizi Gratis Nyelonong Masuk Halaman Sekolah, 20 Korban Berjatuhan...sedih...https://t.co/txOSYWwwDr",kalderanews
241,Danrem 073/Makutarama Tinjau Program Makan Bergizi Gratis di SMK Bina Utama Kendal https://t.co/hO0Rflobr6,KoremMakutarama
242,"Seluruh pelajar SDN 01 Kalibaru, Jakarta Utara, langsung dipulangkan menyusul insiden tragis, mobil pengangkut program Makan Bergizi Gratis (MBG) menabrak pelajar, Kamis (11/12/2025). Hal ini disampaikan Turah, Wakil Kepala Sekolah SDN 01 Kalibaru.

Setelah kejadian, siswa yang https://t.co/V7hrUibqtL",SINDOnews
243,"Sufmi Dasco juga menyampaikan apresiasi atas dukungan masyarakat terhadap program-program pemerintahan Presiden Prabowo Subianto, terutama Program Makan Bergizi Gratis (MBG) yang digulirkan untuk membangun generasi muda yang lebih sehat dan kuat. https://t.co/BOFItrWBwm",bbahtiarr
244,Program Makan Bergizi Gratis (MBG) hadir untuk meningkatkan status gizi generasi muda melalui pemberian makanan bergizi gratis dan kolaborasi lintas sektor secara berkelanjutan https://t.co/r92PQdXFSc,ravidnath
245,"Babinsa Koramil 13/Bener Dampingi Pelaksanaan Makan Bergizi Gratis

Babinsa Koramil 13/Bener, Kodim 0708/Purworejo melakukan pendampingan pembagian program Makan Bergizi Gratis (MBG) di Sekolahan wilayah binaan. https://t.co/xxy6Em2MzP",13_bener
246,"Tragedi mobil pengantar makanan MBG yang tabrak siswa SD di Cilincing, Jakarta Utara adalah bentuk kelalaian pemerintah terkait program MBG.

Hentikan program dan evaluasi total program Makan Bergizi Gratis (MBG) adalah satu-satunya cara agar berbagai insiden yang merugikan https://t.co/oAfKhZ0aUL",konde_co
247,"Wakil Presiden (Wapres) Gibran Rakabuming Raka meminta aparat penegak hukum mengusut tuntas insiden mobil pengangkut makanan Program Makan Bergizi Gratis (MBG) yang menabrak siswa dan guru SDN 1 Kalibaru, Cilincing, Jakarta Utara, Kamis (11/12/2025). Kecelakaan tersebut https://t.co/Re5CdtU5IX",Melihat_Indo
248,"Horor di SD Cilincing! Mobil Program Makan Bergizi Gratis Nyelonong Masuk Halaman Sekolah, 20 Korban Berjatuhan..Parah sih drivernya...https://t.co/txOSYWwwDr",kalderanews
249,"Wakil Presiden Gibran Rakabuming Raka menyambangi RSUD Cilincing dan RSUD Koja, Jakarta Utara, Kamis (11/12/2025) sore. Kedatangannya dilakukan untuk menjenguk para pelajar SDN 01 Kalibaru yang menjadi korban tabrakan mobil pengangkut program Makan Bergizi Gratis (MBG). https://t.co/H0FVpLJ3o5",SINDOnews
250,Kemendikdasmen Dorong Penguatan Implementasi Program Makan Bergizi Gratis https://t.co/SzpzXBMybs,MyInfoID
251,"Menginjak setahun implementasi program MBG, sudah semestinya evaluasi total dilakukan untuk mengukur capaian secara objektif. CELIOS mengundang seluruh masyarakat untuk hadir dalam Peluncuran Studi mengenai Evaluasi 1 Tahun Program Makan Bergizi Gratis dengan beberapa temuan https://t.co/v3stqIcvvQ",barengwarga
252,"Menko PM Cak Imin merespons insiden mobil SPPG pengangkut makanan Program Makan Bergizi Gratis (MBG), yang menabrak siswa dan guru di lingkungan SDN Kalibaru 01

#OneNewsUpdatetvOne #tvOne #CariBeritaditvOne #MenkoPM #CakImin #MBG #ONU03 https://t.co/hg8i1OOxmo",tvOneNews
253,"Presiden Prabowo Perluas Manfaat Program Makan Bergizi Gratis, Guru Swasta hingga Honorer Kini Termasuk Penerima https://t.co/lUy4pvN056",klikaktual
254,"kirain dulu MBG ini program peningkatan gizi masyarakat, ternyata peningkatan lifestyle

BGN lahir dari janji kampanye mulia: Anak-anak Indonesia harus makan bergizi. Stunting harus turun. Generasi emas 2045.

BGN dibentuk khusus untuk program makan bergizi gratis yang dijanjikan",13_iwaN
255,"Rp6,31 triliun buat program Makan Bergizi Gratis, katanya demi anak-anak biar gak kekurangan gizi.

Tapi yang dibelanjain:
kaos kaki, semir sepatu, barang-barang random.

Ini program gizi atau proyek gragas?

Di lapangan masih banyak anak sekolah pakai kaos kaki bolong diikat https://t.co/hL0S5B3PfO",bangherwin
256,"Arah kebijakan program Makan Bergizi Gratis (MBG) kini mengalami pergeseran signifikan. Presiden Prabowo Subianto meminta agar program unggulan tersebut tidak lagi diberikan secara universal, melainkan difokuskan secara spesifik kepada anak-anak yang mengalami kekurangan gizi dan https://t.co/XkAJKEXmh1",NalarTumpul
257,"Pemerintah menyiapkan 1.000 unit rumah subsidi bagi karyawan program Makan Bergizi Gratis (MBG) melalui skema Fasilitas Likuiditas Pembiayaan Perumahan (FLPP) dengan uang muka mulai sekitar Rp1,8 juta.

Kebijakan ini untuk meningkatkan kesejahteraan karyawan sekaligus mendukung https://t.co/5ZfFJxrT9s",99propaganda
258,"Seorang kreator viral menyoroti dampak program Makan Bergizi Gratis (MBG) melalui drama tentang warung sekolah yang kehilangan pelanggan.

Sejumlah UMKM mengaku omzet menurun sejak program berjalan. Selain itu, distribusi bahan pokok makin terpusat ke pemasok besar, harga di https://t.co/8NUa5JUZL9",sosmedkeras
259,"Kepala BGN menyebut rata-rata IQ Indonesia 78 dan menargetkan peningkatan lewat program Makan Bergizi Gratis. Program ini fokus pada 1.000 hari pertama dan usia sekolah untuk mencegah stunting serta mendukung tumbuh kembang.

Baca selengkapnya: https://t.co/ctPLExoc28

~RK #MBG https://t.co/rEuJ0V8uu6",kompascom
260,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengatakan, pemerintah melakukan intervensi menyeluruh kepada anak-anak Indonesia melalui program Makan Bergizi Gratis (MBG).

Baca Selengkapnya di: https://t.co/d0J2EeFtbJ.

~AC #BGN #MBG https://t.co/eIfwoPZn7g",kompascom
261,"MOMEN HARU PERPISAHAN SISWA YG PUTUS SEKOLAH KARENA FAKTOR EKONOMI.

Di tengah besarnya anggaran program seperti Makan Bergizi Gratis (MBG) yang mencapai triliunan rupiah, realitas di lapangan justru menunjukkan cerita yang berbeda.

Ikhsan, siswa kelas VIII di SMP Negeri 1 https://t.co/rvkxnxYpW7",NenkMonica
262,"Seorang santri yatim bernama Muhammad Zainuddin Alwi merasakan manfaat program Makan Bergizi Gratis (MBG) setelah bergabung di dapur SPPG Klodran sejak 2025. Melalui pekerjaannya, ia memperoleh penghasilan untuk membantu keluarga sekaligus menambah keterampilan sebagai bekal di https://t.co/BpoFNYkJFU",antaranews
263,"Harga Sayur Stabil, Petani Boyolali Dukung Keberlanjutan MBG

Boyolali, 20 April 2026 Program Makan Bergizi Gratis (MBG) mulai berdampak pada stabilitas harga sayur di tingkat petani di Boyolali.

Karisudin, petani di Kecamatan Selo, menyebut komoditas seperti bawang merah kini https://t.co/IRS6SwGzue",BangPino__
264,"Di balik senyum anak-anak, ada harapan besar untuk negeri ini. Polri turut mendampingi program makan bergizi gratis sebagai bentuk kepedulian terhadap tumbuh kembang generasi bangsa. Polri terus Menjamin Ketahanan Pangan Masyarakat dan #GiziUntukAnakIndonesia https://t.co/fIH8JiXxIp",bidhumas_jatim
265,"Diterpa masalah bertubi-tubi, Uya Kuya kembali harus menghadapi ujian baru. 

Setelah sebelumnya rumahnya sempat dijarah akibat hoax yang viral, ia lagi-lagi jadi sasaran kabar bohong—kali ini dituding memiliki 750 dapur program Makan Bergizi Gratis (MBG).

Situasi ini membuat https://t.co/4SI5r1lRIy",VIVAcoid
266,"🔴 Program Makan Bergizi Gratis (MBG) yang digulirkan Presiden Prabowo Subianto memberikan dampak positif bagi pelaku usaha kecil di daerah. Salah satunya dirasakan oleh Sholikin, perajin tempe asal Desa Semen, Kabupaten Ngawi, Jawa Timur, yang mencatat peningkatan produksi https://t.co/4g5zpLPQnq",abu_waras
267,"Lonjakan biaya UKT di PTN saat ini menjadi ancaman nyata yang mengubah pendidikan tinggi dari hak warga negara menjadi privilege kelompok elite. Ketika anggaran pendidikan justru dialokasikan untuk program Makan Bergizi Gratis (MBG), negara tampak sedang melakukan kebijakan https://t.co/UeDzC1g76K",kenhans03
268,"Dulu cuma makan nasi sama garam, sekarang anak-anak bisa menikmati buah, susu, dan makanan bergizi berkat program MBG. Perubahan kecil yang membawa harapan besar untuk masa depan generasi bangsa ✍️🥹

#BeneranBerasaKorea
Pagii #BTSJIN https://t.co/yWIT7OiopJ",BenaDinata01
269,Efektivitas Makan Bergizi Gratis terlihat dari dampak positif yang dirasakan langsung oleh masyarakat #MBG #MakanBergiziGratis https://t.co/bM4Nghqti5,RosaJaanne
270,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana meluruskan bahwa pernyataannya terkait kebutuhan 19.000 ekor sapi untuk Program Makan Bergizi Gratis (MBG), hanya merupakan simulasi atau pengandaian perhitungan.

Baca Selengkapnya di: https://t.co/2sA7bpzb6Q

~AC #BGN https://t.co/YoGBpU2OJB",kompascom
271,"Hanya Simulasi terkait Kenutuhan Daging Sapi dalam Program MBG 😂

Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengklarifikasi pernyataannya yang menyebut kebutuhan daging sapi dalam program makan bergizi gratis (MBG) mencapai 19 ribu ekor per hari. Dadan mengatakan angka https://t.co/qwaxMVTYeD",Jateng_Twit
272,"Program tersebut mewajibkan dapur pelaksana Makan Bergizi Gratis (MBG) memiliki sejumlah sertifikasi, seperti laik higiene, halal, dan Hazard Analysis and Critical Control Point (HACCP), guna menjamin kualitas dan keamanan pangan. 

Namun, anggota DPR RI, Irma Suryani Chaniago,",Jateng_Twit
273,"Isu 19 Ribu Sapi untuk MBG Disorot, BGN Jelaskan Kenapa Daging Jarang Muncul

Pernyataan Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, soal 19 ribu ekor sapi untuk program makan bergizi gratis (MBG) sempat menuai sorotan. Pasalnya, menu daging sapi dinilai jarang muncul. https://t.co/dapfIfBa7j",Melihat_Indo
274,"MBG ( Makan Bergizi Gratis ) Kalau yang buat AI, GPT 5.5 dengan Codex!

Berasa banget aura nasionalismenya! Bandingkan sama Web BGN disebelah kanan. https://t.co/albwY1SkvI",F2aldi
275,"versi online bisa check disini, disclaimer juga. Ini ga dibayar, bukan official juga yaa.

https://t.co/T8JKTnrTOx https://t.co/4jp1C2ByGS",F2aldi
276,"“Dadan menyebut pihaknya tidak mungkin bekerja sendirian dalam proses pengadaan ini. Ia menepis isu bahwa pengadaan motor listrik untuk program Makan Bergizi Gratis dilakukan secara sepihak tanpa persetujuan Kementerian Keuangan”

&gt; Yang benar mana nih?😳
https://t.co/9DKCInrUhl? https://t.co/aDM3smtpDu",King_PWS_
277,"Program Makan Bergizi Gratis menjadi wujud nyata transformasi gizi bangsa, memperkuat pilar MBG yang kokoh dalam menciptakan generasi sehat, cerdas, dan berkualitas sebagai fondasi masa depan Indonesia.
#PROGRAMMBG
#MAKANBERGIZIGRATIS
#TRANSFORMASIGIZIBANGSA https://t.co/IuSSrjgj4a",Vifirukmini
278,"Program Makan Bergizi Gratis (MBG) memang datang dengan tantangan besar, dari distribusi yang kompleks, risiko keamanan pangan, sampai beban anggaran negara yang tidak sedikit.

Tapi tujuannya satu, meningkatkan kualitas manusia Indonesia dari hal paling dasar: Gizi!

Prof. Arif https://t.co/qgBYiMXkeY",kompascom
279,Wkwkwkwk... Rakyat harus terus kekurangan gizi agar program Makan Bergizi Gratis (MBG) tetap relevan selama 25 tahun https://t.co/5Om1hdR7ii,salam4jari
280,"Kepala Badan pengawas Obat dan Makanan (BPOM) RI, Taruna Ikrar, mengakui belum pernah sama sekali melakukan uji sampling program Makan Bergizi Gratis sejak program tersebut berjalan. https://t.co/HKXlikH6Ay",blue_berets7
281,"*Program MBG Dorong Rantai Pasok Lokal, Budidaya Lele Jadi Tulang Punggung*

Blora, 26 April 2026 - Program Makan Bergizi Gratis (MBG) tidak hanya berperan dalam meningkatkan asupan gizi masyarakat, tetapi mendorong terbentuknya rantai pasok pangan lokal berbasis komunitas. https://t.co/ESOwaqdz9W",NenkMonica
282,Kolaborasi lintas sektor mempercepat pelaksanaan Program Makan Bergizi Gratis (MBG) https://t.co/owchE2Sico,kenzoo_46
283,"Rakyat butuh solusi yang langsung terasa di perut dan dompet. Program Makan Bergizi Gratis ini bukti kalau pemerintah nggak main-main soal kesejahteraan dari akar rumput. Nggak perlu banyak gaya, yang penting kerja nyata
 #LanjutkanMBG

El Rumi  Syifa Hadju Manohara https://t.co/BStGlpQxsR",AnggelaTijam
284,"Personel Babinsa jajaran Kodim 1420/Sidrap melaksanakan kegiatan pendampingan penyaluran program Makan Bergizi Gratis di wilayah Kabupaten Sidrap, Senin (27/04/2026). https://t.co/TOyczgeyF6",1420_sidrap
285,Makan bergizi gratis investasi masa depan bangsa. https://t.co/7qAl1SBhSv,cingaran
286,"Berkat program Makan Bergizi Gratis, ia bisa makan sehat tanpa biaya. Harapannya, program ini terus berlanjut karena sangat berdampak nyata bagi kesehatan dan kebahagiaan siswa di seluruh Indonesia. https://t.co/P6YG4bHnH0",asepopek
287,"Guys, ada pernyataan dari APPMBGI yang menurut gue adalah salah satu yang paling perlu dikritisi dengan sangat teliti hari ini.

APPMBGI Asosiasi Pengusaha dan Pengelola Dapur Makan Bergizi Gratis Indonesia baru saja mengklaim dua hal sekaligus:

Satu: MBG berjalan mulus tanpa https://t.co/0pO9nUXgmA",LambeSahamjja
288,"@Jumianto_RK @KayanaDuris BGN jagonya bikin program: Makan Bergizi Gratis, Rumah Bersubsidi Eksklusif. Yang gratis buat anak, yang subsidi buat pegawai. Yang nggak dapet apa-apa? Guru yang ngajarin anak.

Terlalu asuuu",Alitt4mb3ng
289,"Sampang - Seorang warga mengabarkan bahwa sejumlah murid SDN Bira Tengah 1, Sokobanah, Sampang, mengalami reaksi alergi kulit setelah mengonsumsi menu Makan Bergizi Gratis (MBG) pada Rabu (22/04/26).

#JokowiPerusakRI 
#JokowiPerusakRI https://t.co/LJuGnGhcrY",M3di4Upd4t3
290,"@kangdede78 yang nulis program makan bergizi mengambil anggaran pendidikan dan kesehatan, bukan saya, tapi buku ini ✍️👇 https://t.co/0lEYOGO02a",zanatul_91
291,@KSN_Garing Program makan gratis Nabi sulaiman juga gagal pada akhirnya!,nbsjbmvtjbob
292,"Baca di sini: https://t.co/uxerg3EO7Y

Wakil Kepala Badan Gizi Nasional (BGN) Bidang Komunikasi Publik dan Investigasi Nanik Sudaryati Deyang menjelaskan kronologi meninggalnya seorang balita di Cianjur, Jawa Barat, yang disebut karena mengonsumsi Makan Bergizi Gratis (MBG).

~AC https://t.co/FcaXztpJUM",kompascom
293,Fokus MBG diperjelas untuk memastikan Program Makan Bergizi Gratis benar-benar tepat sasaran bagi anak yang paling membutuhkan dan memberi dampak nyata bagi generasi sehat Indonesia #fyp #fypシ #viral #tiktokindonesia #trending #indonesia #beritaterkini #generasisehat #MBG https://t.co/6ZjrlU96zb,AngkasaAyani
294,yang penting mbg (makan bergizi gratis),AkbarGID
295,"Suplai 25 Dapur MBG di Jabodetabek, Omzet Pedagang Buah di Pasar Kramat Jati Meroket

Jakarta - Gandi Fanani, salah satu pedagang buah di Pasar Kramat Jati, Jakarta Timur, merasakan peningkatan penjualan sejak kehadiran program Makan Bergizi Gratis (MBG) pada awal tahun 2025. https://t.co/AqCyZY9FCW",RadioElshinta
296,"Program Makan Bergizi Gratis (MBG) turut mendorong peningkatan permintaan bahan pangan lokal.

#pemerintah #program #mbg #indonesia https://t.co/Brx0MTZXtr",RadioIdolaSMG
297,"Polres Tabalong Bagikan Makan Bergizi Gratis, Wujud Nyata Kepedulian untuk Generasi Muda

Polres Tabalong melalui Satuan Pelayanan Pemenuhan Gizi (SPPG) Sebagai Wujud kepedulian terhadap kesehatan generasi muda dengan mendistribusikan https://t.co/5xvpAc3VZJ",im_utuhslebew
298,"Program Makan Bergizi Gratis bukan hanya soal kuantitas, tapi kualitas yang utama. Endipat Wijaya turun langsung ke Batam untuk memastikan operasional Dapur Bergizi berjalan sesuai standar higienis dan nutrisi yang telah ditetapkan. https://t.co/1xCWsxlxkz",Arziky28067
299,"Data akurat, program tepat sasaran.
Bersama, kita perkuat sinergi untuk keberhasilan Program Makan Bergizi Gratis.

#DataAkurat #Sinergi #MakanBergiziGratis #yönetimistifa https://t.co/cjU1VPv6n4",Valenti54333161
300,"Program Makan Bergizi Gratis (MBG) mengubah nasib Daniel Rio Ananta, mantan kernet buah lepas di Surakarta, menjadi juru masak berpenghasilan tetap di SPPG Manahan.

Setelah menemukan lowongan melalui media sosial, Daniel memulai karier sebagai petugas kebersihan, lalu naik https://t.co/GKRuinanzR",antaranews
301,"Dukung Makan Bergizi Gratis 🇮🇩
Anak sehat hari ini, masa depan bangsa lebih kuat.

Investasi terbaik untuk generasi emas.

#MBG #GiziAnak #GenerasiEmas #UntukIndonesia https://t.co/R1YxzvI6bf",windawardani99
302,"@UJANGgrimis Hmmm, makan seafood sih karena hidup di laut. Kalau hidupnya hidup jokowi itu termasuk makan bergizi gratis",MukaPakKusir
303,"Prabowo evaluasi program makan bergizi gratis agar lebih tepat sasaran 
Fokus MBG diperjelas https://t.co/hQvv2nWAnC",citrakiran22
304,"Pemerintah melakukan evaluasi menyeluruh untuk memastikan Program Makan Bergizi Gratis tepat sasaran dan lebih efektif.
Fokus MBG diperjelas https://t.co/xmLfQ1dbbc",citrakiran22
305,"1. Kebijakan Prabowo: Gas Pol Makan Bergizi &amp; Infrastruktur
Di 2026 ini, Pak Prabowo emang lagi kenceng-kencengnya ngejalankan Program Makan Bergizi Gratis. Targetnya nggak main-main, mau nyentuh puluhan juta anak secara bertahap. Masalahnya, program ini butuh duit gede banget.",Taufiqkardians1
306,"Menteri Koordinator Bidang Pemberdayaan Masyarakat Abdul Muhaimin Iskandar mengatakan bahwa Program MBG merupakan salah satu program prioritas pemerintah yang paling berdampak bagi masyarakat luas.

""Yang paling berdampak tentu Program Makan Bergizi Gratis,"" kata Menko Muhaimin https://t.co/CxQ5IfbxYy",antaranews
307,"Dukungan masyarakat sangat diperlukan agar program Makan Bergizi Gratis berjalan optimal. Melalui Fokus MBG diperjelas, pelaksanaan program dapat lebih terarah, transparan, dan memberikan manfaat nyata bagi penerima. https://t.co/YI4Qp0saGx",kellytiemikino
308,"Program Makan Bergizi Gratis (MBG) turut mendorong peningkatan ekonomi pedagang di Pasar Kramat Jati, Jakarta Timur, dengan naiknya permintaan buah untuk kebutuhan dapur MBG di wilayah Jabodetabek. 

Salah satu pedagang, Gandi Fanani, mengaku tokonya kini menyuplai buah ke 25 https://t.co/trfu6aUKwI",antaranews
309,@liaasister Ada saja ya akalnya orang yg makan duit bergizi gratis,sobatkadrun
310,"Baca di sini: https://t.co/eMNic4EdGu

Mobil pengangkut program Makanan Bergizi Gratis (MBG) menabrak tiga rumah warga di Jalan Raya Desa Donomulyo, Malang, setelah hilang kendali pada Senin (27/4/2026). Polisi memastikan tidak ada korban jiwa dalam kecelakaan tersebut, namun https://t.co/yCjVTZUVmv",kompascom
311,"Rp1,2T cuma buat aplikasi absensi MBG? 🤯
Proyek IT Makan Bergizi Gratis disorot karena anggarannya dinilai terlalu besar. Pemerintah bilang sistem SIPGN + IoT dibutuhkan agar distribusi tepat sasaran dan cegah penyalahgunaan.

#MBG #Viral #Indonesia https://t.co/5PMexkY99L",CapitalInsight_
312,"Makan Basi Gratis!!!

Ga usah pemerintah... 
Di mana2 klo makanan udh basi jangankan dikasih2 gratis, dibuang klo perlu..

Ini jelas2 anggaran, duit rakyat, tujuannya bergizi..  ternyata basi.
Untung sekolah2 skrg lbh teliti..

Kalo ga, keracunan massal lagi...

Sampai kapan ini? https://t.co/RIa37wcGVM",Jelli_cent
313,"Masa Depan Generasi Muda lagi trending, katanya cerah sama program pemerintah. Tapi realitanya? Anak muda sekarang lebih sibuk jadi zombie scroll X daripada bangun negara. 

Program makan bergizi gratis bagus, tapi besok generasi kita yang bayar hutangnya. Siapa yang bikin masa",butoable
314,"Gizi tercukupi, kualitas diawasi ketat, distribusi dipantau secara digital, dan ekonomi lapisan paling bawah ikut terangkat! Program Makan Bergizi Gratis adalah paket lengkap untuk masa depan. 
#MakanBergiziGratis #MBG https://t.co/7PDABNmXY3",TasyaFahira18
315,"@Indra77Sahaja @_BangFu Basi
Yg jelas kalo kita komplen bakal ditanggepin, dan ga ada tu mangkas duid pendidikan demi makan (yg katanya) bergizi gratis, orang mereka juga berpendidikan 🤭",I_am_bystander_
316,"Makan bergizi gratis dirombak Presiden Prabowo 
Fokus MBG diperjelas https://t.co/IuYvHS5Eyz",changoleona3011
317,"Bukan lagi sekadar pembagian luas, kini Fokus MBG diperjelas! Pemerintah melakukan evaluasi menyeluruh agar Program Makan Bergizi Gratis memprioritaskan anak-anak yang kurang gizi dan berisiko stunting. Mari dukung langkah ini agar manfaatnya benar-benar tepat sasaran!
 #MBG https://t.co/lOqYOcpJwI",Perjuangan52435
318,Menteri Koordinator Pemberdayaan Masyarakat (Menko PM) Muhaimin Iskandar atau Cak Imin mengatakan Program Makan Bergizi Gratis (MBG) menjadi salah satu yang berdampak untuk menekan angka kemiskinan ekstrem. Hal itu dia ungkapkan usai rapat Evaluasi… https://t.co/nfk2mTClRU https://t.co/cTMfn1uzZ1,Bisniscom
319,"KABAR duka datang dari Kabupaten Cianjur, Jawa Barat, setelah seorang balita berinisial MAB (2) disebut meninggal dunia usai menyantap menu Makan Bergizi Gratis (MBG). https://t.co/oPviAI4XyU",bagindo_kopi
320,"Program Makan Bergizi Gratis (MBG) tidak hanya berperan dalam meningkatkan asupan gizi masyarakat, tetapi mendorong terbentuknya rantai pasok pasar lokal berbasis komunitas. Seperti di Kelurahan Punden, Kabupaten Blora, Jawa Tengah, budidaya lele yg dikelola koperasi warga kini https://t.co/pF9G9DIt3M",FirzaHusain
321,"Pemerintah terus mengevaluasi dan meningkatkan kualitas layanan Program Makan Bergizi Gratis.

#MakanBergiziGratis
#ProgramMBG
#TataKelola
#KeamananPangan
#Akuntabel https://t.co/xCfbxokmNb",CekFakta73
