No,full_text,username
115,"Sri Mulyani: Program Makan Bergizi Gratis Dapat Menggerakan Ekonomi Daerah
https://t.co/F41termyWc",InvestorID
116,"Prancis Dukung Program Makan Bergizi Gratis Prabowo
https://t.co/oZe6inHPyW",InvestorID
117,BPOM Kawal Program Makan Bergizi Gratis: Dapur hingga Distribusi Diawasi https://t.co/z5aoqv3cte lewat @rakyatpembaruan.com,rakyatpembaruan
118,"Pemerintah melalui Kantor Komunikasi Kepresidenan meninjau secara langsung kesiapan pelaksanaan program Makan Bergizi Gratis (MBG) di Unit Pelayanan MBG Tanah Sareal, Bogor, Jawa Barat; serta SDN Kedung Badak 1 dan SMP Siliwangi Kota Bogor, Senin (9/12/2… https://t.co/aTtjZTsE0l",KompasData
119,Kepala BPOM Temui Jaksa Agung Minta Kawal Program Makan Bergizi Gratis https://t.co/wCeRmPwMMr,CNNIndonesia
120,"please bantu isi atau barter kuesioner penelitian sender tentang program makan bergizi gratis (MBG) 🥹🤚kriterianya kayak dibawah ini. bolee reply aja yaa. nanti sender kirim linknya lewat dm, makasi gais 💚 https://t.co/W0ghxg2MtM",tanyarlfes
121,"Program Makan Bergizi Gratis membuktikan fleksibilitasnya dengan mengubah fungsi dapur layanan menjadi posko darurat, memastikan ratusan ribu korban bencana alam tetap mendapatkan akses pangan sehat dan layak di tengah situasi krisis. https://t.co/yRqOeYUH2C",PrayogaAditam
122,"WE’RE HIRING – DAPUR SPPG MBG!

Yayasan Apta Peduli Bangsa membuka kesempatan bagi kamu yang ingin berkontribusi dalam program makan bergizi gratis untuk masyarakat 🌿🍱

Saat ini kami membuka lowongan untuk posisi:

🔹 Ahli Gizi

Kualifikasi utama:
✔ Pria/Wanita
✔ Minimal https://t.co/onjeWyapc2",lokerjogja_
123,"Badan Gizi Nasional (BGN) memastikan Program Makan Bergizi Gratis mulai berjalan pada awal Januari 2026 dengan belanja harian mencapai Rp900 miliar. Kepala BGN Dadan Hindayana menegaskan, “Satu hari di bulan Januari kami akan menggunakan uang Rp900 miliar.”

Belanja besar ini https://t.co/nKEjY3X7Ut",liputan6dotcom
124,Seorang pedagang telur bernama Stefanus Gulo merasa bangga dan bersyukur karena lapak dagangannya dipercaya menjadi salah satu pemasok telur untuk kebutuhan program Makan Bergizi Gratis (MBG). https://t.co/cEvakJXmhj,cmerconk
125,Program Makan Bergizi Gratis di SMAN 9 Pekanbaru Berjalan Lancar https://t.co/oks1cAEFez,GoRiauCom
126,"Puluhan pelajar dari sejumlah sekolah di Kecamatan Sumberwringin, Kabupaten Bondowoso, Jawa Timur, diduga mengalami keracunan setelah mengonsumsi menu program Makan Bergizi Gratis (MBG), Rabu (03/12/2025). 

Para siswa yang mengalami keluhan langsung dilarikan ke Puskesmas https://t.co/MWvbnwsNkh",ferizandra
127,"182 Siswa dan Guru di SMP N 2 Airmadidi, Minahasa Utara diduga keracunan Makan Siang Gratis, data per tanggal 27 November 2025. Setidaknya 3 Rumah Sakit di Sulawesi Utara dijadikan rujukan untuk merawat puluhan siswa yang keracunan pasca menyatap program Makan Bergizi Gratis. https://t.co/x17BWDI958",lbhmanado
128,"Babinsa Sukolilo Dampingi Program Makan Bergizi Gratis di 11 Sekolah

https://t.co/vA6lVvcDiH https://t.co/lrEyaRKo1A",Dim0830
129,Kodim 0815/Mojokerto bersama BPS Kota Mojokerto menggelar Rapat Koordinasi dan Evaluasi Program Makan Bergizi Gratis (MBG) sebagai wujud sinergi dalam mengawal program strategis nasional. https://t.co/WE8C7RFlse,Kodim0815Mjk
130,"*Sinergi TNI–Polri Dukung Program Makan Bergizi Gratis!* 

Bhabinkamtibmas Desa Tegallalang Aiptu I Dewa Made Sandat bersama Babinsa Sertu I Gst Arbajaya melaksanakan atensi pendistribusian Program Makan Bergizi Gratis (MBG) tahap I dari SPPG Tegallalang ke sekolah-sekolah https://t.co/9fChhyDkzO",POLSEKTGLL_15
131,Polsek Sukadana Pantau Langsung Program Makan Bergizi Gratis di SMPN 1 Sukadana Ciamis https://t.co/LxyrX7oDtO,djavatodaycom
132,Koramil 0820-16/Paiton dukung program makan bergizi gratis tingkatkan kesehatan pelajar. #KoramilPaiton #Probolinggo #MBG #TNIAD Simak selengkapnya disini 👇👇👇 https://t.co/Ncqq9FszCG https://t.co/Ave6LTx2nx,Pendam5
133,BPKP Kalteng melaksanakan evaluasi program Makan Bergizi Gratis (MBG) di Kabupaten Barito Timur guna memastikan kepatuhan pelaksanaan terhadap regulasi dan rencana kerja serta mengidentifikasi permasalahan serta risiko yang menghambat pelaksanaan program MBG. https://t.co/dxH4bobd1B,bpkp_kalteng
134,"Setiap anak berhak tumbuh sehat dan kuat. Mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi, tersenyum lebih lebar, dan meraih masa depan yang lebih cerah. https://t.co/CJrX729qDL",InfoMakan2
135,"Program Makan Bergizi Gratis (MBG) beralih fungsi menjadi garda terdepan penyaluran makanan darurat untuk korban bencana di Sumatera (Aceh, Sumut, Sumbar). 

Ribuan paket makanan bergizi didistribusikan setiap hari untuk memastikan kebutuhan dasar korban terpenuhi. https://t.co/HIHG3yPBQ3",cutewoman__
136,"Gizi Terpenuhi, Ibu Hamil Lebih Tenang. Program Makan Bergizi Gratis hadir memastikan kesehatan ibu dan calon bayi terjaga tanpa beban biaya, bukti nyata kepedulian pemerintah untuk melahirkan generasi kuat. https://t.co/bozUl1SA5h",khaliqbyard215
137,"Mobil lab keliling dari BPOM ini keren banget, soalnya langsung turun ke daerah yang susah dijangkau buat pastikan program makan bergizi gratis berjalan aman dan tepat. 

Ini contoh nyata kerja senyap tapi ngena buat banyak orang. https://t.co/Ll3wdYxdIE",law_ismylife
138,"Kepala Badan Gizi Nasional (BGN) mengungkap peran vital program Makan Bergizi Gratis (MBG) dalam perekonomian Indonesia. 

#bgn #makanbergizigratis #mbg #ekonomi #lapangankerja https://t.co/sjXF1lveVW",tvOneNews
139,"Polres Klungkung melaksanakan Pre Launching Program Makan Bergizi Gratis (MBG) SPPG Polres Klungkung yang dipusatkan di TK Kemala Bhayangkari Polres Klungkung, (5/12). https://t.co/YvXVF1TYOy",PKlungkung
140,"Program makan bergizi gratis ini benar-benar jadi penyelamat untuk banyak ibu hamil

Mereka nggak lagi harus mikir dua kali soal biaya buat memenuhi kebutuhan gizi hariannya, karena semua sudah disiapkan dengan terukur dan seimbang https://t.co/V4BXR1naVI",al_lasan7
141,Balai Besar Obat dan Makanan (BPOM) menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG) https://t.co/RXfUWNr0XI,jjaprin24
142,BPOM menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG). mobil ini menjangkau daerah - daerah yang jauh dari jangkauan Balai POM guna mendukung program prioritas dari pemerintah. https://t.co/89Nb66vRvP,diyarablues
143,Inovasi mobil laboratorium keliling BPOM siap menjangkau pelosok negeri demi memastikan keamanan pangan program Makan Bergizi Gratis agar anak Indonesia tumbuh sehat dan cerdas tanpa rasa khawatir. https://t.co/y7C3zH6Vst,PrayogaAditam
144,Penerapan sistem grading dapur oleh Badan Gizi Nasional bersama lembaga survei independen menjamin standar keamanan pangan yang tinggi demi kesuksesan program Makan Bergizi Gratis tahun depan. https://t.co/0bQ4XMHSZV,PrayogaAditam
145,"BPOM terus hadir mendukung Program Makan Bergizi Gratis (MBG)! 👏
Dengan mobil laboratorium keliling, jangkauan pengawasan pangan kini makin luas hingga pelosok negeri.
Demi asupan yang aman dan bergizi untuk seluruh anak Indonesia 🇮🇩✨ https://t.co/DpURMyxh5H",berthasintia
146,"Babinsa Koramil 0901-03/Samarinda Seberang Kawal Penuh Program Makan Bergizi Gratis untuk Generasi Sehat
 
Sertu M Syamsudin Babinsa Kelurahan Rapak Dalam Koramil 0901-03/Samarinda Seberang aktif mendampingi pelaksanaan program Makan Bergizi Gratis (MBG) di Wilayah Binaannya. https://t.co/uInIdwQLBS",Kodim0901Smd
147,BPOM menghadirkan mobil laboratorium keliling untuk mendukung program Makan Bergizi Gratis (MBG). Langkah ini memastikan keamanan pangan tetap terpantau hingga daerah yang sulit dijangkau. Inovasi nyata demi kesehatan masyarakat https://t.co/5KuetTzYHR,barisansopan
148,Babinsa Blimbing Pendampingan Program Makan Bergizi Gratis di SDN Polowijen 2 https://t.co/QzNzsA9MHD #BabinsaBlimbing #MakanBergiziGratis #SDNPolowijen,Serucoid1
149,"Sidokkes Polres Bangli memastikan makanan Program Makan Bergizi Gratis aman dan layak dikonsumsi. Melalui pemeriksaan Food Safety di SPPG Polres Bangli, seluruh sampel makanan dinyatakan bebas bahan kimia berbahaya dan disajikan dalam kondisi higienis sesuai standar. https://t.co/6g8lLJn1Fs",KintamaniPolsek
150,"Polresta Palangka Raya Hadiri Rakor Optimalisasi Program Makan Bergizi Gratis

Polresta Palangka Raya menghadiri Rapat Koordinasi (Rakor) Optimalisasi Pelaksanaan Program Makan Bergizi Gratis yang digelar di Ruang Rapat Peteng Karuhei II Kantor Wali Kota Palangka Raya. https://t.co/YXPR3SR9DT",PolresPalangka
151,"Polres Klungkung Gelar Pre-Launching Program Makan Bergizi Gratis di TK Kemala Bhayangkari Klungkung.
#polriuntukmasyarakat #Klungkung #PolresKlungkung #JagaKamtibmas #CegahGangguanKeamanan #layanancepat110untukmasyarakat #PoldaBali #PolriPresisi #humaspolresklungkung https://t.co/RTiT9Dr5Xl",PKlungkung
152,BPOM Turun Langsung Kawal Program Makan Bergizi Gratis di Solo https://t.co/jzVniCBvoP,IDNTimesJateng
153,"Presiden Prabowo memberi penegasan penting bagi pihak-pihak yang meremehkan keberhasilan program Makan Bergizi Gratis. Kritik boleh ada, namun fakta di lapangan tidak bisa diputarbalikkan: distribusi masif sudah berjalan dan mencapai 49 juta penerima manfaat setiap hari.

Beliau https://t.co/aMbbfA1PS3",oxrth_
154,Pemerintah terus memastikan program Makan Bergizi Gratis berjalan lebih rapi dan tepat sasaran. Temuan dari lapangan langsung diteruskan untuk dibenahi. Fokusnya sederhana: perlindungan anak harus terasa nyata dan merata https://t.co/cKZzbyDhco,bungkusekoran
155,"Presiden Prabowo ungkap 49 juta penerima manfaat program Makan Bergizi Gratis, setara 7 kali penduduk Singapura, hingga menjangkau daerah terpencil. https://t.co/crcUOpsl9b",detikcom
156,"Gibran Minta MBG Terus Dibenahi, Temuan KPAI Akan Dibawa ke BGN

Pemerintah memastikan komitmen untuk terus memperbaiki sistem dan pelaksanaan program Makan Bergizi Gratis (MBG) sebagai bagian dari upaya memperkuat perlindungan anak dan memastikan efektivitas kebijakan prioritas https://t.co/1EVWBNUHXU",akuratco
157,Program Makan Bergizi Gratis (MBG) menjadi langkah nyata negara dalam menyiapkan generasi sehat dan berdaya saing melalui pemenuhan gizi sejak dini. https://t.co/g17wC8XrRi,Viviviviichan
158,Polri Terbitkan Buku Rasa Bhayangkara Nusantara sebagai Rujukan Diversifikasi Pangan untuk Program Makan Bergizi Gratis https://t.co/srGnNgF6SR,car_imar
159,Ketum Golkar Bahlil dorong program Makan Bergizi Gratis untuk pelosok Indonesia. Dirinya menilai program ini penting karena pernah busung lapar. https://t.co/3tLPEQ10cH,detikcom
160,"KPAI pantau Program Makan Bergizi Gratis di Depok — memastikan setiap murid bukan cuma kenyang, tapi mendapat gizi seimbang &amp; aman 👶✨ 

https://t.co/Wroe9LCItY

#HakAnak #MBG #KPAI",KPAI_official
161,"Program Makan Bergizi Gratis (MBG) bagi Ibu Hamil, Ibu Menyusui, dan Balita Non-PAUD (B3) di Desa Parakan, Kecamatan Leuwimunding, Kabupaten Majalengka, mendapat perhatian masyarakat usai penerima manfaatnya mengalami dugaan keracunan pada Kamis (4/12/2025). 

Insiden ini diduga https://t.co/LBONhnBrtT",ferizandra
162,"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana menargetkan tidak ada orang lagi yang keracunan dalam program Makan Bergizi Gratis (MBG).

#mbg #bgn

https://t.co/53XxOp30zH",liputan6dotcom
163,"Presiden Prabowo Subianto mengumumkan capaian signifikan Program Makan Bergizi Gratis (MBG), yang kini telah menjangkau sekitar 49 juta penerima manfaat setiap harinya. https://t.co/R5hWNrzCV8",MediaPrabowoID
164,"Sinergi berbagai pihak membuat Program Makan Bergizi Gratis mampu mendistribusikan makanan bergizi secara merata, memperkuat kualitas hidup anak #MBG #EkonomiLokal #GiziAnak https://t.co/TqUdMAn4ce",bhinneka_news
165,Program Makan Bergizi Gratis (MBG) akan didistribusikan langsung kepada anak jalanan hingga lansia yang membutuhkan. Upaya ini layak didukung agar dapat segera terealisasi dan makin banyak yang merasakan manfaatnya https://t.co/3obgfySuU9,bungkusekoran
166,"Maklumin aja ges, program MBG ini punya kan bisa tiga:
1. Program Mbah Bowo - Gibran
2. Program Militer Banyak Gawean / Guna
3. Program Makan Bergizi Gratis",Rebornian48
167,"Gunungkidul Perbarui Data Penerima Program Makan Bergizi Gratis, Dorong Bantuan Tepat Sasaran
https://t.co/xYcTbOWDYi",TuguJogja_id
168,"Program Makan Bergizi Gratis (MBG) memperkuat masa depan anak bangsa dengan memastikan akses gizi sehat yang merata, sekaligus mendorong peningkatan kualitas pendidikan sejak dini https://t.co/hniK8tFwoA",Viviviviichan
169,"Presiden Prabowo Subianto mengklaim Program Makan Bergizi Gratis (MBG) sebagai salah satu program terbaik di dunia, setelah dalam 12 bulan berhasil menjangkau 49 juta penerima manfaat. Menurut Prabowo, capaian ini merupakan prestasi logistik besar, karena melebihi Brasil yang https://t.co/SUfxeDe2ct",RadioElshinta
170,Program Makan Bergizi Gratis bukan sekadar berbagi makanan tetapi menjadi lokomotif ekonomi baru yang membuka lapangan kerja luas bagi sektor pangan dan menyejahterakan pelaku usaha kecil di seluruh daerah. https://t.co/krwIdPD5ky,PrayogaAditam
171,Program Makan Bergizi Gratis menjadi fondasi kokoh menuju Indonesia Maju dengan mencetak generasi yang sehat cerdas dan produktif melalui asupan gizi seimbang yang diberikan sejak usia dini di sekolah. https://t.co/TvNjy73tzj,PrayogaAditam
172,"Program Makan Bergizi Gratis (MBG) menjadi pondasi penting untuk mencetak generasi sehat, cerdas, dan produktif dengan pemenuhan gizi yang berkelanjutan. Sumber: https://t.co/rDns6nkdTM",Viviviviichan
173,"Program Makan Bergizi Gratis (MBG) yang dijalankan Badan Gizi Nasional (BGN) terbukti menciptakan lapangan kerja dan memperkuat ekosistem usaha kuliner, mengubah Satuan Pelayanan Pemenuhan Gizi (SPPG) menjadi lokomotif baru penciptaan lapangan kerja https://t.co/3lGrqlJYrW",jjaprin24
174,BGN menegaskan bahwa insentif senilai Rp6 juta per hari untuk dapur program Makan Bergizi Gratis (MBG) akan dipotong apabila fasilitas Satuan Pelayanan Pemenuhan Gizi (SPPG) tidak memenuhi standar yang telah ditetapkan https://t.co/BBRF9Jkvpc,nafian1010
175,"program makan bergizi gratis MBG bukan sekadar bantuan makanan melainkan investasi strategis dalam m menciptakan generasi yang sehat, cerdas dan produktif  yang akan jadi fondasi Indonesia maju https://t.co/HtFgCPKMbY",nafian1010
176,"Mensos Gus Ipul menyebut penyandang disabilitas akan menjadi sasaran program makan bergizi gratis yang mulai berjalan 2026 dan menargetkan 36 ribu penerima.
 https://t.co/2ErOFocKu1",detikcom
177,Wakil Bupati Asluchul Alif Dorong Perlindungan Ketenagakerjaan bagi Relawan dan Tenaga Pendukung Program Makan Bergizi Gratis https://t.co/fmq2SGyDV7,IniGresik
178,"Personil Polsek Pangkalan Kuras melaksanakan pengawasan Program Makan Bergizi Gratis (MBG) di MTS Al-Qasimiyah dan SMPN 1 Pangkalan Kuras, dengan total sasaran 471 dan 1.048 porsi bagi siswa-siswi. https://t.co/SWfZcf5Erp",polsek_pklkuras
179,"BADAN GIZI NASIONAL Sehubungan dengan pelaksanaan Program Makan Bergizi Gratis (MBG) oleh Badan Gizi Nasional) Penempatan SPPG: PURWOKERTO LOR (BANYUMAS) membutuhkan karyawan untuk posisi

AKUNTAN
KOKI / CHEF
AHLI GIZI
DRIVER
KRU DAPUR
 https://t.co/oWhFLV7VDu",lokerpwt
180,"Tabik puun... 
Hallo sobat Mataneka 👋🏻

*MTsN 1 Way Kanan Mulai Salurkan Program Makan Bergizi Gratis (MBG) kepada Siswa*

Link Berita : https://t.co/BbelOQJYIN

#kemenagri
#kanwil_kemenag_lampung
#kemenagwaykanan
#osimmtsn1waykanan
#kabinet_raksabhinaya_adhiwira https://t.co/I8dAF3AqYj",mtsn1waykanan
181,ak ada lagi anak sekolah yang lapar. Program makan bergizi gratis hadirkan senyum dan semangat belajar. #GiziUntukGenerasi #MakanBergiziGratis https://t.co/dwkTw8aRFJ,AlamINDKu
182,"Gizi cukup, prestasi meningkat. Mari dukung program makan bergizi gratis demi masa depan anak-anak kita! #BangunGenerasiEmas #DukungProgramGizi https://t.co/hDKhzWJTls",AlamINDKu
183,"Dadan Hindayana di Balik Program Makan Bergizi Gratis: Dari Kampus ke Garda Depan Kebijakan Nasional

https://t.co/Z1R12NKqIO",RadioElshinta
184,"Tujuan lain dari Program MBG (Makan Bergizi Gratis)  asslah membangun ekosistem ekonomis yang menumbuhkan pemberdayaan ekonomi lokal, Beberapa Dapur MBG /SPPG juara  menciptakan dan menguatkan ekosistem pemberdayaan masyarakatdiberi penghargaan INSPIRADAYA dari Kemenko PM",cakimiNOW
185,"Program Makan Bergizi Gratis sejalan dengan visi Indonesia Emas 2045. Satu langkah gizi sehat, seribu manfaat untuk negeri.
#GenerasiSehat
#MBGuntukMasaDepan
#IndonesiaEmas2045 https://t.co/73vjgn4OMk",Nur_Syahira98
186,"Antusiasme luar biasa dari siswa-siswi di pelosok Garut saat menyambut program Makan Bergizi Gratis (MBG)! 🤩

Senyum ceria mereka adalah bukti nyata bahwa akses gizi yang baik bisa membawa harapan dan semangat belajar.

🚀 Gizi baik, semangat belajar makin tinggi https://t.co/9gbmDX8x9V",cutewoman__
187,Dadan Hindayana memastikan pengawasan program Makan Bergizi Gratis semakin ketat dengan membatasi beban kerja dapur agar kualitas gizi terjaga dan risiko keamanan pangan dapat ditekan seminimal mungkin. https://t.co/q7BzMEYvFr,PrayogaAditam
188,"Semua pihak yang bekerja dapur SPPG menjadi urat nadi pelaksanaan Program Makan Bergizi Gratis. 
Kerja Nyata dan tanggung jawab yg mereka, menu makanan sehat dan bergizi seimbang untuk penerima manfaat disiapkan.

#LanjutkanMBG

Ferry Irwandi #jonita Shanti #TimnasDay Filipina https://t.co/6uXQJTqXfM",Aprilia_wiji
189,"Program Makan Bergizi Gratis (MBG) yang diinisiasi pemerintahan Presiden Prabowo Subianto dan direncanakan berjalan penuh mulai 2026 dengan anggaran APBN Rp 1,2 triliun per hari, mulai menemui kendala di daerah.

Di Kabupaten Demak, Jawa Tengah, Satuan Pelayanan Pemenuhan Gizi https://t.co/OOPm2WYaTI",Pandugaid
190,"Badan Gizi Nasional memastikan pengawasan program Makan Bergizi Gratis semakin ketat.
Berbagai langkah dan Kerja Nyata diterapkan secara sistematis menyusul beberapa insiden keracunan dalam Program MBG.

#LanjutkanMBG

Login #GrandeFratello 
Filipina #zonauang Kisruh Hukumᅠᅠᅠ https://t.co/TShsQ4M9Vq",Aprilia_wiji
191,Penyuluh perikanan terus memberikan pendampingan kepada Poklahsar binaan dalam memenuhi permintaan produk perikanan untuk mendukung Program Makan Bergizi Gratis. Upaya ini diharapkan dapat memperkuat peran strategis UMKM pengolah hasil perikanan dalam program pemerintah. https://t.co/HSCSgJZECB,bppsdm_brpbappp
192,"Kapolsek Nagreg Kompol Rizal Adam Al Hasan AS, S.Pd, M.M., yang diwakili Kanit Intelkam AKP Nurwidi S.H., menghadiri Rapat Koordinasi Program Makan Bergizi Gratis (MBG), tingkat Kecamatan Nagreg, di Aula Kantor Kecamatan Nagreg Kabupaten Bandung. https://t.co/Yeh8t4HGIk",PolsekNagreg
193,Badan Gizi Nasional (BGN) memastikan pasokan gizi nasional melalui Program Makan Bergizi Gratis (MBG) terpenuhi. SDM dilatih untuk kesiapannya secara serentak dan tersebar ke seluruh Indonesia. https://t.co/SJBsZk2fv1,sidewii
194,"Program Makan Bergizi Gratis (MBG) kini merangkul para penyandang disabilitas. Mulai tahun depan, 36.000 penerima akan mendapatkan makanan bergizi dua kali sehari, langsung diantar ke rumah oleh kader desa yang sekaligus menjadi caregiver mereka.

#MakanBergiziGratis #Disabilitas https://t.co/PsOXhFgx9s",33officialdotid
195,"Menteri Keuangan Purbaya Yudhi Sadewa bantah tegas isu perubahan program Makan Bergizi Gratis (MBG) menjadi uang tunai. 
​Baca klarifikasi Menkeu: https://t.co/xiO6M468jQ
​#NarayaPost #Menkeu #MBG #MakanBergiziGratis #Hoaks",gisgiskaa
196,"Badan Gizi Nasional (BGN) mendorong seluruh dapur Program Makan Bergizi Gratis (MBG) untuk menerapkan ramah lingkungan dan berorientasi pada prinsip zero waste.

#pengolahanlimbah #sppg #mbg #biosolar #pupuk #diswayid https://t.co/lhdvoblKKw",disway_update
197,"Penyerahan Simbolis Program Makan Bergizi Gratis Digelar di SMA Negeri 1 Singaraja

https://t.co/jEurNuBrkO https://t.co/2OWqkE0oLw",Pemkab_Buleleng
198,PPU Siapkan Pangan Lokal untuk Sukseskan Program Makan Bergizi Gratis https://t.co/r1LeqNrNGw,IDNTimesKaltim
199,"Sebelum Akhir Tahun, BGN Bidik Layanan MBG Setara Populasi Korsel

Jakarta - Kepala Badan Gizi Nasional (BGN), Dadan Hindayana mengatakan, pihaknya kini tengah mengejar target layanan Program Makan Bergizi Gratis (MBG) setara populasi Korea Selatan, yakni 51,5 juta jiwa.  ""Kita https://t.co/jL2Kw383pB",RadioElshinta
200,"Indonesia masih menghadapi persoalan besar terkait sampah makanan. Hampir separuh tumpukan sampah nasional berasal dari makanan yang terbuang dan sebagian besar terjadi karena makanan tidak dihabiskan. Di tengah pelaksanaan Program Makan Bergizi Gratis, isu ini menjadi semakin https://t.co/3eNopJo5s5",krkp_id
201,"Isu dugaan pungutan biaya perizinan kelayakan pangan dalam Program Makan Bergizi Gratis (MBG) mencuat di lingkungan Pemerintah Kabupaten Pekalongan. Seorang oknum pejabat di Dinas Kesehatan (Dinkes) Kabupaten Pekalongan berinisial M.K, yang disebut menjab
https://t.co/TzKQCKK0E8",warta_desa
202,"SPPG Sukamantri Hadirkan Oven Ompreng Pertama Nasional

Bogor — Upaya meningkatkan keamanan pangan dalam pelaksanaan Program Makan Bergizi Gratis (MBG) mencapai tonggak baru. Satuan Pelayanan Pemenuhan Gizi (SPPG) Bogor Tamansari Sukamantri menjadi SPPG pertama di Indonesia yang https://t.co/pzwsAqPHts",RadioElshinta
203,"MBG adalah Seragam Sekolah Versi Makanan! 

Program Makan Bergizi Gratis harus universal. Tujuannya menciptakan kesetaraan mutlak di sekolah. Semua anak makan menu yang sama di meja yang sama. Ini hilangkan stigma sosial &amp; bangun fondasi karakter kebangsaan. Jangan ada pemilahan! https://t.co/6MWH9jVqED",cutewoman__
204,"Bukan hanya sekadar makanan gratis! Juga fokus penuh naikin kualitas dan mutu makanan di program Makan Bergizi Gratis (MBG), yang sudah menyentuh ribuan siswa setiap hari. Setiap porsi dibuat dengan perhatian agar anak-anak dapat tumbuh sehat dan siap belajar. https://t.co/csqG6uMaiQ",cutewoman__
205,"446.630 jiwa di Kepri kini TERSENTUH Program Makan Bergizi Gratis (MBG)! 
Ini adalah langkah nyata memastikan gizi terbaik untuk generasi penerus &amp; kelompok 3B di Kepri. Penguatan gizi di 161 Satuan Pelayanan Pemenuhan Gizi (SPPG) terus dipercepat, termasuk di daerah 3T. 💪 https://t.co/OeYuUlJUgx",cutewoman__
206,"Program Makan Bergizi Gratis kini menjangkau ratusan ribu siswa dan ibu hamil di Kepri, memastikan pemerataan gizi hingga ke pelosok daerah demi masa depan generasi yang lebih sehat dan kuat. https://t.co/oyvetyRw51",PrayogaAditam
207,"Program Makan Bergizi Gratis (MBG) memastikan setiap anak mendapat nutrisi layak, meningkatkan kesehatan sekaligus mendukung fokus belajar di sekolah. Sumber: https://t.co/vMr1Q5PWNJ",Viviviviichan
208,"Program Makan Bergizi Gratis (MBG) di Kepri sukses menjangkau 446.630 penerima manfaat, meliputi siswa, ibu hamil, menyusui, dan balita (3B). Didukung 161 SPPG, program ini menjangkau Batam secara masif, sementara pembangunan di daerah 3T masih berjalan. https://t.co/kKvu7pl7vd",nafian1010
209,Program Makan Bergizi Gratis (MBG) diterapkan secara merata untuk semua siswa demi menciptakan kesetaraan di sekolah. Tujuannya meniru semangat seragam sekolah: menghapus sekat status sosial dan mencegah stigma dengan tidak memilah-milah penerima manfaat. https://t.co/mHAa6AXFHW,jjaprin24
210,"1.945 penerima manfaat! 
Sejak beroperasi 15 September lalu, Program Makan Bergizi Gratis (MBG) di Pulau Kelapa telah menyajikan makanan bergizi, meskipun tantangan logistik di pulau.
​Tim SPPG yang didominasi warga lokal memastikan kualitas makanan terjaga. Kehadiran MBG bukan https://t.co/HFphpoXX4P",oxrth_
211,"19 Ribu UMKM Terlibat dalam Program Makan Bergizi Gratis yang Bisa Berikan Multiplier Effect
https://t.co/5HEpNsoYEe",RiaupagiSurya
212,"Polsek Muara Kaman Kawal Pelaksanaan Program Makan Bergizi Gratis, Dukung Pemenuhan Gizi dan Kamtibmas Pelajar di Panca Jaya

Kukar – Program Makan Bergizi Gratis (MBG) Tahap Pertama resmi bergulir di Desa Panca Jaya, Kecamatan Muara Kaman, pada Senin (08/12/2025). https://t.co/GKDcwRoqju",polsek_sebulu
213,"@Jeejjeeee @ARSIPAJA Zulkifli Hasan (Zulhas) menyatakan target IQ anak Indonesia naik ke 120 melalui program Makan Bergizi Gratis (MBG), karena nutrisi baik bisa dukung perkembangan kognitif. Namun, IQ dipengaruhi banyak faktor seperti pendidikan dan lingkungan, bukan hanya makanan. Apakah mirip",grok
214,Babinsa Dampingi Program Makan Bergizi Gratis di TK DWP Karangandong https://t.co/vOil2MxMc1 https://t.co/LoiEIq0NEP,kodim0817gresik
215,"Wali Kota Depok, Supian Suri memimpin Rapat Koordinasi Program Makan Bergizi Gratis (MBG) Kota Depok, Senin (01/12/2025).

Supian mengatakan bahwa Pemkot Depok terus berupaya  memperluas sasaran program MBG dan memastikan program berjalan dengan kualitas yang terjaga. https://t.co/GBcYuXqrgh",Humas_depok
216,"Program MBG Dikritisi Masih Banyak Sekolah di Simalungun Tak Tersentuh

Program Makan Bergizi Gratis (MBG) yang menjadi salah satu agenda prioritas pemerintah kini menghadapi kritik luas. https://t.co/V02Qv1TBCc",sibnewsnetwork
217,"APBN 2026 menunjukkan pergeseran prioritas belanja pemerintah yang sangat besar, terutama melalui ekspansi anggaran pada program-program flagship seperti Program Makan Bergizi Gratis (MBG) dan Program Koperasi Desa (Kopdes). https://t.co/YTYCONqtHB",COREIndonesia
218,"Menteri Koordinator Bidang Pangan, Zulkifli Hasan, menyatakan optimismenya bahwa kualitas kecerdasan anak Indonesia dapat meningkat signifikan melalui Program Makan Bergizi Gratis (MBG). Zulhas menargetkan rata-rata IQ anak Indonesia bisa mencapai angka 120, jauh di atas https://t.co/JAzdIW9EZ1",Melihat_Indo
219,"Distribusi MBG Masif, Ratusan Ribu Porsi Dinikmati Korban Bencana Sumatera-Aceh. 

Penyaluran bantuan pangan melalui program Makan Bergizi Gratis (MBG) masih terus dilakukan pemerintah untuk membantu masyarakat terdampak bencana alam di wilayah Sumatera dan Aceh.   Hingga 9 https://t.co/bUwNAPeqP0",RadioElshinta
220,"Sufmi dasco menyampaikan terima kasih atas dukungan masyarakat terhadap program-program pemerintah Presiden Prabowo Subianto, terutama Program Makan Bergizi Gratis (MBG) yang menjadi salah satu program unggulan untuk mencetak generasi bangsa yang lebih kuat dan sehat. https://t.co/xq4Q8S8OcN",bbahtiarr
