,full_text,id_str,created_at,username,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,image_url,mentions,mention_count,target
41,"Setiap anak berhak tumbuh sehat dan kuat. Mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi, tersenyum lebih lebar, dan meraih masa depan yang lebih cerah. https://t.co/R5BFZXUp2S",1996758257235566884,2025-12-05 01:47:21+00:00,InfoMakan2,in,,0,0,0,0,https://x.com/InfoMakan2/status/1996758257235566884,https://pbs.twimg.com/media/G7XpDGUb0AA-LUX.jpg,[],0,
86,"Program Makan Bergizi Gratis (MBG) beralih fungsi menjadi garda terdepan penyaluran makanan darurat untuk korban bencana di Sumatera (Aceh, Sumut, Sumbar). 

Ribuan paket makanan bergizi didistribusikan setiap hari untuk memastikan kebutuhan dasar korban terpenuhi. https://t.co/HIHG3yPBQ3",1996776550306664586,2025-12-05 03:00:02+00:00,cutewoman__,in,,0,0,1,4,https://x.com/cutewoman__/status/1996776550306664586,https://pbs.twimg.com/amplify_video_thumb/1996732379642343424/img/Ixt6ExWuwsTdC3-Z.jpg,[],0,
51,"Gizi Terpenuhi, Ibu Hamil Lebih Tenang. Program Makan Bergizi Gratis hadir memastikan kesehatan ibu dan calon bayi terjaga tanpa beban biaya, bukti nyata kepedulian pemerintah untuk melahirkan generasi kuat. https://t.co/bozUl1SA5h",1996776558627819662,2025-12-05 03:00:04+00:00,khaliqbyard215,in,,0,0,0,0,https://x.com/khaliqbyard215/status/1996776558627819662,https://pbs.twimg.com/amplify_video_thumb/1996711220985188356/img/g3QktnREc5ikWBjR.jpg,[],0,
77,"Mobil lab keliling dari BPOM ini keren banget, soalnya langsung turun ke daerah yang susah dijangkau buat pastikan program makan bergizi gratis berjalan aman dan tepat. 

Ini contoh nyata kerja senyap tapi ngena buat banyak orang. https://t.co/Ll3wdYxdIE",1996776976171126950,2025-12-05 03:01:44+00:00,law_ismylife,in,,0,0,0,0,https://x.com/law_ismylife/status/1996776976171126950,https://pbs.twimg.com/media/G7X6E-bawAAY9PW.jpg,[],0,
21,"Kepala Badan Gizi Nasional (BGN) mengungkap peran vital program Makan Bergizi Gratis (MBG) dalam perekonomian Indonesia. 

#bgn #makanbergizigratis #mbg #ekonomi #lapangankerja https://t.co/sjXF1lveVW",1996784090226495965,2025-12-05 03:30:00+00:00,tvOneNews,in,,0,20,1,1,https://x.com/tvOneNews/status/1996784090226495965,https://pbs.twimg.com/amplify_video_thumb/1996651788301488128/img/Nd-vIiku7e2PNk5L.jpg,[],0,
90,"Polres Klungkung melaksanakan Pre Launching Program Makan Bergizi Gratis (MBG) SPPG Polres Klungkung yang dipusatkan di TK Kemala Bhayangkari Polres Klungkung, (5/12). https://t.co/YvXVF1TYOy",1996784885655322684,2025-12-05 03:33:09+00:00,PKlungkung,in,,0,0,0,8,https://x.com/PKlungkung/status/1996784885655322684,https://pbs.twimg.com/media/G7YBPcBb0AMqgwQ.jpg,[],0,
105,"Program makan bergizi gratis ini benar-benar jadi penyelamat untuk banyak ibu hamil

Mereka nggak lagi harus mikir dua kali soal biaya buat memenuhi kebutuhan gizi hariannya, karena semua sudah disiapkan dengan terukur dan seimbang https://t.co/V4BXR1naVI",1996787865129197979,2025-12-05 03:45:00+00:00,al_lasan7,in,,0,0,14,15,https://x.com/al_lasan7/status/1996787865129197979,https://pbs.twimg.com/amplify_video_thumb/1996695830733246466/img/LVbF4cCk9umJvDcT.jpg,[],0,
138,Balai Besar Obat dan Makanan (BPOM) menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG) https://t.co/RXfUWNr0XI,1996787909085802948,2025-12-05 03:45:10+00:00,jjaprin24,in,,0,0,0,0,https://x.com/jjaprin24/status/1996787909085802948,https://pbs.twimg.com/media/G7YEBV5a8AA9O1p.jpg,[],0,
116,BPOM menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG). mobil ini menjangkau daerah - daerah yang jauh dari jangkauan Balai POM guna mendukung program prioritas dari pemerintah. https://t.co/89Nb66vRvP,1996789891288780940,2025-12-05 03:53:03+00:00,diyarablues,in,,0,0,0,0,https://x.com/diyarablues/status/1996789891288780940,https://pbs.twimg.com/media/G7YF0tJasAAaHrE.jpg,[],0,
91,Inovasi mobil laboratorium keliling BPOM siap menjangkau pelosok negeri demi memastikan keamanan pangan program Makan Bergizi Gratis agar anak Indonesia tumbuh sehat dan cerdas tanpa rasa khawatir. https://t.co/y7C3zH6Vst,1996794901082832972,2025-12-05 04:12:57+00:00,PrayogaAditam,in,,0,0,0,0,https://x.com/PrayogaAditam/status/1996794901082832972,https://pbs.twimg.com/media/G7YKXy5bYAAViL0.jpg,[],0,
88,Penerapan sistem grading dapur oleh Badan Gizi Nasional bersama lembaga survei independen menjamin standar keamanan pangan yang tinggi demi kesuksesan program Makan Bergizi Gratis tahun depan. https://t.co/0bQ4XMHSZV,1996794942187016371,2025-12-05 04:13:07+00:00,PrayogaAditam,in,,0,0,0,0,https://x.com/PrayogaAditam/status/1996794942187016371,https://pbs.twimg.com/media/G7YKaA3b0AMJIM8.jpg,[],0,
44,"BPOM terus hadir mendukung Program Makan Bergizi Gratis (MBG)! 👏
Dengan mobil laboratorium keliling, jangkauan pengawasan pangan kini makin luas hingga pelosok negeri.
Demi asupan yang aman dan bergizi untuk seluruh anak Indonesia 🇮🇩✨ https://t.co/DpURMyxh5H",1996796389129593279,2025-12-05 04:18:52+00:00,berthasintia,in,,0,0,0,0,https://x.com/berthasintia/status/1996796389129593279,https://pbs.twimg.com/media/G7YLuDjb0AUNwQS.jpg,[],0,
72,"Babinsa Koramil 0901-03/Samarinda Seberang Kawal Penuh Program Makan Bergizi Gratis untuk Generasi Sehat
 
Sertu M Syamsudin Babinsa Kelurahan Rapak Dalam Koramil 0901-03/Samarinda Seberang aktif mendampingi pelaksanaan program Makan Bergizi Gratis (MBG) di Wilayah Binaannya. https://t.co/uInIdwQLBS",1996796694609252677,2025-12-05 04:20:05+00:00,Kodim0901Smd,in,,0,0,0,1,https://x.com/Kodim0901Smd/status/1996796694609252677,https://pbs.twimg.com/media/G7YL-4ZaYAA4TNU.jpg,[],0,
99,BPOM menghadirkan mobil laboratorium keliling untuk mendukung program Makan Bergizi Gratis (MBG). Langkah ini memastikan keamanan pangan tetap terpantau hingga daerah yang sulit dijangkau. Inovasi nyata demi kesehatan masyarakat https://t.co/5KuetTzYHR,1996801394326778081,2025-12-05 04:38:45+00:00,barisansopan,in,,0,0,1,1,https://x.com/barisansopan/status/1996801394326778081,https://pbs.twimg.com/media/G7YQSSvb0AQZK1N.jpg,[],0,
76,Babinsa Blimbing Pendampingan Program Makan Bergizi Gratis di SDN Polowijen 2 https://t.co/QzNzsA9MHD #BabinsaBlimbing #MakanBergiziGratis #SDNPolowijen,1996825959065092541,2025-12-05 06:16:22+00:00,Serucoid1,in,,0,0,0,0,https://x.com/Serucoid1/status/1996825959065092541,,[],0,
58,"Sidokkes Polres Bangli memastikan makanan Program Makan Bergizi Gratis aman dan layak dikonsumsi. Melalui pemeriksaan Food Safety di SPPG Polres Bangli, seluruh sampel makanan dinyatakan bebas bahan kimia berbahaya dan disajikan dalam kondisi higienis sesuai standar. https://t.co/6g8lLJn1Fs",1996829214470033448,2025-12-05 06:29:18+00:00,KintamaniPolsek,in,,0,0,0,0,https://x.com/KintamaniPolsek/status/1996829214470033448,https://pbs.twimg.com/ext_tw_video_thumb/1996829193729200135/pu/img/WGrO_aLAYa5dLgyI.jpg,[],0,
50,"Polresta Palangka Raya Hadiri Rakor Optimalisasi Program Makan Bergizi Gratis

Polresta Palangka Raya menghadiri Rapat Koordinasi (Rakor) Optimalisasi Pelaksanaan Program Makan Bergizi Gratis yang digelar di Ruang Rapat Peteng Karuhei II Kantor Wali Kota Palangka Raya. https://t.co/YXPR3SR9DT",1996830757311205538,2025-12-05 06:35:26+00:00,PolresPalangka,in,,0,0,0,1,https://x.com/PolresPalangka/status/1996830757311205538,https://pbs.twimg.com/media/G7Yq_bUbIAAhnY_.jpg,[],0,
66,"Polres Klungkung Gelar Pre-Launching Program Makan Bergizi Gratis di TK Kemala Bhayangkari Klungkung.
#polriuntukmasyarakat #Klungkung #PolresKlungkung #JagaKamtibmas #CegahGangguanKeamanan #layanancepat110untukmasyarakat #PoldaBali #PolriPresisi #humaspolresklungkung https://t.co/RTiT9Dr5Xl",1996848993272475689,2025-12-05 07:47:54+00:00,PKlungkung,in,,0,0,1,8,https://x.com/PKlungkung/status/1996848993272475689,https://pbs.twimg.com/amplify_video_thumb/1996846505450409984/img/up6It8Gzn3FhXsVF.jpg,[],0,
4,BPOM Turun Langsung Kawal Program Makan Bergizi Gratis di Solo https://t.co/jzVniCBvoP,1996953280237437052,2025-12-05 14:42:18+00:00,IDNTimesJateng,in,,0,0,0,0,https://x.com/IDNTimesJateng/status/1996953280237437052,,[],0,
115,"Presiden Prabowo memberi penegasan penting bagi pihak-pihak yang meremehkan keberhasilan program Makan Bergizi Gratis. Kritik boleh ada, namun fakta di lapangan tidak bisa diputarbalikkan: distribusi masif sudah berjalan dan mencapai 49 juta penerima manfaat setiap hari.

Beliau https://t.co/aMbbfA1PS3",1997140187563151509,2025-12-06 03:05:00+00:00,oxrth_,in,,0,0,0,0,https://x.com/oxrth_/status/1997140187563151509,https://pbs.twimg.com/media/G7cWEU1aQAAy5uM.jpg,[],0,
133,Pemerintah terus memastikan program Makan Bergizi Gratis berjalan lebih rapi dan tepat sasaran. Temuan dari lapangan langsung diteruskan untuk dibenahi. Fokusnya sederhana: perlindungan anak harus terasa nyata dan merata https://t.co/cKZzbyDhco,1997141606932340847,2025-12-06 03:10:38+00:00,bungkusekoran,in,,0,0,0,0,https://x.com/bungkusekoran/status/1997141606932340847,https://pbs.twimg.com/media/G7dFrqvbAAA0sg2.jpg,[],0,
69,"Presiden Prabowo ungkap 49 juta penerima manfaat program Makan Bergizi Gratis, setara 7 kali penduduk Singapura, hingga menjangkau daerah terpencil. https://t.co/crcUOpsl9b",1997149498024304680,2025-12-06 03:42:00+00:00,detikcom,in,,1,1,0,2,https://x.com/detikcom/status/1997149498024304680,,[],0,
7,"Gibran Minta MBG Terus Dibenahi, Temuan KPAI Akan Dibawa ke BGN

Pemerintah memastikan komitmen untuk terus memperbaiki sistem dan pelaksanaan program Makan Bergizi Gratis (MBG) sebagai bagian dari upaya memperkuat perlindungan anak dan memastikan efektivitas kebijakan prioritas https://t.co/1EVWBNUHXU",1997150253426893114,2025-12-06 03:45:00+00:00,akuratco,in,,0,0,0,0,https://x.com/akuratco/status/1997150253426893114,https://pbs.twimg.com/media/G7cZ7LzawAAUX8W.jpg,[],0,
114,Program Makan Bergizi Gratis (MBG) menjadi langkah nyata negara dalam menyiapkan generasi sehat dan berdaya saing melalui pemenuhan gizi sejak dini. https://t.co/g17wC8XrRi,1997152695514501157,2025-12-06 03:54:42+00:00,Viviviviichan,in,,0,0,0,0,https://x.com/Viviviviichan/status/1997152695514501157,https://pbs.twimg.com/media/G7dPybKb0AE_s-s.jpg,[],0,
70,Polri Terbitkan Buku Rasa Bhayangkara Nusantara sebagai Rujukan Diversifikasi Pangan untuk Program Makan Bergizi Gratis https://t.co/srGnNgF6SR,1997166434267680794,2025-12-06 04:49:18+00:00,car_imar,in,,0,0,0,0,https://x.com/car_imar/status/1997166434267680794,,[],0,
55,Ketum Golkar Bahlil dorong program Makan Bergizi Gratis untuk pelosok Indonesia. Dirinya menilai program ini penting karena pernah busung lapar. https://t.co/3tLPEQ10cH,1997174160494387533,2025-12-06 05:20:00+00:00,detikcom,in,,0,1,1,1,https://x.com/detikcom/status/1997174160494387533,,[],0,
59,"KPAI pantau Program Makan Bergizi Gratis di Depok — memastikan setiap murid bukan cuma kenyang, tapi mendapat gizi seimbang &amp; aman 👶✨ 

https://t.co/Wroe9LCItY

#HakAnak #MBG #KPAI",1997198966862299619,2025-12-06 06:58:34+00:00,KPAI_official,in,,0,0,0,0,https://x.com/KPAI_official/status/1997198966862299619,,[],0,
49,"Program Makan Bergizi Gratis (MBG) bagi Ibu Hamil, Ibu Menyusui, dan Balita Non-PAUD (B3) di Desa Parakan, Kecamatan Leuwimunding, Kabupaten Majalengka, mendapat perhatian masyarakat usai penerima manfaatnya mengalami dugaan keracunan pada Kamis (4/12/2025). 

Insiden ini diduga https://t.co/LBONhnBrtT",1997262247748632954,2025-12-06 11:10:01+00:00,ferizandra,in,,3,7,12,20,https://x.com/ferizandra/status/1997262247748632954,https://pbs.twimg.com/media/G7ezbdkbcAA0uo1.jpg,[],0,
37,"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana menargetkan tidak ada orang lagi yang keracunan dalam program Makan Bergizi Gratis (MBG).

#mbg #bgn

https://t.co/53XxOp30zH",1997315869823975797,2025-12-06 14:43:06+00:00,liputan6dotcom,in,,0,0,0,1,https://x.com/liputan6dotcom/status/1997315869823975797,,[],0,
83,"Presiden Prabowo Subianto mengumumkan capaian signifikan Program Makan Bergizi Gratis (MBG), yang kini telah menjangkau sekitar 49 juta penerima manfaat setiap harinya. https://t.co/R5hWNrzCV8",1997449634848096668,2025-12-06 23:34:38+00:00,MediaPrabowoID,in,,0,0,2,2,https://x.com/MediaPrabowoID/status/1997449634848096668,https://pbs.twimg.com/media/G7hd1U3bYAAQZr4.jpg,[],0,
47,"Sinergi berbagai pihak membuat Program Makan Bergizi Gratis mampu mendistribusikan makanan bergizi secara merata, memperkuat kualitas hidup anak #MBG #EkonomiLokal #GiziAnak https://t.co/TqUdMAn4ce",1997459533711708509,2025-12-07 00:13:58+00:00,bhinneka_news,in,,0,0,0,0,https://x.com/bhinneka_news/status/1997459533711708509,https://pbs.twimg.com/media/G7hm3F3aUAA7kMI.jpg,[],0,
127,Program Makan Bergizi Gratis (MBG) akan didistribusikan langsung kepada anak jalanan hingga lansia yang membutuhkan. Upaya ini layak didukung agar dapat segera terealisasi dan makin banyak yang merasakan manfaatnya https://t.co/3obgfySuU9,1997501320329150520,2025-12-07 03:00:01+00:00,bungkusekoran,in,,0,0,0,0,https://x.com/bungkusekoran/status/1997501320329150520,https://pbs.twimg.com/media/G7hiSEyb0AEqFjb.jpg,[],0,
108,"Maklumin aja ges, program MBG ini punya kan bisa tiga:
1. Program Mbah Bowo - Gibran
2. Program Militer Banyak Gawean / Guna
3. Program Makan Bergizi Gratis",1997507582412640362,2025-12-07 03:24:54+00:00,Rebornian48,in,,0,0,1,0,https://x.com/Rebornian48/status/1997507582412640362,,[],0,
48,"Gunungkidul Perbarui Data Penerima Program Makan Bergizi Gratis, Dorong Bantuan Tepat Sasaran
https://t.co/xYcTbOWDYi",1997541637984244032,2025-12-07 05:40:13+00:00,TuguJogja_id,in,,0,1,0,0,https://x.com/TuguJogja_id/status/1997541637984244032,,[],0,
120,"Program Makan Bergizi Gratis (MBG) memperkuat masa depan anak bangsa dengan memastikan akses gizi sehat yang merata, sekaligus mendorong peningkatan kualitas pendidikan sejak dini https://t.co/hniK8tFwoA",1997543760914436438,2025-12-07 05:48:39+00:00,Viviviviichan,in,,0,0,0,0,https://x.com/Viviviviichan/status/1997543760914436438,https://pbs.twimg.com/media/G7izdbMbcAARJLR.jpg,[],0,
42,"Presiden Prabowo Subianto mengklaim Program Makan Bergizi Gratis (MBG) sebagai salah satu program terbaik di dunia, setelah dalam 12 bulan berhasil menjangkau 49 juta penerima manfaat. Menurut Prabowo, capaian ini merupakan prestasi logistik besar, karena melebihi Brasil yang https://t.co/SUfxeDe2ct",1997552299175301136,2025-12-07 06:22:35+00:00,RadioElshinta,in,,1,1,2,5,https://x.com/RadioElshinta/status/1997552299175301136,https://pbs.twimg.com/media/G7i7OA7aIAA6Z3O.jpg,[],0,
85,Program Makan Bergizi Gratis bukan sekadar berbagi makanan tetapi menjadi lokomotif ekonomi baru yang membuka lapangan kerja luas bagi sektor pangan dan menyejahterakan pelaku usaha kecil di seluruh daerah. https://t.co/krwIdPD5ky,1997863737768714246,2025-12-08 03:00:08+00:00,PrayogaAditam,in,,0,0,0,0,https://x.com/PrayogaAditam/status/1997863737768714246,https://pbs.twimg.com/media/G7nWe2RWoAAJFP5.jpg,[],0,
82,Program Makan Bergizi Gratis menjadi fondasi kokoh menuju Indonesia Maju dengan mencetak generasi yang sehat cerdas dan produktif melalui asupan gizi seimbang yang diberikan sejak usia dini di sekolah. https://t.co/TvNjy73tzj,1997867488780988490,2025-12-08 03:15:02+00:00,PrayogaAditam,in,,0,0,0,0,https://x.com/PrayogaAditam/status/1997867488780988490,https://pbs.twimg.com/media/G7nZ5KuWkAABBWY.jpg,[],0,
34,"Program Makan Bergizi Gratis (MBG) menjadi pondasi penting untuk mencetak generasi sehat, cerdas, dan produktif dengan pemenuhan gizi yang berkelanjutan. Sumber: https://t.co/rDns6nkdTM",1997868451185238039,2025-12-08 03:18:52+00:00,Viviviviichan,in,,0,0,0,0,https://x.com/Viviviviichan/status/1997868451185238039,,[],0,
136,"Program Makan Bergizi Gratis (MBG) yang dijalankan Badan Gizi Nasional (BGN) terbukti menciptakan lapangan kerja dan memperkuat ekosistem usaha kuliner, mengubah Satuan Pelayanan Pemenuhan Gizi (SPPG) menjadi lokomotif baru penciptaan lapangan kerja https://t.co/3lGrqlJYrW",1997869546280239381,2025-12-08 03:23:13+00:00,jjaprin24,in,,0,0,0,0,https://x.com/jjaprin24/status/1997869546280239381,https://pbs.twimg.com/media/G7nbwpTa8AANtiZ.jpg,[],0,
139,BGN menegaskan bahwa insentif senilai Rp6 juta per hari untuk dapur program Makan Bergizi Gratis (MBG) akan dipotong apabila fasilitas Satuan Pelayanan Pemenuhan Gizi (SPPG) tidak memenuhi standar yang telah ditetapkan https://t.co/BBRF9Jkvpc,1997870286545502628,2025-12-08 03:26:09+00:00,nafian1010,in,,0,0,0,0,https://x.com/nafian1010/status/1997870286545502628,https://pbs.twimg.com/media/G7ncbp9aYAAetPd.jpg,[],0,
111,"program makan bergizi gratis MBG bukan sekadar bantuan makanan melainkan investasi strategis dalam m menciptakan generasi yang sehat, cerdas dan produktif  yang akan jadi fondasi Indonesia maju https://t.co/HtFgCPKMbY",1997871061090877481,2025-12-08 03:29:14+00:00,nafian1010,in,,0,0,0,0,https://x.com/nafian1010/status/1997871061090877481,https://pbs.twimg.com/media/G7ndIwxaoAAetzR.jpg,[],0,
11,"Mensos Gus Ipul menyebut penyandang disabilitas akan menjadi sasaran program makan bergizi gratis yang mulai berjalan 2026 dan menargetkan 36 ribu penerima.
 https://t.co/2ErOFocKu1",1997938907405848974,2025-12-08 07:58:50+00:00,detikcom,in,,1,0,0,2,https://x.com/detikcom/status/1997938907405848974,,[],0,
39,Wakil Bupati Asluchul Alif Dorong Perlindungan Ketenagakerjaan bagi Relawan dan Tenaga Pendukung Program Makan Bergizi Gratis https://t.co/fmq2SGyDV7,1997957458355179625,2025-12-08 09:12:32+00:00,IniGresik,in,,0,0,0,0,https://x.com/IniGresik/status/1997957458355179625,,[],0,
130,"Personil Polsek Pangkalan Kuras melaksanakan pengawasan Program Makan Bergizi Gratis (MBG) di MTS Al-Qasimiyah dan SMPN 1 Pangkalan Kuras, dengan total sasaran 471 dan 1.048 porsi bagi siswa-siswi. https://t.co/SWfZcf5Erp",1997966709123367089,2025-12-08 09:49:18+00:00,polsek_pklkuras,in,,0,0,0,0,https://x.com/polsek_pklkuras/status/1997966709123367089,https://pbs.twimg.com/media/G7o0H0ra4AAe-ER.jpg,[],0,
104,"BADAN GIZI NASIONAL Sehubungan dengan pelaksanaan Program Makan Bergizi Gratis (MBG) oleh Badan Gizi Nasional) Penempatan SPPG: PURWOKERTO LOR (BANYUMAS) membutuhkan karyawan untuk posisi

AKUNTAN
KOKI / CHEF
AHLI GIZI
DRIVER
KRU DAPUR
 https://t.co/oWhFLV7VDu",1997969340570927456,2025-12-08 09:59:45+00:00,lokerpwt,in,,0,0,1,0,https://x.com/lokerpwt/status/1997969340570927456,,[],0,
