,full_text,id_str,created_at,username,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,image_url,mentions,mention_count,target
20,"Kementerian Sosial (Kemensos) telah merencanakan empat program bagi penyandang disabilitas di 2025 dalam rangka memberikan perlindungan dan jaminan sosial kepada para difabel. keempat program itu meliputi Program makan bergizi Gratis, Program Keluarga Harapan, Bantuan Pangan Non https://t.co/aoqwzfCG5D",1864195040932975068,2024-12-04 06:28:27+00:00,RadioElshinta,in,,0,0,0,0,https://x.com/RadioElshinta/status/1864195040932975068,https://pbs.twimg.com/media/Gd7zf8Fa0AQWyAK.jpg,[],0,
40,"Kemenkop Dorong Penguatan Peran Koperasi dalam Program Makan Bergizi Gratis
https://t.co/wAsJBO8qKJ",1864202711480029343,2024-12-04 06:58:56+00:00,Beritasatu,in,,0,0,0,0,https://x.com/Beritasatu/status/1864202711480029343,,[],0,
42,Prabowo Tak Ambil Pusing Harga Index Saham Turun dengan Program Makan Bergizi Gratis -  https://t.co/ipBPMjEdVL https://t.co/LVR9pT4X01,1864203168391024976,2024-12-04 07:00:45+00:00,Joglosemarnews,in,,0,0,0,0,https://x.com/Joglosemarnews/status/1864203168391024976,https://pbs.twimg.com/media/Gd765uMa0AEqySp.jpg,[],0,
59,"Warga Harap Program Makan Bergizi Gratis Prabowo Bisa Bantu Anak-Anak di NTT
https://t.co/Ot8tedDzRs",1864204194158399759,2024-12-04 07:04:49+00:00,holopiscom,in,,0,0,1,1,https://x.com/holopiscom/status/1864204194158399759,,[],0,
60,"Ketika TNI AU Turun Ikut Sukseskan Program Makan Bergizi Gratis

https://t.co/g85lzxPjZG",1864254844984545620,2024-12-04 10:26:05+00:00,VIVAcoid,in,,0,0,0,0,https://x.com/VIVAcoid/status/1864254844984545620,,[],0,
79,"Prabowo Diancam-ancam Jalankan Program Rakyat, Termasuk Makan Bergizi Gratis
https://t.co/N766ZshhrR",1864308598983282960,2024-12-04 13:59:41+00:00,holopiscom,in,,0,0,0,0,https://x.com/holopiscom/status/1864308598983282960,,[],0,
23,"Badan Pangan Nasional (Bapanas) melaksanakan kajian untuk menentukan menu program Makan Bergizi Gratis (MBG) sesuai dengan potensi bahan pangan yang diproduksi di setiap daerah di Indonesia.

Berikut daftar menu Makan Bergizi Gratis di berbagai daerah.

#bisnisupdate #update https://t.co/ehOvULnDPU",1864315886091555062,2024-12-04 14:28:39+00:00,kumparan,in,,1,3,4,14,https://x.com/kumparan/status/1864315886091555062,https://pbs.twimg.com/media/Gd9haTCa0AI4qL7.jpg,[],0,
43,"Badan Pangan Nasional (Bapanas) melaksanakan kajian untuk menentukan menu program Makan Bergizi Gratis (MBG) sesuai dengan potensi bahan pangan yang diproduksi di setiap daerah di Indonesia.

Berikut daftar menu Makan Bergizi Gratis di berbagai daerah.

#bisnisupdate #update https://t.co/jPR8a7nHKH",1864315892424954088,2024-12-04 14:28:40+00:00,kumparan,in,,0,0,0,10,https://x.com/kumparan/status/1864315892424954088,https://pbs.twimg.com/media/Gd9haTCa0AI4qL7.jpg,[],0,
71,"POLDA KEPRI BERSINERGI LAKSANAKAN RAPAT KOORDINASI: SUKSESKAN PROGRAM MAKAN BERGIZI GRATIS

.
.

@divisihumaspolri @polripresisi @mabespolrinews @ini_polisi @polisi_indonesia @halo_polisi 

#HumasPoldaKepri #Multimediapoldakepri 
#Prabowopresidenri https://t.co/My9KFZP7vD",1864467617626640560,2024-12-05 00:31:34+00:00,poldakeprihumas,in,,0,0,0,1,https://x.com/poldakeprihumas/status/1864467617626640560,https://pbs.twimg.com/media/Gd_rW3QacAAItdP.jpg,"['divisihumaspolri', 'polripresisi', 'mabespolrinews', 'ini_polisi', 'polisi_indonesia', 'halo_polisi']",6,divisihumaspolri
74,"PGN Dukung Program Makan Bergizi Gratis
#makanbergizi #programmakangratis #programpresiden #BadanGiziNasional #infrastrukturjaringangas @Gas_Negara 

https://t.co/JpiXdybRax",1864491638367899703,2024-12-05 02:07:01+00:00,InilahMojokerto,in,,0,0,1,1,https://x.com/InilahMojokerto/status/1864491638367899703,,['Gas_Negara'],1,Gas_Negara
22,"Pulang dari luar negeri setelah lawatan sejak 8 November, Presiden Prabowo Subianto membawa komitmen sejumlah negara untuk mewujudkan program makan bergizi gratis.

#tempoplus #tempo #prabowosubianto #makan #bergizi #gratis https://t.co/rgUDtMXh9S",1864569199475183866,2024-12-05 07:15:13+00:00,Tempo_Plus,in,,0,4,0,5,https://x.com/Tempo_Plus/status/1864569199475183866,https://pbs.twimg.com/ext_tw_video_thumb/1864568800110366720/pu/img/Zl79r0bU10P5wRAp.jpg,[],0,
55,"Pemprov Lampung Harap Program Makan Bergizi Gratis Tingkatkan Ekonomi Lokal

https://t.co/wtAzRCoVvJ",1864581500362244596,2024-12-05 08:04:06+00:00,kupastuntasnew,in,,0,0,0,0,https://x.com/kupastuntasnew/status/1864581500362244596,,[],0,
15,"F-PKS Dukung One Day One Fish untuk Program Makan Bergizi Gratis 🇮🇩

|| Riyono (Anggota Komisi IV DPR RI dari F-PKS)

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS https://t.co/G08j4n7YfB",1864920577565429763,2024-12-06 06:31:28+00:00,FPKSDPRRI,in,,1,1,7,9,https://x.com/FPKSDPRRI/status/1864920577565429763,https://pbs.twimg.com/media/GeGHYaLakAEL3xF.jpg,[],0,
21,"F-PKS Dukung One Day One Fish untuk Program Makan Bergizi Gratis 🇮🇩

|| Riyono (Anggota Komisi IV DPR RI dari F-PKS)

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS https://t.co/bYZJkGjz0B",1864920782843048382,2024-12-06 06:32:17+00:00,FPKSDPRRI,in,,0,0,3,4,https://x.com/FPKSDPRRI/status/1864920782843048382,https://pbs.twimg.com/media/GeGHkYwakAAusNc.jpg,[],0,
76,"TVRINEWS, YOGYAKARTA - Pemerintah Kabupaten (PEMKAB) Kulonprogo mengalokasikan anggaran sebesar 29,5 miliar rupiah untuk program makan bergizi gratis pada tahun 2025 mendatang. Alokasi ini diambil dari pendapatan asli daerah, termasuk menotong sejumlah anggaran untuk berbagai https://t.co/B1hwDPZ9jc",1864932427178872848,2024-12-06 07:18:34+00:00,tvriyogyakarta,in,,0,0,0,1,https://x.com/tvriyogyakarta/status/1864932427178872848,https://pbs.twimg.com/ext_tw_video_thumb/1864932116057985024/pu/img/oGsICENxDHxeSZbc.jpg,[],0,
36,"https://t.co/QdOUrOSHmb

IPOL.ID- Bank Mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan Program Makan Bergizi Gratis lewat penyaluran kredit ke sektor-sektor yang menjadi pendukung utama ekosistem pangan.

#mandiri
#livinbymandiri
#ipol https://t.co/miX3mapyIb",1864954463443915225,2024-12-06 08:46:07+00:00,ipoldotid,in,,0,0,0,0,https://x.com/ipoldotid/status/1864954463443915225,https://pbs.twimg.com/media/GeGl35VakAA97MY.jpg,[],0,
11,"Bank Mandiri dukung ekonomi kerakyatan lewat program Makan Bergizi Gratis, dorong pertumbuhan ekonomi kerakyatan yang berkelanjutan - Lombok Insider",1864965498909397400,2024-12-06 09:29:58+00:00,KasanBaret,in,,0,0,0,0,https://x.com/KasanBaret/status/1864965498909397400,,[],0,
70,"Badan Gizi Nasional (BGN) dan seluruh mitra Kerja termasuk PEKNAS - Penguatan Ekonomi Kerakyatan Nasional (DPP-PEKNAS), Fokus terhadap program MBG (MAKAN BERGIZI GRATIS), agar berjalan Baik dan Lancar.
🌾
🌾
#PEKNAS
#BadanGiziNasional
#EkonomiKerakyatan https://t.co/7S1dfeaKSi",1865003616249209062,2024-12-06 12:01:26+00:00,Urusan_Rasa,in,,0,8,2,14,https://x.com/Urusan_Rasa/status/1865003616249209062,https://pbs.twimg.com/ext_tw_video_thumb/1865003175885049856/pu/img/AHUs31RvCA6zuRJN.jpg,[],0,
2,"Bank Mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan Program Makan Bergizi Gratis lewat penyaluran kredit ke sektor-sektor yang menjadi pendukung utama ekosistem pangan.

Baca selengkapnya : https://t.co/0T2rRZc4bK https://t.co/kPqLw1xaOj",1865036629272072205,2024-12-06 14:12:37+00:00,medan_insight,in,,0,0,0,0,https://x.com/medan_insight/status/1865036629272072205,https://pbs.twimg.com/media/GeHwrsCakAcSPKS.jpg,[],0,
72,"#Bireuen #ProgramMakanBergiziGratis 

Polres Bireuen Gelar Program Makan Bergizi Gratis, Seorang Murid Bawa Pulang Untuk Adiknya

https://t.co/XJwj2QmhdE via @tribunnews",1865044740884041908,2024-12-06 14:44:51+00:00,serambinews,in,,0,0,0,0,https://x.com/serambinews/status/1865044740884041908,,['tribunnews'],1,tribunnews
14,"Menkop Apresiasi Dukungan Muslimat NU Dalam Program Makan Bergizi Gratis #BNetwork 
https://t.co/WqVHI6usWg",1865055602474651702,2024-12-06 15:28:01+00:00,Beritasatu,in,,0,1,0,0,https://x.com/Beritasatu/status/1865055602474651702,,[],0,
18,"Menkop apresiasi dukungan Muslimat NU dalam program Makan Bergizi Gratis
https://t.co/ukxMqPlfsT",1865090075564085704,2024-12-06 17:45:00+00:00,RadioElshinta,in,,0,0,0,0,https://x.com/RadioElshinta/status/1865090075564085704,,[],0,
51,"Dukung Program Makan Bergizi Gratis, Induk KUD Siapkan Pengamanan Pasokan

https://t.co/UAIkVfo2Jp",1865191997612732852,2024-12-07 00:30:00+00:00,SINDOnews,in,,0,0,1,3,https://x.com/SINDOnews/status/1865191997612732852,,[],0,
80,"Bank Mandiri Dukung Program Makan Bergizi Gratis, Dorong Pertumbuhan Ekonomi Kerakyatan yang Berkelanjutan https://t.co/tX3jtTIox7  ...",1865620105444630578,2024-12-08 04:51:09+00:00,portal_papua,in,,0,0,0,0,https://x.com/portal_papua/status/1865620105444630578,,[],0,
65,"Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Abdul Mu'ti menyebut program Makan Bergizi Gratis bisa mengajarkan anak-anak agar tidak hidup boros.

""Makan siang gratis ini sebagai bagian dari penanaman dan pembiasaan pendidikan karakter bagi anak-anak,"" kata Abdul Mu'ti di https://t.co/wY8WBbGITD",1865729790998704501,2024-12-08 12:07:00+00:00,tvOneNews,in,,0,1,0,2,https://x.com/tvOneNews/status/1865729790998704501,https://pbs.twimg.com/media/GeRZM1QawAA-0N-.jpg,[],0,
19,"Pemerintah Kota (Pemkot) Tangerang Selatan sudah mulai melakukan uji coba program Makan Bergizi Gratis (MBG) yang merupakan salah satu program unggulan Presiden Prabowo Subianto.

Sekolah pertama yang dilakukan uji coba makan bergizi gratis yaitu TK Negeri Pembina 1 di Ciputat. https://t.co/mBVszC0k06",1865736001546834186,2024-12-08 12:31:41+00:00,abouttng,in,,0,0,0,0,https://x.com/abouttng/status/1865736001546834186,https://pbs.twimg.com/media/GeRtAVSbgAAWdhB.jpg,[],0,
49,"Kampung Sayur di Yogya Bakal Supply Bahan untuk Program Makan Bergizi Gratis 
#KampungSayur #MakanGratis #MakanBergiziGratis
https://t.co/WUyGTpbl8r",1865964545187237947,2024-12-09 03:39:50+00:00,republikajogja,in,,0,0,0,0,https://x.com/republikajogja/status/1865964545187237947,,[],0,
69,"Program Makan Bergizi Gratis akan mulai dilaksanakan. Pakar ini menyebut pemerintah harus memperhatikan kesesuaian menu dengan keperluan tiap siswa.

Via @detik_edu  https://t.co/HYxys4av4B",1865988495233486973,2024-12-09 05:15:00+00:00,detikcom,in,,1,0,0,5,https://x.com/detikcom/status/1865988495233486973,,['detik_edu'],1,detik_edu
75,"Istana meninjau kesiapan program makan bergizi gratis di Tanah Sareal, Bogor. Program makan bergizi gratis ini akan diberikan ke 3.018 siswa di 15 sekolah. https://t.co/wtNOsVHsNT",1865998058460528744,2024-12-09 05:53:00+00:00,detikcom,in,,0,0,0,1,https://x.com/detikcom/status/1865998058460528744,,[],0,
45,"BPOM RI akan terlibat dalam program makan bergizi gratis yang diprioritaskan Presiden Prabowo, mulai dari rumah produksi hingga distribusi. Begini perannya.
https://t.co/9iQqwBxYss",1866024231005557184,2024-12-09 07:37:00+00:00,detikcom,in,,0,0,1,5,https://x.com/detikcom/status/1866024231005557184,,[],0,
57,"BPOM RI akan terlibat dalam program makan bergizi gratis yang diprioritaskan Presiden Prabowo, mulai dari rumah produksi hingga distribusi. Begini perannya.  https://t.co/qzHF8YeopK",1866031272843182167,2024-12-09 08:04:59+00:00,detikHealth,in,,0,0,0,1,https://x.com/detikHealth/status/1866031272843182167,,[],0,
33,"Presidential Communication Office (PCO) meninjau uji coba program Makan Bergizi Gratis (MBG) di 15 sekolah, di Bogor, Senin (9/12/2024). Uji coba dilaksanakan di Satuan Pelayanan Pemenuhan Gizi (SPPG) Tanah Sareal. #TirtoDaily https://t.co/CySCWuE3Sp",1866051252603453568,2024-12-09 09:24:22+00:00,TirtoID,in,,0,0,1,0,https://x.com/TirtoID/status/1866051252603453568,https://pbs.twimg.com/ext_tw_video_thumb/1866050985212452864/pu/img/Rbw7lwFtWGlRRCpp.jpg,[],0,
39,"Wamendes PDT, Riza Patria, menginstruksikan jajarannya untuk memastikan pasokan bahan baku terpenuhi untuk program makan bergizi gratis di desa. https://t.co/HujK1ibE56",1866072801037410796,2024-12-09 10:50:00+00:00,detikcom,in,,0,0,1,3,https://x.com/detikcom/status/1866072801037410796,,[],0,
54,"Simulasi program makan bergizi gratis tak berjalan mulus. Kualitas menu dipertanyakan banyak pihak.

https://t.co/wTsaaEDv12",1866103187067089053,2024-12-09 12:50:44+00:00,detikcom,in,,1,0,1,14,https://x.com/detikcom/status/1866103187067089053,,[],0,
53,2 Teknologi Program Makan Bergizi Gratis: Monitoring Real-Time dan AI #uzoneID #lifestyle #viral https://t.co/CzzXa2aJjY,1866347345157427663,2024-12-10 05:00:56+00:00,uzoneindonesia,in,,0,0,0,0,https://x.com/uzoneindonesia/status/1866347345157427663,,[],0,
56,"Menkop Apresiasi Dukungan Muslimat NU Dalam Program Makan Bergizi Gratis

https://t.co/jO9sebKNMu",1866356409115595137,2024-12-10 05:36:57+00:00,pantaucom_,in,,0,0,1,0,https://x.com/pantaucom_/status/1866356409115595137,,[],0,
78,Menteri Kelautan dan Perikanan Sakti Wahyu Trenggono mengungkapkan susu ikan menjadi salah satu alternatif dalam program Makan Bergizi Gratis (MBG)https://t.co/FmxNOPMJac,1866363728440238382,2024-12-10 06:06:02+00:00,ANTARABengkulu,in,,0,0,0,0,https://x.com/ANTARABengkulu/status/1866363728440238382,,[],0,
26,"Dana Judol di Bank dan e-Wallet Capai Rp 86 Triliun, Legislator Desak Sita untuk Bantu Program Makan Bergizi Gratis https://t.co/jB5gObSc3B #AboeBakarAlHabsy #AnggotaKomisiIIIFraksiPKS #bank #DanaJudol #ewallet #PPATK",1866390253747200486,2024-12-10 07:51:27+00:00,indoposco,in,,0,0,1,8,https://x.com/indoposco/status/1866390253747200486,,[],0,
81,"Ketua DPD RI Sultan B Najamudin meminta pemerintah untuk memastikan Suplay bahan pangan  terpenuhi secara simultan dan murah sebelum memulai program Makan Bergizi Gratis (MBG).
#dpdri #SBN #pangan #MBG #daridaerahuntukindonesia https://t.co/eSlwZixqp0",1866402390171332817,2024-12-10 08:39:40+00:00,DPDRI,in,,0,1,0,2,https://x.com/DPDRI/status/1866402390171332817,https://pbs.twimg.com/media/GebLFF-aMAAzsDL.jpg,[],0,
47,"Bank Mandiri Genjot KUR untuk Sektor Pangan, Dukung Ekonomi Kerakyatan dan Program Makan Bergizi Gratis

Link Artikel : https://t.co/E1zrADw917",1866430599378112810,2024-12-10 10:31:46+00:00,VIVAcoid,in,,0,0,0,0,https://x.com/VIVAcoid/status/1866430599378112810,,[],0,
58,"RaKor dan BimTek PEKNAS pada tanggal 7-9 Desember 2024 di Jakarta terkait Program MAKAN BERGIZI GRATIS (MBG).
Acara dihadiri oleh para Pengurus DPP,  DPW dan DPC PEKNAS seluruh Indonesia serta Badan Gizi Nasional (BGN), 
Para Vendor dan Investor MBG, 
*
*
#PEKNAS
#BGN https://t.co/2G0vZezQsk",1866454380519522636,2024-12-10 12:06:16+00:00,Urusan_Rasa,in,,0,7,1,7,https://x.com/Urusan_Rasa/status/1866454380519522636,https://pbs.twimg.com/ext_tw_video_thumb/1866454276555558913/pu/img/NbpL4n6qb6VqVPSJ.jpg,[],0,
10,"Program Makan Siang Bergizi Gratis masih menjadi highlight dari pembicaraan warga Indonesia.

Yuk, simak pembahasan selengkapnya di https://t.co/FDxyj08qt7
#HendriSatrio #SATGASKELITIK #Hensa #MakanSiangGratis #PrabowoSubianto #MakanSiang10ribu https://t.co/j2N8AHTzpW",1866462810299113867,2024-12-10 12:39:45+00:00,tvOneNews,in,,0,3,1,7,https://x.com/tvOneNews/status/1866462810299113867,https://pbs.twimg.com/amplify_video_thumb/1866461597289652224/img/jN0pB9IuYBHicbSz.jpg,[],0,
24,"Prabowo Sebut Program Makan Bergizi Gratis Bisa Putar Roda Ekonomi Desa
https://t.co/CX2wYJ6a4l",1866471430457876869,2024-12-10 13:14:01+00:00,officialinews_,in,,0,0,0,0,https://x.com/officialinews_/status/1866471430457876869,,[],0,
1,"1. Edan, program makan bergizi gratis (MBG) ini lama2 tak hanya anggaran per-porsinya makin mengecil, tapi alokasi anggarannya yg Rp71 Triliun pun akan hilang lenyap tdk jelas sebagian besar.

Hati2 lho pak Pres @prabowo. Ini anak buah bapak yg tak pinter Math atau sedang mbujuk https://t.co/pnXSSxuAj6",1866496165489086667,2024-12-10 14:52:18+00:00,ferrykoto,in,,3,3,2,15,https://x.com/ferrykoto/status/1866496165489086667,https://pbs.twimg.com/media/GecgXopb0AAfqnt.jpg,['prabowo'],1,prabowo
25,"Prabowo Janji Program Makan Bergizi Gratis akan Berdayakan Ekonomi Pedesaan 
https://t.co/39ZelXDoJQ",1866502241433047091,2024-12-10 15:16:26+00:00,fajaronline,in,,0,0,0,0,https://x.com/fajaronline/status/1866502241433047091,,[],0,
16,"Menteri Keuangan #SriMulyani mengatakan alokasi #BelanjaNegara pada tahun 2025 sebesar Rp2.701,4 triliun akan dialokasikan untuk mendukung program prioritas pembangunan yaitu swasembada pangan, pendidikan dan kesehatan, hingga program makan siang bergizi gratis. https://t.co/zIRe86oPZf",1866509152883007498,2024-12-10 15:43:54+00:00,Metro_TV,in,,0,5,1,10,https://x.com/Metro_TV/status/1866509152883007498,https://pbs.twimg.com/ext_tw_video_thumb/1866508980576804864/pu/img/DmhVW2tkJGyHyzB7.jpg,[],0,
8,"Presiden Prabowo Sebut Program Makan Bergizi Gratis Perkuat Ekonomi Desa

Presiden Prabowo Subianto menegaskan komitmen pemerintah untuk memperkuat ekonomi pedesaan melalui implementasi program Makan Bergizi Gratis (MBG).

Pernyataan ini disampaikan Prabowo dalam acara penyerahan https://t.co/SXhDC2HfQO",1866644530013016581,2024-12-11 00:41:51+00:00,akuratco,in,,0,0,2,1,https://x.com/akuratco/status/1866644530013016581,https://pbs.twimg.com/media/GeenOt6aEAEXG5c.jpg,[],0,
12,"Banyak yang penasaran, ""Susu ikan bau amis, gak sih?"" 🤔 Dalam program makan gratis bergizi Prabowo Subianto, Susu Ikan jadi sorotan utama!

🎥 Yuk, simak obrolan seru di Big Cheese bersama Bapak Menteri Kelautan dan Perikanan Sakti Wahyu Trenggono.

#detikFinance https://t.co/UgPvRzNNyi",1866649105818132830,2024-12-11 01:00:02+00:00,detikfinance,in,,0,0,3,6,https://x.com/detikfinance/status/1866649105818132830,https://pbs.twimg.com/ext_tw_video_thumb/1866551618440925186/pu/img/KzjCGF1g3ZbcT_K5.jpg,[],0,
73,"Gibran meninjau program makan bergizi gratis di Muhammadiyah Boarding School, Bogor. Seperti apa momennya? https://t.co/hGlVT8oyJH",1866706960722301385,2024-12-11 04:49:55+00:00,detikcom,in,,9,82,6,45,https://x.com/detikcom/status/1866706960722301385,,[],0,
48,"Pemerintah siap melaksanakan Program Makan Bergizi Gratis (MBG) mulai 2 Januari 2025. Dalam proses uji coba selama beberapa bulan terakhir, pemerintah semakin menemukan format ideal dalam proses pelaksanaan program, dari mulai penyediaan bahan baku, operasional unit pelayanan, https://t.co/pMSZsTrAf3",1866710693829050582,2024-12-11 05:04:45+00:00,tvOneNews,in,,1,6,3,23,https://x.com/tvOneNews/status/1866710693829050582,https://pbs.twimg.com/media/Gefjeh8aEAMx72W.jpg,[],0,
9,"Presiden RI ke 8  @prabowo menyatakan bahwa setiap tahun, akan beredar uang dalam jumlah besar di setiap desa melalui program Makan Bergizi Gratis. 

Presiden  juga berjanji untuk mendistribusikan perputaran uang yang selama ini terkonsentrasi di Jakarta ke desa-desa, guna https://t.co/FiM1ZZYiJq",1866710857427857704,2024-12-11 05:05:24+00:00,__LOVE_AG4EVER,in,,0,24,15,76,https://x.com/__LOVE_AG4EVER/status/1866710857427857704,https://pbs.twimg.com/amplify_video_thumb/1866710762418475011/img/YzEyrGzjliQtAI03.jpg,['prabowo'],1,prabowo
83,Alokasi Belanja Pemerintah Pusat Rp2.701 Triliun untuk Program Makan Bergizi Gratis hingga Pendidikan https://t.co/GrMZHq4tMR,1866712262217699469,2024-12-11 05:10:59+00:00,pajakcom,in,,0,0,0,0,https://x.com/pajakcom/status/1866712262217699469,,[],0,
3,Presiden Prabowo Subianto menyampaikan bahwa program unggulan makan bergizi gratis dapat meningkatkan peredaran uang di desa-desa hingga mencapai Rp8 miliar per desa per tahun. Hal ini disampaikan dalam gelaran penyerahan Daftar Isian Pelaksanaan Anggaran (DIPA) dan Transfer ke https://t.co/nE7ncLTV3t,1866720964396114355,2024-12-11 05:45:34+00:00,Metro_TV,in,,0,8,1,3,https://x.com/Metro_TV/status/1866720964396114355,https://pbs.twimg.com/ext_tw_video_thumb/1866707367230050306/pu/img/gwQL8dgdn1bFAbmI.jpg,[],0,
35,"PT Timah terus berkomitmen mendukung kesehatan anak bangsa melalui program Makan Bergizi Gratis. 

Kali ini, program menyentuh 196 siswa SD dan TK di Kabupaten Bangka. Semangat menciptakan Generasi Emas 2045 dimulai dari piring mereka! 🍽️💪✨

https://t.co/nLba6VCJI5

#PTTimah https://t.co/TtwKLRKKF7",1866724021733298467,2024-12-11 05:57:43+00:00,Official_TIMAH,in,,0,0,0,0,https://x.com/Official_TIMAH/status/1866724021733298467,https://pbs.twimg.com/media/GefvlZtaEAg7j6q.jpg,[],0,
