Column1;full_text;id_str;created_at;username;lang;location;quote_count;reply_count;retweet_count;favorite_count;tweet_url;image_url;mentions;mention_count;target
128;182 Siswa dan Guru di SMP N 2 Airmadidi, Minahasa Utara diduga keracunan Makan Siang Gratis, data per tanggal 27 November 2025. Setidaknya 3 Rumah Sakit di Sulawesi Utara dijadikan rujukan untuk merawat puluhan siswa yang keracunan pasca menyatap program Makan Bergizi Gratis. https://t.co/x17BWDI958;1,99623E+18;45994,91471;lbhmanado;in;;0;1;0;0;https://x.com/lbhmanado/status/1996232252758622337;https://pbs.twimg.com/media/G7QKp7zakAEH8ow.jpg;[];0;
129;"Babinsa Sukolilo Dampingi Program Makan Bergizi Gratis di 11 Sekolah

https://t.co/vA6lVvcDiH https://t.co/lrEyaRKo1A";1,9965E+18;45995,65178;Dim0830;in;;0;0;0;1;https://x.com/Dim0830/status/1996499355642261961;https://pbs.twimg.com/media/G7T9kmVaoAARcmk.jpg;[];0;
130;Kodim 0815/Mojokerto bersama BPS Kota Mojokerto menggelar Rapat Koordinasi dan Evaluasi Program Makan Bergizi Gratis (MBG) sebagai wujud sinergi dalam mengawal program strategis nasional. https://t.co/WE8C7RFlse;1,9965E+18;45995,65652;Kodim0815Mjk;in;;0;0;0;0;https://x.com/Kodim0815Mjk/status/1996501074249978152;https://pbs.twimg.com/media/G7T_GgebsAAJ9Ge.jpg;[];0;
131;"*Sinergi TNI–Polri Dukung Program Makan Bergizi Gratis!* 

Bhabinkamtibmas Desa Tegallalang Aiptu I Dewa Made Sandat bersama Babinsa Sertu I Gst Arbajaya melaksanakan atensi pendistribusian Program Makan Bergizi Gratis (MBG) tahap I dari SPPG Tegallalang ke sekolah-sekolah https://t.co/9fChhyDkzO";1,99654E+18;45995,75171;POLSEKTGLL_15;in;;0;0;0;0;https://x.com/POLSEKTGLL_15/status/1996535570907201642;https://pbs.twimg.com/media/G7UehT-bMAEGRvU.jpg;[];0;
132;Polsek Sukadana Pantau Langsung Program Makan Bergizi Gratis di SMPN 1 Sukadana Ciamis https://t.co/LxyrX7oDtO;1,99658E+18;45995,88083;djavatodaycom;in;;0;0;0;0;https://x.com/djavatodaycom/status/1996582361794756685;;[];0;
133;Koramil 0820-16/Paiton dukung program makan bergizi gratis tingkatkan kesehatan pelajar. #KoramilPaiton #Probolinggo #MBG #TNIAD Simak selengkapnya disini 👇👇👇 https://t.co/Ncqq9FszCG https://t.co/Ave6LTx2nx;1,99663E+18;45996,02056;Pendam5;in;;0;0;0;0;https://x.com/Pendam5/status/1996632996376646060;https://pbs.twimg.com/media/G7V3IQFb0AUOQQI.jpg;[];0;
134;BPKP Kalteng melaksanakan evaluasi program Makan Bergizi Gratis (MBG) di Kabupaten Barito Timur guna memastikan kepatuhan pelaksanaan terhadap regulasi dan rencana kerja serta mengidentifikasi permasalahan serta risiko yang menghambat pelaksanaan program MBG. https://t.co/dxH4bobd1B;1,99664E+18;45996,04766;bpkp_kalteng;in;;0;1;0;1;https://x.com/bpkp_kalteng/status/1996642820468392178;https://pbs.twimg.com/media/G7V_bm3bgAAnepK.jpg;[];0;
135;Setiap anak berhak tumbuh sehat dan kuat. Mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi, tersenyum lebih lebar, dan meraih masa depan yang lebih cerah. https://t.co/CJrX729qDL;1,99676E+18;45996,36606;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1996758203993149935;https://pbs.twimg.com/media/G7XpABOaEAAggie.jpg;[];0;
136;Setiap anak berhak tumbuh sehat dan kuat. Mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi, tersenyum lebih lebar, dan meraih masa depan yang lebih cerah. https://t.co/RyTfJOALeR;1,99676E+18;45996,36613;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1996758230526316715;https://pbs.twimg.com/media/G7XpBkya4AAYbF2.jpg;[];0;
137;Setiap anak berhak tumbuh sehat dan kuat. Mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi, tersenyum lebih lebar, dan meraih masa depan yang lebih cerah. https://t.co/R5BFZXUp2S;1,99676E+18;45996,36622;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1996758257235566884;https://pbs.twimg.com/media/G7XpDGUb0AA-LUX.jpg;[];0;
138;"Program Makan Bergizi Gratis (MBG) beralih fungsi menjadi garda terdepan penyaluran makanan darurat untuk korban bencana di Sumatera (Aceh, Sumut, Sumbar). 

Ribuan paket makanan bergizi didistribusikan setiap hari untuk memastikan kebutuhan dasar korban terpenuhi. https://t.co/HIHG3yPBQ3";1,99678E+18;45996,41669;cutewoman__;in;;0;0;1;4;https://x.com/cutewoman__/status/1996776550306664586;https://pbs.twimg.com/amplify_video_thumb/1996732379642343424/img/Ixt6ExWuwsTdC3-Z.jpg;[];0;
139;Gizi Terpenuhi, Ibu Hamil Lebih Tenang. Program Makan Bergizi Gratis hadir memastikan kesehatan ibu dan calon bayi terjaga tanpa beban biaya, bukti nyata kepedulian pemerintah untuk melahirkan generasi kuat. https://t.co/bozUl1SA5h;1,99678E+18;45996,41671;khaliqbyard215;in;;0;0;0;0;https://x.com/khaliqbyard215/status/1996776558627819662;https://pbs.twimg.com/amplify_video_thumb/1996711220985188356/img/g3QktnREc5ikWBjR.jpg;[];0;
140;"Mobil lab keliling dari BPOM ini keren banget, soalnya langsung turun ke daerah yang susah dijangkau buat pastikan program makan bergizi gratis berjalan aman dan tepat. 

Ini contoh nyata kerja senyap tapi ngena buat banyak orang. https://t.co/Ll3wdYxdIE";1,99678E+18;45996,41787;law_ismylife;in;;0;0;0;0;https://x.com/law_ismylife/status/1996776976171126950;https://pbs.twimg.com/media/G7X6E-bawAAY9PW.jpg;[];0;
141;"Kepala Badan Gizi Nasional (BGN) mengungkap peran vital program Makan Bergizi Gratis (MBG) dalam perekonomian Indonesia. 

#bgn #makanbergizigratis #mbg #ekonomi #lapangankerja https://t.co/sjXF1lveVW";1,99678E+18;45996,4375;tvOneNews;in;;0;20;1;1;https://x.com/tvOneNews/status/1996784090226495965;https://pbs.twimg.com/amplify_video_thumb/1996651788301488128/img/Nd-vIiku7e2PNk5L.jpg;[];0;
142;Polres Klungkung melaksanakan Pre Launching Program Makan Bergizi Gratis (MBG) SPPG Polres Klungkung yang dipusatkan di TK Kemala Bhayangkari Polres Klungkung, (5/12). https://t.co/YvXVF1TYOy;1,99678E+18;45996,43969;PKlungkung;in;;0;0;0;8;https://x.com/PKlungkung/status/1996784885655322684;https://pbs.twimg.com/media/G7YBPcBb0AMqgwQ.jpg;[];0;
143;"Program makan bergizi gratis ini benar-benar jadi penyelamat untuk banyak ibu hamil

Mereka nggak lagi harus mikir dua kali soal biaya buat memenuhi kebutuhan gizi hariannya, karena semua sudah disiapkan dengan terukur dan seimbang https://t.co/V4BXR1naVI";1,99679E+18;45996,44792;al_lasan7;in;;0;0;14;15;https://x.com/al_lasan7/status/1996787865129197979;https://pbs.twimg.com/amplify_video_thumb/1996695830733246466/img/LVbF4cCk9umJvDcT.jpg;[];0;
144;Balai Besar Obat dan Makanan (BPOM) menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG) https://t.co/RXfUWNr0XI;1,99679E+18;45996,44803;jjaprin24;in;;0;0;0;0;https://x.com/jjaprin24/status/1996787909085802948;https://pbs.twimg.com/media/G7YEBV5a8AA9O1p.jpg;[];0;
145;BPOM menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis (MBG). mobil ini menjangkau daerah - daerah yang jauh dari jangkauan Balai POM guna mendukung program prioritas dari pemerintah. https://t.co/89Nb66vRvP;1,99679E+18;45996,45351;diyarablues;in;;0;0;0;0;https://x.com/diyarablues/status/1996789891288780940;https://pbs.twimg.com/media/G7YF0tJasAAaHrE.jpg;[];0;
146;Inovasi mobil laboratorium keliling BPOM siap menjangkau pelosok negeri demi memastikan keamanan pangan program Makan Bergizi Gratis agar anak Indonesia tumbuh sehat dan cerdas tanpa rasa khawatir. https://t.co/y7C3zH6Vst;1,99679E+18;45996,46733;PrayogaAditam;in;;0;0;0;0;https://x.com/PrayogaAditam/status/1996794901082832972;https://pbs.twimg.com/media/G7YKXy5bYAAViL0.jpg;[];0;
147;Penerapan sistem grading dapur oleh Badan Gizi Nasional bersama lembaga survei independen menjamin standar keamanan pangan yang tinggi demi kesuksesan program Makan Bergizi Gratis tahun depan. https://t.co/0bQ4XMHSZV;1,99679E+18;45996,46744;PrayogaAditam;in;;0;0;0;0;https://x.com/PrayogaAditam/status/1996794942187016371;https://pbs.twimg.com/media/G7YKaA3b0AMJIM8.jpg;[];0;
148;"BPOM terus hadir mendukung Program Makan Bergizi Gratis (MBG)! 👏
Dengan mobil laboratorium keliling, jangkauan pengawasan pangan kini makin luas hingga pelosok negeri.
Demi asupan yang aman dan bergizi untuk seluruh anak Indonesia 🇮🇩✨ https://t.co/DpURMyxh5H";1,9968E+18;45996,47144;berthasintia;in;;0;0;0;0;https://x.com/berthasintia/status/1996796389129593279;https://pbs.twimg.com/media/G7YLuDjb0AUNwQS.jpg;[];0;
149;"Babinsa Koramil 0901-03/Samarinda Seberang Kawal Penuh Program Makan Bergizi Gratis untuk Generasi Sehat
 
Sertu M Syamsudin Babinsa Kelurahan Rapak Dalam Koramil 0901-03/Samarinda Seberang aktif mendampingi pelaksanaan program Makan Bergizi Gratis (MBG) di Wilayah Binaannya. https://t.co/uInIdwQLBS";1,9968E+18;45996,47228;Kodim0901Smd;in;;0;0;0;1;https://x.com/Kodim0901Smd/status/1996796694609252677;https://pbs.twimg.com/media/G7YL-4ZaYAA4TNU.jpg;[];0;
150;BPOM menghadirkan mobil laboratorium keliling untuk mendukung program Makan Bergizi Gratis (MBG). Langkah ini memastikan keamanan pangan tetap terpantau hingga daerah yang sulit dijangkau. Inovasi nyata demi kesehatan masyarakat https://t.co/5KuetTzYHR;1,9968E+18;45996,48524;barisansopan;in;;0;0;1;1;https://x.com/barisansopan/status/1996801394326778081;https://pbs.twimg.com/media/G7YQSSvb0AQZK1N.jpg;[];0;
151;Babinsa Blimbing Pendampingan Program Makan Bergizi Gratis di SDN Polowijen 2 https://t.co/QzNzsA9MHD #BabinsaBlimbing #MakanBergiziGratis #SDNPolowijen;1,99683E+18;45996,55303;Serucoid1;in;;0;0;0;0;https://x.com/Serucoid1/status/1996825959065092541;;[];0;
152;Sidokkes Polres Bangli memastikan makanan Program Makan Bergizi Gratis aman dan layak dikonsumsi. Melalui pemeriksaan Food Safety di SPPG Polres Bangli, seluruh sampel makanan dinyatakan bebas bahan kimia berbahaya dan disajikan dalam kondisi higienis sesuai standar. https://t.co/6g8lLJn1Fs;1,99683E+18;45996,56201;KintamaniPolsek;in;;0;0;0;0;https://x.com/KintamaniPolsek/status/1996829214470033448;https://pbs.twimg.com/ext_tw_video_thumb/1996829193729200135/pu/img/WGrO_aLAYa5dLgyI.jpg;[];0;
153;"Polresta Palangka Raya Hadiri Rakor Optimalisasi Program Makan Bergizi Gratis

Polresta Palangka Raya menghadiri Rapat Koordinasi (Rakor) Optimalisasi Pelaksanaan Program Makan Bergizi Gratis yang digelar di Ruang Rapat Peteng Karuhei II Kantor Wali Kota Palangka Raya. https://t.co/YXPR3SR9DT";1,99683E+18;45996,56627;PolresPalangka;in;;0;0;0;1;https://x.com/PolresPalangka/status/1996830757311205538;https://pbs.twimg.com/media/G7Yq_bUbIAAhnY_.jpg;[];0;
154;"Polres Klungkung Gelar Pre-Launching Program Makan Bergizi Gratis di TK Kemala Bhayangkari Klungkung.
#polriuntukmasyarakat #Klungkung #PolresKlungkung #JagaKamtibmas #CegahGangguanKeamanan #layanancepat110untukmasyarakat #PoldaBali #PolriPresisi #humaspolresklungkung https://t.co/RTiT9Dr5Xl";1,99685E+18;45996,6166;PKlungkung;in;;0;0;1;8;https://x.com/PKlungkung/status/1996848993272475689;https://pbs.twimg.com/amplify_video_thumb/1996846505450409984/img/up6It8Gzn3FhXsVF.jpg;[];0;
155;BPOM Turun Langsung Kawal Program Makan Bergizi Gratis di Solo https://t.co/jzVniCBvoP;1,99695E+18;45996,90438;IDNTimesJateng;in;;0;0;0;0;https://x.com/IDNTimesJateng/status/1996953280237437052;;[];0;
156;"Presiden Prabowo memberi penegasan penting bagi pihak-pihak yang meremehkan keberhasilan program Makan Bergizi Gratis. Kritik boleh ada, namun fakta di lapangan tidak bisa diputarbalikkan: distribusi masif sudah berjalan dan mencapai 49 juta penerima manfaat setiap hari.

Beliau https://t.co/aMbbfA1PS3";1,99714E+18;45997,42014;oxrth_;in;;0;0;0;0;https://x.com/oxrth_/status/1997140187563151509;https://pbs.twimg.com/media/G7cWEU1aQAAy5uM.jpg;[];0;
157;Pemerintah terus memastikan program Makan Bergizi Gratis berjalan lebih rapi dan tepat sasaran. Temuan dari lapangan langsung diteruskan untuk dibenahi. Fokusnya sederhana: perlindungan anak harus terasa nyata dan merata https://t.co/cKZzbyDhco;1,99714E+18;45997,42405;bungkusekoran;in;;0;0;0;0;https://x.com/bungkusekoran/status/1997141606932340847;https://pbs.twimg.com/media/G7dFrqvbAAA0sg2.jpg;[];0;
158;Presiden Prabowo ungkap 49 juta penerima manfaat program Makan Bergizi Gratis, setara 7 kali penduduk Singapura, hingga menjangkau daerah terpencil. https://t.co/crcUOpsl9b;1,99715E+18;45997,44583;detikcom;in;;1;1;0;2;https://x.com/detikcom/status/1997149498024304680;;[];0;
159;"Gibran Minta MBG Terus Dibenahi, Temuan KPAI Akan Dibawa ke BGN

Pemerintah memastikan komitmen untuk terus memperbaiki sistem dan pelaksanaan program Makan Bergizi Gratis (MBG) sebagai bagian dari upaya memperkuat perlindungan anak dan memastikan efektivitas kebijakan prioritas https://t.co/1EVWBNUHXU";1,99715E+18;45997,44792;akuratco;in;;0;0;0;0;https://x.com/akuratco/status/1997150253426893114;https://pbs.twimg.com/media/G7cZ7LzawAAUX8W.jpg;[];0;
160;Program Makan Bergizi Gratis (MBG) menjadi langkah nyata negara dalam menyiapkan generasi sehat dan berdaya saing melalui pemenuhan gizi sejak dini. https://t.co/g17wC8XrRi;1,99715E+18;45997,45465;Viviviviichan;in;;0;0;0;0;https://x.com/Viviviviichan/status/1997152695514501157;https://pbs.twimg.com/media/G7dPybKb0AE_s-s.jpg;[];0;
161;Polri Terbitkan Buku Rasa Bhayangkara Nusantara sebagai Rujukan Diversifikasi Pangan untuk Program Makan Bergizi Gratis https://t.co/srGnNgF6SR;1,99717E+18;45997,49257;car_imar;in;;0;0;0;0;https://x.com/car_imar/status/1997166434267680794;;[];0;
162;Ketum Golkar Bahlil dorong program Makan Bergizi Gratis untuk pelosok Indonesia. Dirinya menilai program ini penting karena pernah busung lapar. https://t.co/3tLPEQ10cH;1,99717E+18;45997,51389;detikcom;in;;0;1;1;1;https://x.com/detikcom/status/1997174160494387533;;[];0;
163;"KPAI pantau Program Makan Bergizi Gratis di Depok — memastikan setiap murid bukan cuma kenyang, tapi mendapat gizi seimbang &amp; aman 👶✨ 

https://t.co/Wroe9LCItY

#HakAnak #MBG #KPAI";1,9972E+18;45997,58234;KPAI_official;in;;0;0;0;0;https://x.com/KPAI_official/status/1997198966862299619;;[];0;
164;"Program Makan Bergizi Gratis (MBG) bagi Ibu Hamil, Ibu Menyusui, dan Balita Non-PAUD (B3) di Desa Parakan, Kecamatan Leuwimunding, Kabupaten Majalengka, mendapat perhatian masyarakat usai penerima manfaatnya mengalami dugaan keracunan pada Kamis (4/12/2025). 

Insiden ini diduga https://t.co/LBONhnBrtT";1,99726E+18;45997,75696;ferizandra;in;;3;7;12;20;https://x.com/ferizandra/status/1997262247748632954;https://pbs.twimg.com/media/G7ezbdkbcAA0uo1.jpg;[];0;
165;"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana menargetkan tidak ada orang lagi yang keracunan dalam program Makan Bergizi Gratis (MBG).

#mbg #bgn

https://t.co/53XxOp30zH";1,99732E+18;45997,90493;liputan6dotcom;in;;0;0;0;1;https://x.com/liputan6dotcom/status/1997315869823975797;;[];0;
166;Presiden Prabowo Subianto mengumumkan capaian signifikan Program Makan Bergizi Gratis (MBG), yang kini telah menjangkau sekitar 49 juta penerima manfaat setiap harinya. https://t.co/R5hWNrzCV8;1,99745E+18;45998,27405;MediaPrabowoID;in;;0;0;2;2;https://x.com/MediaPrabowoID/status/1997449634848096668;https://pbs.twimg.com/media/G7hd1U3bYAAQZr4.jpg;[];0;
167;Sinergi berbagai pihak membuat Program Makan Bergizi Gratis mampu mendistribusikan makanan bergizi secara merata, memperkuat kualitas hidup anak #MBG #EkonomiLokal #GiziAnak https://t.co/TqUdMAn4ce;1,99746E+18;45998,30137;bhinneka_news;in;;0;0;0;0;https://x.com/bhinneka_news/status/1997459533711708509;https://pbs.twimg.com/media/G7hm3F3aUAA7kMI.jpg;[];0;
168;Program Makan Bergizi Gratis (MBG) akan didistribusikan langsung kepada anak jalanan hingga lansia yang membutuhkan. Upaya ini layak didukung agar dapat segera terealisasi dan makin banyak yang merasakan manfaatnya https://t.co/3obgfySuU9;1,9975E+18;45998,41668;bungkusekoran;in;;0;0;0;0;https://x.com/bungkusekoran/status/1997501320329150520;https://pbs.twimg.com/media/G7hiSEyb0AEqFjb.jpg;[];0;
169;"Maklumin aja ges, program MBG ini punya kan bisa tiga:
1. Program Mbah Bowo - Gibran
2. Program Militer Banyak Gawean / Guna
3. Program Makan Bergizi Gratis";1,99751E+18;45998,43396;Rebornian48;in;;0;0;1;0;https://x.com/Rebornian48/status/1997507582412640362;;[];0;
170;"Gunungkidul Perbarui Data Penerima Program Makan Bergizi Gratis, Dorong Bantuan Tepat Sasaran
https://t.co/xYcTbOWDYi";1,99754E+18;45998,52793;TuguJogja_id;in;;0;1;0;0;https://x.com/TuguJogja_id/status/1997541637984244032;;[];0;
171;Program Makan Bergizi Gratis (MBG) memperkuat masa depan anak bangsa dengan memastikan akses gizi sehat yang merata, sekaligus mendorong peningkatan kualitas pendidikan sejak dini https://t.co/hniK8tFwoA;1,99754E+18;45998,53378;Viviviviichan;in;;0;0;0;0;https://x.com/Viviviviichan/status/1997543760914436438;https://pbs.twimg.com/media/G7izdbMbcAARJLR.jpg;[];0;
172;Presiden Prabowo Subianto mengklaim Program Makan Bergizi Gratis (MBG) sebagai salah satu program terbaik di dunia, setelah dalam 12 bulan berhasil menjangkau 49 juta penerima manfaat. Menurut Prabowo, capaian ini merupakan prestasi logistik besar, karena melebihi Brasil yang https://t.co/SUfxeDe2ct;1,99755E+18;45998,55735;RadioElshinta;in;;1;1;2;5;https://x.com/RadioElshinta/status/1997552299175301136;https://pbs.twimg.com/media/G7i7OA7aIAA6Z3O.jpg;[];0;
173;Program Makan Bergizi Gratis bukan sekadar berbagi makanan tetapi menjadi lokomotif ekonomi baru yang membuka lapangan kerja luas bagi sektor pangan dan menyejahterakan pelaku usaha kecil di seluruh daerah. https://t.co/krwIdPD5ky;1,99786E+18;45999,41676;PrayogaAditam;in;;0;0;0;0;https://x.com/PrayogaAditam/status/1997863737768714246;https://pbs.twimg.com/media/G7nWe2RWoAAJFP5.jpg;[];0;
174;Program Makan Bergizi Gratis menjadi fondasi kokoh menuju Indonesia Maju dengan mencetak generasi yang sehat cerdas dan produktif melalui asupan gizi seimbang yang diberikan sejak usia dini di sekolah. https://t.co/TvNjy73tzj;1,99787E+18;45999,42711;PrayogaAditam;in;;0;0;0;0;https://x.com/PrayogaAditam/status/1997867488780988490;https://pbs.twimg.com/media/G7nZ5KuWkAABBWY.jpg;[];0;
175;Program Makan Bergizi Gratis (MBG) menjadi pondasi penting untuk mencetak generasi sehat, cerdas, dan produktif dengan pemenuhan gizi yang berkelanjutan. Sumber: https://t.co/rDns6nkdTM;1,99787E+18;45999,42977;Viviviviichan;in;;0;0;0;0;https://x.com/Viviviviichan/status/1997868451185238039;;[];0;
176;Program Makan Bergizi Gratis (MBG) yang dijalankan Badan Gizi Nasional (BGN) terbukti menciptakan lapangan kerja dan memperkuat ekosistem usaha kuliner, mengubah Satuan Pelayanan Pemenuhan Gizi (SPPG) menjadi lokomotif baru penciptaan lapangan kerja https://t.co/3lGrqlJYrW;1,99787E+18;45999,43279;jjaprin24;in;;0;0;0;0;https://x.com/jjaprin24/status/1997869546280239381;https://pbs.twimg.com/media/G7nbwpTa8AANtiZ.jpg;[];0;
177;BGN menegaskan bahwa insentif senilai Rp6 juta per hari untuk dapur program Makan Bergizi Gratis (MBG) akan dipotong apabila fasilitas Satuan Pelayanan Pemenuhan Gizi (SPPG) tidak memenuhi standar yang telah ditetapkan https://t.co/BBRF9Jkvpc;1,99787E+18;45999,43483;nafian1010;in;;0;0;0;0;https://x.com/nafian1010/status/1997870286545502628;https://pbs.twimg.com/media/G7ncbp9aYAAetPd.jpg;[];0;
178;program makan bergizi gratis MBG bukan sekadar bantuan makanan melainkan investasi strategis dalam m menciptakan generasi yang sehat, cerdas dan produktif  yang akan jadi fondasi Indonesia maju https://t.co/HtFgCPKMbY;1,99787E+18;45999,43697;nafian1010;in;;0;0;0;0;https://x.com/nafian1010/status/1997871061090877481;https://pbs.twimg.com/media/G7ndIwxaoAAetzR.jpg;[];0;
179;"Mensos Gus Ipul menyebut penyandang disabilitas akan menjadi sasaran program makan bergizi gratis yang mulai berjalan 2026 dan menargetkan 36 ribu penerima.
 https://t.co/2ErOFocKu1";1,99794E+18;45999,62419;detikcom;in;;1;0;0;2;https://x.com/detikcom/status/1997938907405848974;;[];0;
180;Wakil Bupati Asluchul Alif Dorong Perlindungan Ketenagakerjaan bagi Relawan dan Tenaga Pendukung Program Makan Bergizi Gratis https://t.co/fmq2SGyDV7;1,99796E+18;45999,67537;IniGresik;in;;0;0;0;0;https://x.com/IniGresik/status/1997957458355179625;;[];0;
181;Personil Polsek Pangkalan Kuras melaksanakan pengawasan Program Makan Bergizi Gratis (MBG) di MTS Al-Qasimiyah dan SMPN 1 Pangkalan Kuras, dengan total sasaran 471 dan 1.048 porsi bagi siswa-siswi. https://t.co/SWfZcf5Erp;1,99797E+18;45999,7009;polsek_pklkuras;in;;0;0;0;0;https://x.com/polsek_pklkuras/status/1997966709123367089;https://pbs.twimg.com/media/G7o0H0ra4AAe-ER.jpg;[];0;
182;"BADAN GIZI NASIONAL Sehubungan dengan pelaksanaan Program Makan Bergizi Gratis (MBG) oleh Badan Gizi Nasional) Penempatan SPPG: PURWOKERTO LOR (BANYUMAS) membutuhkan karyawan untuk posisi

AKUNTAN
KOKI / CHEF
AHLI GIZI
DRIVER
KRU DAPUR
 https://t.co/oWhFLV7VDu";1,99797E+18;45999,70816;lokerpwt;in;;0;0;1;0;https://x.com/lokerpwt/status/1997969340570927456;;[];0;
183;"Tabik puun... 
Hallo sobat Mataneka 👋🏻

*MTsN 1 Way Kanan Mulai Salurkan Program Makan Bergizi Gratis (MBG) kepada Siswa*

Link Berita : https://t.co/BbelOQJYIN

#kemenagri
#kanwil_kemenag_lampung
#kemenagwaykanan
#osimmtsn1waykanan
#kabinet_raksabhinaya_adhiwira https://t.co/I8dAF3AqYj";1,99798E+18;45999,74414;mtsn1waykanan;in;;0;0;0;1;https://x.com/mtsn1waykanan/status/1997982378090991680;https://pbs.twimg.com/media/G7pCYYMaMAAkGIp.jpg;[];0;
184;ak ada lagi anak sekolah yang lapar. Program makan bergizi gratis hadirkan senyum dan semangat belajar. #GiziUntukGenerasi #MakanBergiziGratis https://t.co/dwkTw8aRFJ;1,99801E+18;45999,82755;AlamINDKu;in;;0;0;0;1;https://x.com/AlamINDKu/status/1998012601574523171;https://pbs.twimg.com/media/G7pd30zaoAER137.jpg;[];0;
185;Gizi cukup, prestasi meningkat. Mari dukung program makan bergizi gratis demi masa depan anak-anak kita! #BangunGenerasiEmas #DukungProgramGizi https://t.co/hDKhzWJTls;1,99801E+18;45999,82765;AlamINDKu;in;;0;0;0;1;https://x.com/AlamINDKu/status/1998012640959025197;https://pbs.twimg.com/media/G7pd6FkacAA8jpA.jpg;[];0;
186;"Dadan Hindayana di Balik Program Makan Bergizi Gratis: Dari Kampus ke Garda Depan Kebijakan Nasional

https://t.co/Z1R12NKqIO";1,99803E+18;45999,88208;RadioElshinta;in;;0;0;0;0;https://x.com/RadioElshinta/status/1998032368335204840;;[];0;
187;Setiap anak berhak tumbuh kuat dan sehat. Program makan bergizi gratis hadir untuk memastikan tidak ada yang belajar dalam keadaan lapar. Mari bersama mendukung langkah kecil yang membawa masa depan lebih cerah bagi seluruh anak Indonesia https://t.co/FeghIAFd3z;1,9982E+18;46000,34832;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1998201323834286566;https://pbs.twimg.com/media/G7sJgTQaEAEEAM6.jpg;[];0;
188;Setiap anak berhak tumbuh kuat dan sehat. Program makan bergizi gratis hadir untuk memastikan tidak ada yang belajar dalam keadaan lapar. Mari bersama mendukung langkah kecil yang membawa masa depan lebih cerah bagi seluruh anak Indonesia https://t.co/mNFtL0J5aX;1,9982E+18;46000,3484;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1998201353479618789;https://pbs.twimg.com/media/G7sJiX0aUAAuLxu.jpg;[];0;
189;Setiap anak berhak tumbuh kuat dan sehat. Program makan bergizi gratis hadir untuk memastikan tidak ada yang belajar dalam keadaan lapar. Mari bersama mendukung langkah kecil yang membawa masa depan lebih cerah bagi seluruh anak Indonesia https://t.co/j8P9wJ0oCZ;1,9982E+18;46000,34847;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1998201381929579003;https://pbs.twimg.com/media/G7sJj_ebYAAurCz.jpg;[];0;
190;Setiap anak berhak tumbuh kuat dan sehat. Program makan bergizi gratis hadir untuk memastikan tidak ada yang belajar dalam keadaan lapar. Mari bersama mendukung langkah kecil yang membawa masa depan lebih cerah bagi seluruh anak Indonesia https://t.co/rf7Tr7KeFg;1,9982E+18;46000,34855;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1998201407896526917;https://pbs.twimg.com/media/G7sJli3aAAACkew.jpg;[];0;
191;Tujuan lain dari Program MBG (Makan Bergizi Gratis)  asslah membangun ekosistem ekonomis yang menumbuhkan pemberdayaan ekonomi lokal, Beberapa Dapur MBG /SPPG juara  menciptakan dan menguatkan ekosistem pemberdayaan masyarakatdiberi penghargaan INSPIRADAYA dari Kemenko PM;1,99821E+18;46000,36984;cakimiNOW;in;;6;56;38;79;https://x.com/cakimiNOW/status/1998209123067060608;;[];0;
192;"Program Makan Bergizi Gratis sejalan dengan visi Indonesia Emas 2045. Satu langkah gizi sehat, seribu manfaat untuk negeri.
#GenerasiSehat
#MBGuntukMasaDepan
#IndonesiaEmas2045 https://t.co/73vjgn4OMk";1,99822E+18;46000,38888;Nur_Syahira98;in;;0;1;0;0;https://x.com/Nur_Syahira98/status/1998216020776116691;https://pbs.twimg.com/media/G7sW4XgbgAAYk1F.jpg;[];0;
193;"Antusiasme luar biasa dari siswa-siswi di pelosok Garut saat menyambut program Makan Bergizi Gratis (MBG)! 🤩

Senyum ceria mereka adalah bukti nyata bahwa akses gizi yang baik bisa membawa harapan dan semangat belajar.

🚀 Gizi baik, semangat belajar makin tinggi https://t.co/9gbmDX8x9V";1,99823E+18;46000,41667;cutewoman__;in;;0;0;2;5;https://x.com/cutewoman__/status/1998226093518815325;https://pbs.twimg.com/amplify_video_thumb/1998205955780304896/img/dkYXH_1kn3sOS7xf.jpg;[];0;
