Column1;full_text;id_str;created_at;username;lang;location;quote_count;reply_count;retweet_count;favorite_count;tweet_url;image_url;mentions;mention_count;target
1;"Jelang Lebaran, Perusahaan Mulai Booking Bus untuk Program Mudik Gratis

 #Sindonews #BukanBeritaBiasa .https://t.co/TuqlqY3ysc";1,62811E+18;44979,09112;InfoMakan2;in;;0;0;0;0;https://x.com/InfoMakan2/status/1628110109984292871;;[];0;
2;@anggapph2 anggaran segitu aja masih banyak sekolah yang kurang dan minta tambahan dari orang tua. untuk program makan siang gratis harus di mark up lebih banyak lagi. Tapi gw dulu SD pernah ada program snack bergizi gratis, itu program gabungan dengan PKK setempat;1,64604E+18;45028,56729;dranux;in;;0;1;0;0;https://x.com/dranux/status/1646039672618094592;;['anggapph2'];1;anggapph2
3;@sfMarinaH keren sih ada program Makan Siang Gratis kayak gini, biar pertumbuhan dan perkembangan anak2 indo secara fisik jadi lebih baik, kemampuan secara iq akan mengikuti krn asupan nutrisi bergizi yg cukup #GiziUntukBangsa;1,69177E+18;45154,76289;nurmaphie;in;;0;0;0;0;https://x.com/nurmaphie/status/1691771428167970932;;['sfMarinaH'];1;sfMarinaH
4;"Prabowo menunjukkan komitmen nyata pada masa depan dengan memberikan Makan Siang Gratis yang bergizi untuk anak-anak sekolah. #GiziUntukBangsa 

https://t.co/mzLBqVCQfL https://t.co/t6IZggkXHz";1,6918E+18;45154,84023;rismamelatiku;in;;0;0;0;0;https://x.com/rismamelatiku/status/1691799453655838983;https://pbs.twimg.com/media/F3p6ojtbgAAaCE1.jpg;[];0;
5;"Program Prabowo: makan gratis kpd pelajar, ibu hamil. 

Jumlah pelajar: 44 juta.

Mari kita hitung biaya makan gratis bagi pelajar saja.

 Untuk 1x makan: 44 juta pelajar x Rp50 ribu per porsi. (Harga segitu dianggap sdh bergizi lengkap).

Maka dlm sekali makan, anggaran negara https://t.co/eXaMcQBFLb";1,69964E+18;45176,46668;narkosun;in;;99;799;341;1355;https://x.com/narkosun/status/1699636615449289012;https://pbs.twimg.com/media/F5ZSTToaoAAcatn.jpg;[];0;
6;"Makanan gratis dan bergizi untuk ibu-ibu yang sedang hamil setiap tahun, karena ini untuk memperkuat bayi2 dalam rahimnya. Semuanya 77 juta jiwa,"" katanya.

Pak Kencing Aja Bayar gimana ceritanya nih? 😂
 https://t.co/Ii5NHuX7ln";1,69964E+18;45176,4833;wandystjk2;in;;1;37;8;50;https://x.com/wandystjk2/status/1699642637224214741;;[];0;
7;"Tapi memang agak aneh sih wacana ""makan gratis"" ini.

Klo tujuannya mau mencegah stunting dengan membekali ibu hamil dan anak dengan makanan bergizi, baiknya dikemas ulang deh narasinya.

Jangan cuma sekedar nyebut ""Program Makan Gratis"".";1,7002E+18;45178,02646;SulaimanMarbun;in;;0;0;0;0;https://x.com/SulaimanMarbun/status/1700201862635598142;;[];0;
8;@Gus_Raharjo Bukan hanya anak sekolah yg dijanjikan tapi juga bayi balita.. Jadi total aja sdiri brp banyak org yg dikasih mkn gratis tiap hari. Harusnya mikirin program yg bisa bikin masy berpenghasilan besar biar seluruh anggota keluarga bs makan enak bergizi... https://t.co/AfJHw0dbXX;1,70036E+18;45178,47235;AmaSarenn;in;;0;0;0;4;https://x.com/AmaSarenn/status/1700363444745326628;https://pbs.twimg.com/media/F5jninYaEAAw4lO.jpg;['Gus_Raharjo'];1;Gus_Raharjo
9;"Saat ide pembagian susu dan makan siang bergizi gratis bagi siswa di tertawakan buzzer sebelah (ntah karena tugas atau betulan), kami para orang tua di negeri ini justru merasa itu program luar biasa yg sangat membantu. 

Mencetak generasi unggul salah satunya melalui asupan https://t.co/dyfOMD1fLb";1,70112E+18;45180,54794;BANGSAygSUJUD;in;;13;80;15;59;https://x.com/BANGSAygSUJUD/status/1701115614759432667;https://pbs.twimg.com/ext_tw_video_thumb/1701115512712048640/pu/img/rAiiva6--ZCsIeFF.jpg;[];0;
10;"Program makan siang gratis buat anak itu bisa jd sarana utk stabilitas ekonomi. Rumus GDP = C +G + I + (X-M).
Kalo pengeluaran pemerintah besar dan rutin, GDP jg akan stabil.
Tugas kita tinggal ngawasin kualitas makanan yg diberikan, harus bersih, sehat, bergizi, &amp; bebas korupsi";1,72215E+18;45238,58421;RealKebenaran;in;;0;0;0;0;https://x.com/RealKebenaran/status/1722147256198181201;;[];0;
11;"Pak @prabowo sudah memikirkan kondisi sprt ini tuk janji kampanye ngasih makan gratis anak sekolah seluruh Indonesia?

Lagian makanan bergizi program stunting itu untuk ibu hamil bukan untuk anak-anak!";1,72503E+18;45246,54684;BosPurwa;in;;0;2;7;20;https://x.com/BosPurwa/status/1725032815753068882;;['prabowo'];1;prabowo
12;"Program makan siang dan susu gratis untuk murid Indonesia

Keren banget ini pak @Prabowo @gibran_tweet 

Makanan dan minuman bergizi utk penerus bangsa adalah investasi terbesar

Justru program ini dapat dirasakan langsung oleh rakyat

Tagar #PrabowoArogan adalah bentuk kepanikan https://t.co/psNM4W0HIh";1,72615E+18;45249,64028;Aryolejandro;in;;5;41;15;112;https://x.com/Aryolejandro/status/1726153839001387470;https://pbs.twimg.com/ext_tw_video_thumb/1726152916464214016/pu/img/y6v6Bj66HzdNOXBz.jpg;['Prabowo', 'gibran_tweet'];2;Prabowo
13;@Gerindra @prabowo Pak Prabowo sangat support banget untuk anak bangsa indonesia, oleh karna itu adanya program makan siang bergizi gratis ini menjadikan Indonesia unggul dan kuat anak-anak bangsa. #MenangBersamaRakyat;1,72716E+18;45252,42948;harooaira;in;;0;0;0;1;https://x.com/harooaira/status/1727164612918055204;;['Gerindra', 'prabowo'];2;Gerindra
14;@dekade_08 Pak Prabowo sangat support banget untuk anak bangsa indonesia, oleh karna itu adanya program makan siang bergizi gratis ini menjadikan Indonesia unggul dan kuat anak-anak bangsa. #MenangBersamaRakyat;1,72719E+18;45252,49574;Afakhry97;in;;0;0;0;0;https://x.com/Afakhry97/status/1727188625258090750;;['dekade_08'];1;dekade_08
15;Waduh kok ini sudah jalan ya program makan siang gratis dgn lauk pauk yg sangat bergizi di Tangerang.. Ini pasti terinspirasi dari @prabowo yg punya program makan siang gratis nih... https://t.co/nThaOYzFIO;1,72799E+18;45254,70359;bumnbersatu;in;;3;25;5;22;https://x.com/bumnbersatu/status/1727988721168023809;https://pbs.twimg.com/ext_tw_video_thumb/1727988676763021312/pu/img/o4A70hzmUn3SPnlV.jpg;['prabowo'];1;prabowo
16;@Paltiwest Padahal yg diuntungkan nanti dr makan siang dan susu gratis adlh pihak ketiga perusahaan pengadaan. Ya ga sih? Syukur2 dapat makanan bergizi kawatirnya kayak program stunting di d*pok anak2 dibagi2kan kuah sop. Parahnya, kuahnya doang ga ada dagingnya. 😁😄😆;1,72823E+18;45255,35616;rinigrace;in;;2;4;2;5;https://x.com/rinigrace/status/1728225203669577755;;['Paltiwest'];1;Paltiwest
17;"@zahraamalias Makan siang gratis sbv program pemerintah yg menawarkan nutrisi memainkan peran penting dlm membantu anak"" yg mungkin mengalami kekurangan gizi. Namun,utk  benar"" menekan stunting, program ini perlu dikombinasikan dg upaya yg lebih luas dlm menyediakan akses ke makanan bergizi";1,72876E+18;45256,84387;Adrian_susiloo;in;;0;0;0;0;https://x.com/Adrian_susiloo/status/1728764334460068046;;['zahraamalias'];1;zahraamalias
18;@1973Suharjito @adri_7i program makan gratis kan kusus tuk anak sd, bukan buat yg udah tua kek lu..anak2 itu perlu makan bergizi dimasa pertumbuhan..;1,72936E+18;45258,49763;DewiPutriku06;in;;0;0;0;0;https://x.com/DewiPutriku06/status/1729363635972321340;;['1973Suharjito', 'adri_7i'];2;1973Suharjito
19;TKD Prabowo-Gibran Banten Turun Langsung Laksanakan Program Makan Siang Bergizi dan Susu Gratis https://t.co/VTEcqZkBFL;1,7295E+18;45258,87661;Kabarpolitikcom;in;;0;0;0;0;https://x.com/Kabarpolitikcom/status/1729500974555783485;;[];0;
20;"program Makan Siang dan Susu Gratis bagi siswa dan ibu hamil semoga makanan nya bergizi 
#MakanSiangSusuGratis https://t.co/3IkxAt2uqe";1,73006E+18;45260,42196;fridanurisya;in;;0;0;0;0;https://x.com/fridanurisya/status/1730060988261732435;https://pbs.twimg.com/media/GAJpTJBaIAA2AdL.jpg;[];0;
21;"Prabowo mengungkapkan program pemberian susu dan telor atau makanan bergizi tersebut sebagai upaya mengatasi masalah stunting dan angka kemiskinan dari akar masalahnya.
#MakanGratis
https://t.co/MAlyUIcfdX";1,73051E+18;45261,66319;agejncy;in;;0;0;1;0;https://x.com/agejncy/status/1730510797925761535;;[];0;
22;"@GpFor2024 @99propaganda @alextham878 @bengkeldodo @P4P4B0W0_2024 @Minietweets_ @mpoklela7 @ignasbowo @Kimberley_2024 @Chaves1305 Yakin, semua mampu kasih makanan bergizi tinggi tiap hari agar anak2 kesehatan dan kecerdasannya ToP abis. 

Ntar pakai ahli gizi lho di program makan siang gratis. Tak asal kenyang. Tapi sehat cerdas ✌

Ini baru program riil. Ini baru satu.";1,73266E+18;45267,60399;BANGSAygSUJUD;in;;1;1;0;0;https://x.com/BANGSAygSUJUD/status/1732663673230114991;;['GpFor2024', '99propaganda', 'alextham878', 'bengkeldodo', 'P4P4B0W0_2024', 'Minietweets_', 'mpoklela7', 'ignasbowo', 'Kimberley_2024', 'Chaves1305'];10;GpFor2024
23;"Maaf nih, Bkn mksd utk merendahkan program Makan Siang+Susu Gratis atasi Stunting. Jika taraf hidup ekonomi para Ortu meningkat spt, Pekerjaan+Upah yg layak, Sekolah&amp;Jamkes gratis, Rumah ga Ngontrak,Maka para Orang tua dpt beri asupan makan bergizi pd anak2nya..to be continue..";1,73296E+18;45268,42618;carlitovito180;in;;0;1;0;2;https://x.com/carlitovito180/status/1732961622619242614;;[];0;
24;@Dennysiregar7 Program makan siang gratis sepertinya mengikuti prinsip kurangi potongan, tingkatkan kreativitasnya juga, nasi putih dan sosis memang tak tergantikan dalam menu bergizi rendah?;1,73325E+18;45269,20856;AJavandalas;in;;0;0;0;1;https://x.com/AJavandalas/status/1733245148904161471;;['Dennysiregar7'];1;Dennysiregar7
25;@Bank_Joee_ @bengkeldodo @sobat_anies @PartaiSocmed @P4P4B0W0_2024 @Ndons_Back @99propaganda @AndreasSolusi @tijabar @IndraJPiliang @TyoSun3 @SujudAde Semoga dg program makan siang bergizi dan susu gratis tidak ada lagi orang2 bodoh lagi membodohkan 😊🤣😀;1,73412E+18;45271,63022;BANGSAygSUJUD;in;;0;1;0;0;https://x.com/BANGSAygSUJUD/status/1734122729274744920;;['Bank_Joee_', 'bengkeldodo', 'sobat_anies', 'PartaiSocmed', 'P4P4B0W0_2024', 'Ndons_Back', '99propaganda', 'AndreasSolusi', 'tijabar', 'IndraJPiliang', 'TyoSun3', 'SujudAde'];12;Bank_Joee_
26;Tentu program makan siang gratis bagi siswa dengan makanan-makanan bergizi #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto;1,73454E+18;45272,7931;mercifulove;in;;0;1;0;0;https://x.com/mercifulove/status/1734544140611056104;;[];0;
27;@psi_id Aku dukung program makan siang gratis dari Prabowo-Gibran. Biar anak Indonesia terjamin dalam sehari dapet makanan bergizi;1,73679E+18;45278,98402;sassyyosie;in;;0;0;0;0;https://x.com/sassyyosie/status/1736787655873187946;;['psi_id'];1;psi_id
28;"Program makan siang gratis dibedah dalam 2 menit sama Bang @hotradero 
Lagian yah makan gratis ini program yg absurd banget, dan gak akan bisa dilaksanakan. Kalo tetep dipaksaain yg ada cm jd bahan bancakan doang. Alih2 anak2 dapet makanan bergizi yg ada bakalan dpt makanan basi! https://t.co/Zuf7Ysv6GV";1,73735E+18;45280,53138;ariefrasyad;in;;2;3;19;34;https://x.com/ariefrasyad/status/1737348400214094169;https://pbs.twimg.com/ext_tw_video_thumb/1737348354177413120/pu/img/NCl67wt0h8JBGw-O.jpg;['hotradero'];1;hotradero
29;@kompascom Program makan siang gratis dapat membantu mengurangi ketidaksetaraan sosial dengan memberikan akses yang sama terhadap makanan yang bergizi kepada mereka yang mungkin membutuhkan bantuan ekstra.;1,73812E+18;45282,65756;05_maryanne;in;;0;0;0;0;https://x.com/05_maryanne/status/1738118901664534741;;['kompascom'];1;kompascom
30;jujur program makan siang gratis ini gue setuju bgt sih, terutama buat anak SD yg butuh makanan sehat bergizi ya. karna ga semua anak dibekelin makan, banyaknya yg dikasih uang saku tapi pas istirahat belinya jajanan yg boro2 sehat kenyang aja engga;1,73819E+18;45282,86594;ishikawamore;in;;0;1;0;0;https://x.com/ishikawamore/status/1738194413963378954;;[];0;
31;"@andre_rosiade Program konyol makan siang gratis. Untuk mendapatkan proyek.  Investasi apaan kek gitu. 
Kalau memang punya gagasan cukup  menstabilkan harga pokok  semua  warga2 bisa membeli  makan yg sehat menciptakan lapangan kerja. Semua org mendapatkan uang  buat mmbeli kebutuhan yg bergizi";1,73859E+18;45283,96078;Syafridon8;in;;0;0;1;1;https://x.com/Syafridon8/status/1738591172174676088;;['andre_rosiade'];1;andre_rosiade
32;"@Razak60621134 @kikysaputrii Baru sadar tujuan Paslon 02 buat program makan siang gratis yang bergizi untuk anak sekolah itu guna mempersiapkan anak"" bangsa biar gedenya ga tolol kaya Razak ya guys 🙏";1,73864E+18;45284,09076;orangsixpack;in;;0;3;0;61;https://x.com/orangsixpack/status/1738638280143630728;;['Razak60621134', 'kikysaputrii'];2;Razak60621134
33;"@kompascom Mereka yang nyaris tidak pernah  lapar , akan sulit bayangkan dan rasakan,  kalau seseorang lagi lapar betulan.  
Rakyat miskin, tentu setuju program makan siang gratis anak sekolah. 
Karena negara harus jamin rakyat nya tidak lapar. 
Minimal dalam 1 hari ada makan yang bergizi.";1,73884E+18;45284,65866;Gunto_Jaya9;in;;0;0;2;3;https://x.com/Gunto_Jaya9/status/1738844076466962654;;['kompascom'];1;kompascom
34;@yusuf_dumdum Agak dongo sih klo pilih yg hanya 1 program demi makan gratis doang, klo di teliti 21 program itu bisa jd penghasilan yg uangnya dipakai beli makan siang yg lebih bergizi. Jd patut di retweet nih.;1,73903E+18;45285,18287;Kata_baba_baim;in;;0;0;0;0;https://x.com/Kata_baba_baim/status/1739034045051482545;;['yusuf_dumdum'];1;yusuf_dumdum
35;"Program makan &amp; susu gratis, yang konon untuk mengatasi gizi buruk ini program pembodohan secara terstruktural, untuk mengatasi gizi buruk buka seluas-luasnya akses pekerjaan, sehingga semua keluarga ada penghasilan yg cukup untuk ngasi makan yg bergizi keluarganya
#NoAsamSulfat";1,73911E+18;45285,40231;ebe_ganzo;in;;0;3;0;6;https://x.com/ebe_ganzo/status/1739113566811349248;;[];0;
36;@PartaiSocmed Makanya program makan siang bergizi gratis buat anak sekolah itu bagus, biar otak juga ternutrisi dan tidak SOMPLAK seperti pendukung Wan Kentut;1,74026E+18;45288,56726;NKRITetapDiHati;in;;0;0;0;0;https://x.com/NKRITetapDiHati/status/1740260503660982742;;['PartaiSocmed'];1;PartaiSocmed
37;"Program Makan Bergizi Gratis Uji Coba, Anggaran Rp10 Ribu Per Porsi Ditetapkan 

 https://t.co/4nHdmLjpmq";1,86317E+18;45627,74448;pintasandotco;in;;0;0;0;0;https://x.com/pintasandotco/status/1863174213437403578;;[];0;
38;Pemerintah memutuskan memangkas anggaran untuk program makan bergizi gratis anak dan ibu hamil dari Rp 15.000 menjadi Rp 10.000 per orang. Hal itu menurut ekonom tidak akan berdampak signifikan pada perekonomian. Asumsinya, dengan anggaran Rp. 10 ribu per orang keluarga yang https://t.co/VESjT8Kmai;1,8635E+18;45628,64023;RadioElshinta;in;;0;0;0;0;https://x.com/RadioElshinta/status/1863498823894716756;https://pbs.twimg.com/media/Gdx4h93bAAEjrQg.jpg;[];0;
39;Hasan Nasbi Tekankan Program Makan Bergizi Gratis Anggaran Rp 10.000 Per Porsi Itu Cukup https://t.co/0X7E2Q3AEz lewat @Keuangan News;1,86356E+18;45628,80122;keuangannews_id;in;;0;0;2;2;https://x.com/keuangannews_id/status/1863557163807019433;;['Keuangan'];1;Keuangan
40;"Melibatkan ibu adalah kunci keberhasilan program makan bergizi gratis 💚💚 @cakiminow 

#makanbergizigratis #gusmuhaimin #menkopm https://t.co/M0nGLcTHhv";1,86357E+18;45628,83461;voiceofpkb;in;;0;0;0;0;https://x.com/voiceofpkb/status/1863569264445395194;https://pbs.twimg.com/ext_tw_video_thumb/1863569038871531520/pu/img/kqXFpmqHV2eFqhAU.jpg;['cakiminow'];1;cakiminow
41;Belajar dari Brasil dalam Program Makan Bergizi Gratis https://t.co/6slfIohQkL;1,86376E+18;45629,34716;OposisiCerdas;in;;0;0;13;17;https://x.com/OposisiCerdas/status/1863755009168752951;;[];0;
42;"Kali ini program makan siang bergizi gratis digelar di SDN Gintungkerta 1, Kecamatan Klari,...
https://t.co/3YCG0zSlzf";1,86376E+18;45629,37258;antmegapolitan;in;;0;0;0;0;https://x.com/antmegapolitan/status/1863764217423364206;;[];0;
43;"""Dalam rangka memberikan perlidungan dan jaminan sosial kepada Penyandang Disabilitas, Kementerian sosial pada tahun 2025 telah merencanakan empat program bagi penyandang disabilitas, salah satunya program makan bergizi gratis dua kali sehari kepada 42 ribu orang penyandang https://t.co/iZDSmkPowQ";1,86388E+18;45629,69007;RadioElshinta;in;;0;0;1;1;https://x.com/RadioElshinta/status/1863879272194269355;https://pbs.twimg.com/media/Gd3USZAawAAJ9-c.jpg;[];0;
44;"Makan Bergizi Gratis: Bukan Sekadar Program 🍎

Prabowo-Gibran tahu, makan bergizi adalah langkah awal melawan stunting.

Tapi gimana caranya agar program ini tepat sasaran?

Yuk, #PantauPrabowo bersama-sama! 🍚

📍https://t.co/838NmIEEIh https://t.co/cFDHwJakMR";1,86405E+18;45630,16771;ConversationIDN;in;;0;2;0;0;https://x.com/ConversationIDN/status/1864052362228240728;https://pbs.twimg.com/media/Gd5xvl4WgAA-G_1.jpg;[];0;
45;Hari ini kami simulasi program Makan Bergizi Gratis di SDN Anggadita I. Kali ini kami menyiapkan 928 paket makanan untuk dibagikan. https://t.co/ylt2IRQax6;1,86408E+18;45630,249;antmegapolitan;in;;0;0;0;0;https://x.com/antmegapolitan/status/1864081822222860633;;[];0;
46;"Sambut Prabowo di NTT, Warga Kupang Optimistis dengan Program Makan Bergizi Gratis

Kupang — Para masyarakat Nusa Tenggara Timur (NTT) menyambut antusias kedatangan Presiden RI Prabowo Subianto di Kupang. Salah satu dari mereka pun mengaku optimistis dengan program Makan Bergizi https://t.co/GCSmINKFYQ";1,8641E+18;45630,30729;RadioElshinta;in;;0;0;0;1;https://x.com/RadioElshinta/status/1864102946222559345;https://pbs.twimg.com/media/Gd6fvlOa0AIoqbn.jpg;[];0;
47;Sejumlah perwakilan masyarakat yang menyambut antusias kedatangan Presiden  Prabowo Subianto di Kupang selasa malam, menyampaikan harapan besar terhadap program Makan Bergizi Gratis (MBG) yang digagas Presiden Prabowo Subianto untuk bisa segera dirasakan manfaatnya.;1,86415E+18;45630,4424;99propaganda;in;;0;0;1;4;https://x.com/99propaganda/status/1864151907692105816;;[];0;
48;"Warga Kupang Optimistis dengan Program Makan Bergizi Gratis yang Digencarkan Prabowo
https://t.co/VZdZgTHU0d";1,86415E+18;45630,44919;Beritasatu;in;;0;0;0;0;https://x.com/Beritasatu/status/1864154368083116437;;[];0;
49;"Karangasem Belum Anggarkan Program Makan Bergizi Gratis Untuk Siswa #BNetwork
https://t.co/DYhp4ITIhN";1,86418E+18;45630,525;Beritasatu;in;;0;0;0;0;https://x.com/Beritasatu/status/1864181840640344437;;[];0;
50;Kementerian Sosial (Kemensos) telah merencanakan empat program bagi penyandang disabilitas di 2025 dalam rangka memberikan perlindungan dan jaminan sosial kepada para difabel. keempat program itu meliputi Program makan bergizi Gratis, Program Keluarga Harapan, Bantuan Pangan Non https://t.co/aoqwzfCG5D;1,8642E+18;45630,56142;RadioElshinta;in;;0;0;0;0;https://x.com/RadioElshinta/status/1864195040932975068;https://pbs.twimg.com/media/Gd7zf8Fa0AQWyAK.jpg;[];0;
51;"Kemenkop Dorong Penguatan Peran Koperasi dalam Program Makan Bergizi Gratis
https://t.co/wAsJBO8qKJ";1,8642E+18;45630,58259;Beritasatu;in;;0;0;0;0;https://x.com/Beritasatu/status/1864202711480029343;;[];0;
52;Prabowo Tak Ambil Pusing Harga Index Saham Turun dengan Program Makan Bergizi Gratis -  https://t.co/ipBPMjEdVL https://t.co/LVR9pT4X01;1,8642E+18;45630,58385;Joglosemarnews;in;;0;0;0;0;https://x.com/Joglosemarnews/status/1864203168391024976;https://pbs.twimg.com/media/Gd765uMa0AEqySp.jpg;[];0;
53;"Warga Harap Program Makan Bergizi Gratis Prabowo Bisa Bantu Anak-Anak di NTT
https://t.co/Ot8tedDzRs";1,8642E+18;45630,58668;holopiscom;in;;0;0;1;1;https://x.com/holopiscom/status/1864204194158399759;;[];0;
54;"Ketika TNI AU Turun Ikut Sukseskan Program Makan Bergizi Gratis

https://t.co/g85lzxPjZG";1,86425E+18;45630,72645;VIVAcoid;in;;0;0;0;0;https://x.com/VIVAcoid/status/1864254844984545620;;[];0;
55;"Prabowo Diancam-ancam Jalankan Program Rakyat, Termasuk Makan Bergizi Gratis
https://t.co/N766ZshhrR";1,86431E+18;45630,87478;holopiscom;in;;0;0;0;0;https://x.com/holopiscom/status/1864308598983282960;;[];0;
56;"Badan Pangan Nasional (Bapanas) melaksanakan kajian untuk menentukan menu program Makan Bergizi Gratis (MBG) sesuai dengan potensi bahan pangan yang diproduksi di setiap daerah di Indonesia.

Berikut daftar menu Makan Bergizi Gratis di berbagai daerah.

#bisnisupdate #update https://t.co/ehOvULnDPU";1,86432E+18;45630,8949;kumparan;in;;1;3;4;14;https://x.com/kumparan/status/1864315886091555062;https://pbs.twimg.com/media/Gd9haTCa0AI4qL7.jpg;[];0;
57;"Badan Pangan Nasional (Bapanas) melaksanakan kajian untuk menentukan menu program Makan Bergizi Gratis (MBG) sesuai dengan potensi bahan pangan yang diproduksi di setiap daerah di Indonesia.

Berikut daftar menu Makan Bergizi Gratis di berbagai daerah.

#bisnisupdate #update https://t.co/jPR8a7nHKH";1,86432E+18;45630,89491;kumparan;in;;0;0;0;10;https://x.com/kumparan/status/1864315892424954088;https://pbs.twimg.com/media/Gd9haTCa0AI4qL7.jpg;[];0;
58;"POLDA KEPRI BERSINERGI LAKSANAKAN RAPAT KOORDINASI: SUKSESKAN PROGRAM MAKAN BERGIZI GRATIS

.
.

@divisihumaspolri @polripresisi @mabespolrinews @ini_polisi @polisi_indonesia @halo_polisi 

#HumasPoldaKepri #Multimediapoldakepri 
#Prabowopresidenri https://t.co/My9KFZP7vD";1,86447E+18;45631,31359;poldakeprihumas;in;;0;0;0;1;https://x.com/poldakeprihumas/status/1864467617626640560;https://pbs.twimg.com/media/Gd_rW3QacAAItdP.jpg;['divisihumaspolri', 'polripresisi', 'mabespolrinews', 'ini_polisi', 'polisi_indonesia', 'halo_polisi'];6;divisihumaspolri
59;"PGN Dukung Program Makan Bergizi Gratis
#makanbergizi #programmakangratis #programpresiden #BadanGiziNasional #infrastrukturjaringangas @Gas_Negara 

https://t.co/JpiXdybRax";1,86449E+18;45631,37987;InilahMojokerto;in;;0;0;1;1;https://x.com/InilahMojokerto/status/1864491638367899703;;['Gas_Negara'];1;Gas_Negara
60;"Pulang dari luar negeri setelah lawatan sejak 8 November, Presiden Prabowo Subianto membawa komitmen sejumlah negara untuk mewujudkan program makan bergizi gratis.

#tempoplus #tempo #prabowosubianto #makan #bergizi #gratis https://t.co/rgUDtMXh9S";1,86457E+18;45631,5939;Tempo_Plus;in;;0;4;0;5;https://x.com/Tempo_Plus/status/1864569199475183866;https://pbs.twimg.com/ext_tw_video_thumb/1864568800110366720/pu/img/Zl79r0bU10P5wRAp.jpg;[];0;
61;"Pemprov Lampung Harap Program Makan Bergizi Gratis Tingkatkan Ekonomi Lokal

https://t.co/wtAzRCoVvJ";1,86458E+18;45631,62785;kupastuntasnew;in;;0;0;0;0;https://x.com/kupastuntasnew/status/1864581500362244596;;[];0;
62;"F-PKS Dukung One Day One Fish untuk Program Makan Bergizi Gratis 🇮🇩

|| Riyono (Anggota Komisi IV DPR RI dari F-PKS)

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS https://t.co/G08j4n7YfB";1,86492E+18;45632,56352;FPKSDPRRI;in;;1;1;7;9;https://x.com/FPKSDPRRI/status/1864920577565429763;https://pbs.twimg.com/media/GeGHYaLakAEL3xF.jpg;[];0;
63;"F-PKS Dukung One Day One Fish untuk Program Makan Bergizi Gratis 🇮🇩

|| Riyono (Anggota Komisi IV DPR RI dari F-PKS)

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS https://t.co/bYZJkGjz0B";1,86492E+18;45632,56409;FPKSDPRRI;in;;0;0;3;4;https://x.com/FPKSDPRRI/status/1864920782843048382;https://pbs.twimg.com/media/GeGHkYwakAAusNc.jpg;[];0;
64;TVRINEWS, YOGYAKARTA - Pemerintah Kabupaten (PEMKAB) Kulonprogo mengalokasikan anggaran sebesar 29,5 miliar rupiah untuk program makan bergizi gratis pada tahun 2025 mendatang. Alokasi ini diambil dari pendapatan asli daerah, termasuk menotong sejumlah anggaran untuk berbagai https://t.co/B1hwDPZ9jc;1,86493E+18;45632,59623;tvriyogyakarta;in;;0;0;0;1;https://x.com/tvriyogyakarta/status/1864932427178872848;https://pbs.twimg.com/ext_tw_video_thumb/1864932116057985024/pu/img/oGsICENxDHxeSZbc.jpg;[];0;
65;"https://t.co/QdOUrOSHmb

IPOL.ID- Bank Mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan Program Makan Bergizi Gratis lewat penyaluran kredit ke sektor-sektor yang menjadi pendukung utama ekosistem pangan.

#mandiri
#livinbymandiri
#ipol https://t.co/miX3mapyIb";1,86495E+18;45632,65703;ipoldotid;in;;0;0;0;0;https://x.com/ipoldotid/status/1864954463443915225;https://pbs.twimg.com/media/GeGl35VakAA97MY.jpg;[];0;
66;Bank Mandiri dukung ekonomi kerakyatan lewat program Makan Bergizi Gratis, dorong pertumbuhan ekonomi kerakyatan yang berkelanjutan - Lombok Insider;1,86497E+18;45632,68748;KasanBaret;in;;0;0;0;0;https://x.com/KasanBaret/status/1864965498909397400;;[];0;
67;"Badan Gizi Nasional (BGN) dan seluruh mitra Kerja termasuk PEKNAS - Penguatan Ekonomi Kerakyatan Nasional (DPP-PEKNAS), Fokus terhadap program MBG (MAKAN BERGIZI GRATIS), agar berjalan Baik dan Lancar.
🌾
🌾
#PEKNAS
#BadanGiziNasional
#EkonomiKerakyatan https://t.co/7S1dfeaKSi";1,865E+18;45632,79266;Urusan_Rasa;in;;0;8;2;14;https://x.com/Urusan_Rasa/status/1865003616249209062;https://pbs.twimg.com/ext_tw_video_thumb/1865003175885049856/pu/img/AHUs31RvCA6zuRJN.jpg;[];0;
68;"Bank Mandiri terus konsisten menjalankan peran sebagai mitra strategis pemerintah lewat dukungan Program Makan Bergizi Gratis lewat penyaluran kredit ke sektor-sektor yang menjadi pendukung utama ekosistem pangan.

Baca selengkapnya : https://t.co/0T2rRZc4bK https://t.co/kPqLw1xaOj";1,86504E+18;45632,88376;medan_insight;in;;0;0;0;0;https://x.com/medan_insight/status/1865036629272072205;https://pbs.twimg.com/media/GeHwrsCakAcSPKS.jpg;[];0;
69;"#Bireuen #ProgramMakanBergiziGratis 

Polres Bireuen Gelar Program Makan Bergizi Gratis, Seorang Murid Bawa Pulang Untuk Adiknya

https://t.co/XJwj2QmhdE via @tribunnews";1,86504E+18;45632,90615;serambinews;in;;0;0;0;0;https://x.com/serambinews/status/1865044740884041908;;['tribunnews'];1;tribunnews
