token,frekuensi,prob,H_kontribusi
kualifikasi,1,0.00011818,0.00154181
priawanita,1,0.00011818,0.00154181
stefanus,1,0.00011818,0.00154181
gulo,1,0.00011818,0.00154181
lapak,1,0.00011818,0.00154181
pekanbaru,1,0.00011818,0.00154181
sumberwringin,1,0.00011818,0.00154181
bondowoso,1,0.00011818,0.00154181
keluh,1,0.00011818,0.00154181
lari,1,0.00011818,0.00154181
puskesmas,1,0.00011818,0.00154181
airmadidi,1,0.00011818,0.00154181
minahasa,1,0.00011818,0.00154181
sakit,1,0.00011818,0.00154181
sulawesi,1,0.00011818,0.00154181
rawat,1,0.00011818,0.00154181
menyatap,1,0.00011818,0.00154181
sukolilo,1,0.00011818,0.00154181
bps,1,0.00011818,0.00154181
awal,1,0.00011818,0.00154181
tnipolri,1,0.00011818,0.00154181
aiptu,1,0.00011818,0.00154181
dewa,1,0.00011818,0.00154181
made,1,0.00011818,0.00154181
sandat,1,0.00011818,0.00154181
gst,1,0.00011818,0.00154181
arbajaya,1,0.00011818,0.00154181
atensi,1,0.00011818,0.00154181
sekolahsekolah,1,0.00011818,0.00154181
ciamis,1,0.00011818,0.00154181
paiton,1,0.00011818,0.00154181
bpkp,1,0.00011818,0.00154181
kalteng,1,0.00011818,0.00154181
barito,1,0.00011818,0.00154181
patuh,1,0.00011818,0.00154181
identifikasi,1,0.00011818,0.00154181
hambat,1,0.00011818,0.00154181
lebar,1,0.00011818,0.00154181
depan,1,0.00011818,0.00154181
sumut,1,0.00011818,0.00154181
sumbar,1,0.00011818,0.00154181
tenang,1,0.00011818,0.00154181
calon,1,0.00011818,0.00154181
lab,1,0.00011818,0.00154181
susah,1,0.00011818,0.00154181
senyap,1,0.00011818,0.00154181
ngena,1,0.00011818,0.00154181
vital,1,0.00011818,0.00154181
pre,1,0.00011818,0.00154181
mikir,1,0.00011818,0.00154181
pom,1,0.00011818,0.00154181
khawatir,1,0.00011818,0.00154181
grading,1,0.00011818,0.00154181
survei,1,0.00011818,0.00154181
independen,1,0.00011818,0.00154181
syamsudin,1,0.00011818,0.00154181
rapak,1,0.00011818,0.00154181
aktif,1,0.00011818,0.00154181
blimbing,1,0.00011818,0.00154181
polowijen,1,0.00011818,0.00154181
sidokkes,1,0.00011818,0.00154181
periksa,1,0.00011818,0.00154181
food,1,0.00011818,0.00154181
safety,1,0.00011818,0.00154181
sampel,1,0.00011818,0.00154181
kimia,1,0.00011818,0.00154181
bahaya,1,0.00011818,0.00154181
teng,1,0.00011818,0.00154181
karuhei,1,0.00011818,0.00154181
ii,1,0.00011818,0.00154181
prelaunching,1,0.00011818,0.00154181
solo,1,0.00011818,0.00154181
pihakpihak,1,0.00011818,0.00154181
remeh,1,0.00011818,0.00154181
diputarbalikkan,1,0.00011818,0.00154181
rapi,1,0.00011818,0.00154181
sederhana,1,0.00011818,0.00154181
singapura,1,0.00011818,0.00154181
pencil,1,0.00011818,0.00154181
terbit,1,0.00011818,0.00154181
bhayangkara,1,0.00011818,0.00154181
nusantara,1,0.00011818,0.00154181
diversifikasi,1,0.00011818,0.00154181
tum,1,0.00011818,0.00154181
golkar,1,0.00011818,0.00154181
bahlil,1,0.00011818,0.00154181
busung,1,0.00011818,0.00154181
nonpaud,1,0.00011818,0.00154181
para,1,0.00011818,0.00154181
leuwimunding,1,0.00011818,0.00154181
majalengka,1,0.00011818,0.00154181
realisasi,1,0.00011818,0.00154181
maklumin,1,0.00011818,0.00154181
mbah,1,0.00011818,0.00154181
bowo,1,0.00011818,0.00154181
militer,1,0.00011818,0.00154181
gawean,1,0.00011818,0.00154181
gunungkidul,1,0.00011818,0.00154181
baru,1,0.00011818,0.00154181
pondasi,1,0.00011818,0.00154181
kuliner,1,0.00011818,0.00154181
nila,1,0.00011818,0.00154181
mensos,1,0.00011818,0.00154181
ipul,1,0.00011818,0.00154181
bupati,1,0.00011818,0.00154181
asluchul,1,0.00011818,0.00154181
ketenagakerjaan,1,0.00011818,0.00154181
personil,1,0.00011818,0.00154181
mts,1,0.00011818,0.00154181
alqasimiyah,1,0.00011818,0.00154181
hubung,1,0.00011818,0.00154181
purwokerto,1,0.00011818,0.00154181
lor,1,0.00011818,0.00154181
banyumas,1,0.00011818,0.00154181
akuntan,1,0.00011818,0.00154181
koki,1,0.00011818,0.00154181
chef,1,0.00011818,0.00154181
driver,1,0.00011818,0.00154181
kru,1,0.00011818,0.00154181
tabik,1,0.00011818,0.00154181
puun,1,0.00011818,0.00154181
halo,1,0.00011818,0.00154181
mataneka,1,0.00011818,0.00154181
mtsn,1,0.00011818,0.00154181
way,1,0.00011818,0.00154181
kemenaglampung,1,0.00011818,0.00154181
raksabhinayaadhiwira,1,0.00011818,0.00154181
asslah,1,0.00011818,0.00154181
ekonomis,1,0.00011818,0.00154181
juara,1,0.00011818,0.00154181
masyarakatdiberi,1,0.00011818,0.00154181
inspiradaya,1,0.00011818,0.00154181
kemenko,1,0.00011818,0.00154181
antusiasme,1,0.00011818,0.00154181
garut,1,0.00011818,0.00154181
ceria,1,0.00011818,0.00154181
urat,1,0.00011818,0.00154181
nadi,1,0.00011818,0.00154181
ferry,1,0.00011818,0.00154181
irwandi,1,0.00011818,0.00154181
shanti,1,0.00011818,0.00154181
inisiasi,1,0.00011818,0.00154181
kendala,1,0.00011818,0.00154181
demak,1,0.00011818,0.00154181
sistematis,1,0.00011818,0.00154181
kisruh,1,0.00011818,0.00154181
suluh,1,0.00011818,0.00154181
poklahsar,1,0.00011818,0.00154181
produk,1,0.00011818,0.00154181
kapolsek,1,0.00011818,0.00154181
kompol,1,0.00011818,0.00154181
rizal,1,0.00011818,0.00154181
adam,1,0.00011818,0.00154181
al,1,0.00011818,0.00154181
bagai,1,0.00011818,0.00154181
spd,1,0.00011818,0.00154181
mm,1,0.00011818,0.00154181
kanit,1,0.00011818,0.00154181
intelkam,1,0.00011818,0.00154181
akp,1,0.00011818,0.00154181
nurwidi,1,0.00011818,0.00154181
sh,1,0.00011818,0.00154181
aula,1,0.00011818,0.00154181
bandung,1,0.00011818,0.00154181
latih,1,0.00011818,0.00154181
serentak,1,0.00011818,0.00154181
sebar,1,0.00011818,0.00154181
kader,1,0.00011818,0.00154181
caregiver,1,0.00011818,0.00154181
purbaya,1,0.00011818,0.00154181
yudhi,1,0.00011818,0.00154181
sadewa,1,0.00011818,0.00154181
bantah,1,0.00011818,0.00154181
tunai,1,0.00011818,0.00154181
klarifikasi,1,0.00011818,0.00154181
ramah,1,0.00011818,0.00154181
zero,1,0.00011818,0.00154181
waste,1,0.00011818,0.00154181
simbolis,1,0.00011818,0.00154181
singaraja,1,0.00011818,0.00154181
ppu,1,0.00011818,0.00154181
bidik,1,0.00011818,0.00154181
korsel,1,0.00011818,0.00154181
kejar,1,0.00011818,0.00154181
korea,1,0.00011818,0.00154181
paruh,1,0.00011818,0.00154181
tumpu,1,0.00011818,0.00154181
asal,1,0.00011818,0.00154181
pungut,1,0.00011818,0.00154181
izin,1,0.00011818,0.00154181
cuat,1,0.00011818,0.00154181
oknum,1,0.00011818,0.00154181
dinas,1,0.00011818,0.00154181
dinkes,1,0.00011818,0.00154181
jab,1,0.00011818,0.00154181
oven,1,0.00011818,0.00154181
ompreng,1,0.00011818,0.00154181
tonggak,1,0.00011818,0.00154181
tamansari,1,0.00011818,0.00154181
versi,1,0.00011818,0.00154181
mutlak,1,0.00011818,0.00154181
meja,1,0.00011818,0.00154181
pilah,1,0.00011818,0.00154181
naikin,1,0.00011818,0.00154181
mutu,1,0.00011818,0.00154181
perata,1,0.00011818,0.00154181
tiru,1,0.00011818,0.00154181
sekat,1,0.00011818,0.00154181
memilahmilah,1,0.00011818,0.00154181
operasi,1,0.00011818,0.00154181
september,1,0.00011818,0.00154181
kelapa,1,0.00011818,0.00154181
grup,1,0.00011818,0.00154181
dominasi,1,0.00011818,0.00154181
multiplier,1,0.00011818,0.00154181
effect,1,0.00011818,0.00154181
kamtibmas,1,0.00011818,0.00154181
kognitif,1,0.00011818,0.00154181
pengaruh,1,0.00011818,0.00154181
dwp,1,0.00011818,0.00154181
karangandong,1,0.00011818,0.00154181
suri,1,0.00011818,0.00154181
simalungun,1,0.00011818,0.00154181
agenda,1,0.00011818,0.00154181
ekspansi,1,0.00011818,0.00154181
flagship,1,0.00011818,0.00154181
kopdes,1,0.00011818,0.00154181
optimisme,1,0.00011818,0.00154181
sumateraaceh,1,0.00011818,0.00154181
beras,1,0.00011818,0.00154181
jagung,1,0.00011818,0.00154181
terna,1,0.00011818,0.00154181
strategi,1,0.00011818,0.00154181
mengalirtak,1,0.00011818,0.00154181
cakup,1,0.00011818,0.00154181
nurani,1,0.00011818,0.00154181
jalanansemua,1,0.00011818,0.00154181
tidur,1,0.00011818,0.00154181
manusiawi,1,0.00011818,0.00154181
optimalprogram,1,0.00011818,0.00154181
ulur,1,0.00011818,0.00154181
alir,1,0.00011818,0.00154181
rekam,1,0.00011818,0.00154181
video,1,0.00011818,0.00154181
pagar,1,0.00011818,0.00154181
lukaluka,1,0.00011818,0.00154181
luka,1,0.00011818,0.00154181
metro,1,0.00011818,0.00154181
songsong,1,0.00011818,0.00154181
guna,1,0.00011818,0.00154181
anggana,1,0.00011818,0.00154181
briptu,1,0.00011818,0.00154181
zidan,1,0.00011818,0.00154181
nur,1,0.00011818,0.00154181
periode,1,0.00011818,0.00154181
fimizoe,1,0.00011818,0.00154181
mohammad,1,0.00011818,0.00154181
berjatuhansedih,1,0.00011818,0.00154181
danrem,1,0.00011818,0.00154181
makutarama,1,0.00011818,0.00154181
smk,1,0.00011818,0.00154181
kendal,1,0.00011818,0.00154181
turah,1,0.00011818,0.00154181
purworejo,1,0.00011818,0.00154181
tragedi,1,0.00011818,0.00154181
lalai,1,0.00011818,0.00154181
satusatunya,1,0.00011818,0.00154181
rugi,1,0.00011818,0.00154181
aparat,1,0.00011818,0.00154181
tegak,1,0.00011818,0.00154181
usut,1,0.00011818,0.00154181
berjatuhanparah,1,0.00011818,0.00154181
drivernya,1,0.00011818,0.00154181
sambang,1,0.00011818,0.00154181
koja,1,0.00011818,0.00154181
sore,1,0.00011818,0.00154181
jenguk,1,0.00011818,0.00154181
kemendikdasmen,1,0.00011818,0.00154181
injak,1,0.00011818,0.00154181
tahun,1,0.00011818,0.00154181
mesti,1,0.00011818,0.00154181
objektif,1,0.00011818,0.00154181
celios,1,0.00011818,0.00154181
luncur,1,0.00011818,0.00154181
respons,1,0.00011818,0.00154181
swasta,1,0.00011818,0.00154181
kirain,1,0.00011818,0.00154181
lifestyle,1,0.00011818,0.00154181
mulia,1,0.00011818,0.00154181
dibelanjain,1,0.00011818,0.00154181
semir,1,0.00011818,0.00154181
sepatu,1,0.00011818,0.00154181
barangbarang,1,0.00011818,0.00154181
random,1,0.00011818,0.00154181
gragas,1,0.00011818,0.00154181
bolong,1,0.00011818,0.00154181
ikat,1,0.00011818,0.00154181
spesifik,1,0.00011818,0.00154181
skema,1,0.00011818,0.00154181
likuiditas,1,0.00011818,0.00154181
flpp,1,0.00011818,0.00154181
muka,1,0.00011818,0.00154181
kreator,1,0.00011818,0.00154181
drama,1,0.00011818,0.00154181
warung,1,0.00011818,0.00154181
langgan,1,0.00011818,0.00154181
intervensi,1,0.00011818,0.00154181
peristiwa,1,0.00011818,0.00154181
pisah,1,0.00011818,0.00154181
realitas,1,0.00011818,0.00154181
beda,1,0.00011818,0.00154181
ikhsan,1,0.00011818,0.00154181
kelas,1,0.00011818,0.00154181
viii,1,0.00011818,0.00154181
muhammad,1,0.00011818,0.00154181
zainuddin,1,0.00011818,0.00154181
alwi,1,0.00011818,0.00154181
klodran,1,0.00011818,0.00154181
oleh,1,0.00011818,0.00154181
terampil,1,0.00011818,0.00154181
karisudin,1,0.00011818,0.00154181
selo,1,0.00011818,0.00154181
terpa,1,0.00011818,0.00154181
bertubitubi,1,0.00011818,0.00154181
uya,1,0.00011818,0.00154181
kuya,1,0.00011818,0.00154181
jarah,1,0.00011818,0.00154181
hoax,1,0.00011818,0.00154181
lagilagi,1,0.00011818,0.00154181
bohongkali,1,0.00011818,0.00154181
tuding,1,0.00011818,0.00154181
sholikin,1,0.00011818,0.00154181
tempe,1,0.00011818,0.00154181
semen,1,0.00011818,0.00154181
ngawi,1,0.00011818,0.00154181
catat,1,0.00011818,0.00154181
ukt,1,0.00011818,0.00154181
ptn,1,0.00011818,0.00154181
privilege,1,0.00011818,0.00154181
elite,1,0.00011818,0.00154181
garam,1,0.00011818,0.00154181
lurus,1,0.00011818,0.00154181
kenutuhan,1,0.00011818,0.00154181
bgndadanhindayanamengklarifikasi,1,0.00011818,0.00154181
sertifikasi,1,0.00011818,0.00154181
laik,1,0.00011818,0.00154181
higiene,1,0.00011818,0.00154181
halal,1,0.00011818,0.00154181
hazard,1,0.00011818,0.00154181
analysis,1,0.00011818,0.00154181
dan,1,0.00011818,0.00154181
critical,1,0.00011818,0.00154181
control,1,0.00011818,0.00154181
titik,1,0.00011818,0.00154181
haccp,1,0.00011818,0.00154181
irma,1,0.00011818,0.00154181
suryani,1,0.00011818,0.00154181
chaniago,1,0.00011818,0.00154181
tuai,1,0.00011818,0.00154181
gpt,1,0.00011818,0.00154181
codex,1,0.00011818,0.00154181
asa,1,0.00011818,0.00154181
aura,1,0.00011818,0.00154181
web,1,0.00011818,0.00154181
menep,1,0.00011818,0.00154181
motor,1,0.00011818,0.00154181
listrik,1,0.00011818,0.00154181
kompleks,1,0.00011818,0.00154181
prof,1,0.00011818,0.00154181
arif,1,0.00011818,0.00154181
wkwkwkwk,1,0.00011818,0.00154181
relevan,1,0.00011818,0.00154181
taruna,1,0.00011818,0.00154181
ikrar,1,0.00011818,0.00154181
sampling,1,0.00011818,0.00154181
tulang,1,0.00011818,0.00154181
punggung,1,0.00011818,0.00154181
dompet,1,0.00011818,0.00154181
rumput,1,0.00011818,0.00154181
gaya,1,0.00011818,0.00154181
el,1,0.00011818,0.00154181
rumi,1,0.00011818,0.00154181
syifa,1,0.00011818,0.00154181
hadju,1,0.00011818,0.00154181
manohara,1,0.00011818,0.00154181
jago,1,0.00011818,0.00154181
eksklusif,1,0.00011818,0.00154181
pegawai,1,0.00011818,0.00154181
apaapa,1,0.00011818,0.00154181
ngajarin,1,0.00011818,0.00154181
asuuu,1,0.00011818,0.00154181
abar,1,0.00011818,0.00154181
bira,1,0.00011818,0.00154181
sokobanah,1,0.00011818,0.00154181
alergi,1,0.00011818,0.00154181
kulit,1,0.00011818,0.00154181
nulis,1,0.00011818,0.00154181
garing,1,0.00011818,0.00154181
nabi,1,0.00011818,0.00154181
sulaiman,1,0.00011818,0.00154181
gagal,1,0.00011818,0.00154181
nanik,1,0.00011818,0.00154181
sudaryati,1,0.00011818,0.00154181
deyang,1,0.00011818,0.00154181
kronologi,1,0.00011818,0.00154181
roket,1,0.00011818,0.00154181
kuantitas,1,0.00011818,0.00154181
endipat,1,0.00011818,0.00154181
wijaya,1,0.00011818,0.00154181
akurat,1,0.00011818,0.00154181
netimistifa,1,0.00011818,0.00154181
nasib,1,0.00011818,0.00154181
rio,1,0.00011818,0.00154181
ananta,1,0.00011818,0.00154181
mantan,1,0.00011818,0.00154181
kernet,1,0.00011818,0.00154181
lepas,1,0.00011818,0.00154181
surakarta,1,0.00011818,0.00154181
juru,1,0.00011818,0.00154181
manah,1,0.00011818,0.00154181
karier,1,0.00011818,0.00154181
hmmm,1,0.00011818,0.00154181
seafood,1,0.00011818,0.00154181
jokowi,1,0.00011818,0.00154181
gas,1,0.00011818,0.00154181
pol,1,0.00011818,0.00154181
infrastruktur,1,0.00011818,0.00154181
memang,1,0.00011818,0.00154181
kencengkencengnya,1,0.00011818,0.00154181
ngejalankan,1,0.00011818,0.00154181
optimal,1,0.00011818,0.00154181
naik,1,0.00011818,0.00154181
toko,1,0.00011818,0.00154181
donomulyo,1,0.00011818,0.00154181
kendali,1,0.00011818,0.00154181
rpt,1,0.00011818,0.00154181
aplikasi,1,0.00011818,0.00154181
absensi,1,0.00011818,0.00154181
it,1,0.00011818,0.00154181
sipgn,1,0.00011818,0.00154181
iot,1,0.00011818,0.00154181
penyalahgunaan,1,0.00011818,0.00154181
populer,1,0.00011818,0.00154181
sibuk,1,0.00011818,0.00154181
zombie,1,0.00011818,0.00154181
besok,1,0.00011818,0.00154181
hutang,1,0.00011818,0.00154181
lapis,1,0.00011818,0.00154181
angkat,1,0.00011818,0.00154181
bangfu,1,0.00011818,0.00154181
komplen,1,0.00011818,0.00154181
ditanggepin,1,0.00011818,0.00154181
rombak,1,0.00011818,0.00154181
ekstrem,1,0.00011818,0.00154181
santap,1,0.00011818,0.00154181
punden,1,0.00011818,0.00154181
ceo,1,0.00011818,0.00154181
embegeh,1,0.00011818,0.00154181
pram,1,0.00011818,0.00154181
jamban,1,0.00011818,0.00154181
sobatkom,1,0.00011818,0.00154181
tega,1,0.00011818,0.00154181
alas,1,0.00011818,0.00154181
prihatin,1,0.00011818,0.00154181
seringkali,1,0.00011818,0.00154181
staf,1,0.00011818,0.00154181
nxttou,1,0.00011818,0.00154181
amanat,1,0.00011818,0.00154181
wabah,1,0.00011818,0.00154181
mangsa,1,0.00011818,0.00154181
garap,1,0.00011818,0.00154181
film,1,0.00011818,0.00154181
pendek,1,0.00011818,0.00154181
integrasi,1,0.00011818,0.00154181
tepat,1,0.00011818,0.00154181
transparansi,1,0.00011818,0.00154181
endtoend,1,0.00011818,0.00154181
gubernur,1,0.00011818,0.00154181
achmad,1,0.00011818,0.00154181
dimyati,1,0.00011818,0.00154181
natakusumah,1,0.00011818,0.00154181
bisnis,1,0.00011818,0.00154181
timbang,1,0.00011818,0.00154181
najam,1,0.00011818,0.00154181
efisien,1,0.00011818,0.00154181
ironis,1,0.00011818,0.00154181
niat,1,0.00011818,0.00154181
matang,1,0.00011818,0.00154181
lenceng,1,0.00011818,0.00154181
jambon,1,0.00011818,0.00154181
tersebuthan,1,0.00011818,0.00154181
tema,1,0.00011818,0.00154181
geopolitik,1,0.00011818,0.00154181
dsb,1,0.00011818,0.00154181
jalanpejuang,1,0.00011818,0.00154181
wib,1,0.00011818,0.00154181
santun,1,0.00011818,0.00154181
hafiz,1,0.00011818,0.00154181
bca,1,0.00011818,0.00154181
kcu,1,0.00011818,0.00154181
kalimalang,1,0.00011818,0.00154181
norek,1,0.00011818,0.00154181
trisnosri,1,0.00011818,0.00154181
utami,1,0.00011818,0.00154181
instagram,1,0.00011818,0.00154181
innalillahi,1,0.00011818,0.00154181
whatsapp,1,0.00011818,0.00154181
inna,1,0.00011818,0.00154181
ilaihi,1,0.00011818,0.00154181
rojiun,1,0.00011818,0.00154181
leles,1,0.00011818,0.00154181
nkr,1,0.00011818,0.00154181
mbgprogram,1,0.00011818,0.00154181
habisin,1,0.00011818,0.00154181
hny,1,0.00011818,0.00154181
jauuuh,1,0.00011818,0.00154181
air,1,0.00011818,0.00154181
paha,1,0.00011818,0.00154181
ca,1,0.00011818,0.00154181
semangkuk,1,0.00011818,0.00154181
nasilu,1,0.00011818,0.00154181
smtr,1,0.00011818,0.00154181
dphk,1,0.00011818,0.00154181
kakakny,1,0.00011818,0.00154181
drmh,1,0.00011818,0.00154181
are,1,0.00011818,0.00154181
toleh,1,0.00011818,0.00154181
model,1,0.00011818,0.00154181
halusinasi,1,0.00011818,0.00154181
jepang,1,0.00011818,0.00154181
eropa,1,0.00011818,0.00154181
sungguh,1,0.00011818,0.00154181
cengang,1,0.00011818,0.00154181
gapai,1,0.00011818,0.00154181
terbang,1,0.00011818,0.00154181
motivasi,1,0.00011818,0.00154181
game,1,0.00011818,0.00154181
changer,1,0.00011818,0.00154181
lezat,1,0.00011818,0.00154181
agam,1,0.00011818,0.00154181
bosan,1,0.00011818,0.00154181
hebat,1,0.00011818,0.00154181
edukasi,1,0.00011818,0.00154181
pola,1,0.00011818,0.00154181
umur,1,0.00011818,0.00154181
drastis,1,0.00011818,0.00154181
global,1,0.00011818,0.00154181
shan,1,0.00011818,0.00154181
saeed,1,0.00011818,0.00154181
interaksi,1,0.00011818,0.00154181
sembarang,1,0.00011818,0.00154181
lang,1,0.00011818,0.00154181
bergerakkita,1,0.00011818,0.00154181
trendsetter,1,0.00011818,0.00154181
pppa,1,0.00011818,0.00154181
munchen,1,0.00011818,0.00154181
liga,1,0.00011818,0.00154181
champions,1,0.00011818,0.00154181
ganggu,1,0.00011818,0.00154181
masjid,1,0.00011818,0.00154181
jumat,1,0.00011818,0.00154181
infak,1,0.00011818,0.00154181
infrastructure,1,0.00011818,0.00154181
iklim,1,0.00011818,0.00154181
kondusif,1,0.00011818,0.00154181
shg,1,0.00011818,0.00154181
mmberikan,1,0.00011818,0.00154181
stonks,1,0.00011818,0.00154181
jumbo,1,0.00011818,0.00154181
inspeksi,1,0.00011818,0.00154181
dadak,1,0.00011818,0.00154181
mere,1,0.00011818,0.00154181
bumi,1,0.00011818,0.00154181
cendrawasih,1,0.00011818,0.00154181
sukoharjo,1,0.00011818,0.00154181
pintu,1,0.00011818,0.00154181
inklusivitas,1,0.00011818,0.00154181
rohmat,1,0.00011818,0.00154181
riyadi,1,0.00011818,0.00154181
martabat,1,0.00011818,0.00154181
kancah,1,0.00011818,0.00154181
fraksi,1,0.00011818,0.00154181
gerindra,1,0.00011818,0.00154181
maruf,1,0.00011818,0.00154181
mubarok,1,0.00011818,0.00154181
jatirejoyoso,1,0.00011818,0.00154181
gelenggeleng,1,0.00011818,0.00154181
inisiatif,1,0.00011818,0.00154181
beneran,1,0.00011818,0.00154181
adekadek,1,0.00011818,0.00154181
gacor,1,0.00011818,0.00154181
skripsi,1,0.00011818,0.00154181
perspektif,1,0.00011818,0.00154181
good,1,0.00011818,0.00154181
governance,1,0.00011818,0.00154181
magister,1,0.00011818,0.00154181
sy,1,0.00011818,0.00154181
letawa,1,0.00011818,0.00154181
ngotot,1,0.00011818,0.00154181
politik,1,0.00011818,0.00154181
kalah,1,0.00011818,0.00154181
pilpres,1,0.00011818,0.00154181
goat,1,0.00011818,0.00154181
betapa,1,0.00011818,0.00154181
arti,1,0.00011818,0.00154181
argo,1,0.00011818,0.00154181
bromo,1,0.00011818,0.00154181
anggrek,1,0.00011818,0.00154181
ecek,1,0.00011818,0.00154181
kerjasama,1,0.00011818,0.00154181
prasarana,1,0.00011818,0.00154181
sabtu,1,0.00011818,0.00154181
bismillah,1,0.00011818,0.00154181
yth,1,0.00011818,0.00154181
kpk,1,0.00011818,0.00154181
ppatk,1,0.00011818,0.00154181
asai,1,0.00011818,0.00154181
dewan,1,0.00011818,0.00154181
aparatur,1,0.00011818,0.00154181
individu,1,0.00011818,0.00154181
lingkar,1,0.00011818,0.00154181
kuasa,1,0.00011818,0.00154181
audit,1,0.00011818,0.00154181
jawab,1,0.00011818,0.00154181
simpelt,1,0.00011818,0.00154181
cemerlang,1,0.00011818,0.00154181
senjang,1,0.00011818,0.00154181
gonku,1,0.00011818,0.00154181
ini,1,0.00011818,0.00154181
dannn,1,0.00011818,0.00154181
masake,1,0.00011818,0.00154181
bisabisa,1,0.00011818,0.00154181
diliatin,1,0.00011818,0.00154181
dipaksain,1,0.00011818,0.00154181
blakblakan,1,0.00011818,0.00154181
jelata,1,0.00011818,0.00154181
celah,1,0.00011818,0.00154181
mei,1,0.00011818,0.00154181
daripada,1,0.00011818,0.00154181
konstitusional,1,0.00011818,0.00154181
materi,1,0.00011818,0.00154181
ayat,1,0.00011818,0.00154181
serta,1,0.00011818,0.00154181
undangundang,1,0.00011818,0.00154181
nomor,1,0.00011818,0.00154181
selesai,1,0.00011818,0.00154181
akuntabilitas,1,0.00011818,0.00154181
sapa,1,0.00011818,0.00154181
kue,1,0.00011818,0.00154181
kandung,1,0.00011818,0.00154181
higienitas,1,0.00011818,0.00154181
desakelurahan,1,0.00011818,0.00154181
kdkmp,1,0.00011818,0.00154181
referensi,1,0.00011818,0.00154181
admin,1,0.00011818,0.00154181
peenah,1,0.00011818,0.00154181
dengar,1,0.00011818,0.00154181
iring,1,0.00011818,0.00154181
phuwin,1,0.00011818,0.00154181
tommyhilfiger,1,0.00011818,0.00154181
punya,1,0.00011818,0.00154181
utang,1,0.00011818,0.00154181
tumpuk,1,0.00011818,0.00154181
konstitusi,1,0.00011818,0.00154181
unik,1,0.00011818,0.00154181
rampok,1,0.00011818,0.00154181
suara,1,0.00011818,0.00154181
inkonstitusional,1,0.00011818,0.00154181
pragmatis,1,0.00011818,0.00154181
atwogang,1,0.00011818,0.00154181
postverzet,1,0.00011818,0.00154181
lemah,1,0.00011818,0.00154181
era,1,0.00011818,0.00154181
sanksi,1,0.00011818,0.00154181
lejit,1,0.00011818,0.00154181
tren,1,0.00011818,0.00154181
tulung,1,0.00011818,0.00154181
andrie,1,0.00011818,0.00154181
perthsanta,1,0.00011818,0.00154181
cmi,1,0.00011818,0.00154181
infinity,1,0.00011818,0.00154181
collectible,1,0.00011818,0.00154181
card,1,0.00011818,0.00154181
sepele,1,0.00011818,0.00154181
gandeng,1,0.00011818,0.00154181
kopi,1,0.00011818,0.00154181
juntrung,1,0.00011818,0.00154181
variatif,1,0.00011818,0.00154181
jebak,1,0.00011818,0.00154181
polemik,1,0.00011818,0.00154181
utuh,1,0.00011818,0.00154181
informasi,1,0.00011818,0.00154181
kritis,1,0.00011818,0.00154181
sesat,1,0.00011818,0.00154181
jumawa,1,0.00011818,0.00154181
india,1,0.00011818,0.00154181
midday,1,0.00011818,0.00154181
meal,1,0.00011818,0.00154181
scheme,1,0.00011818,0.00154181
dekade,1,0.00011818,0.00154181
sempit,1,0.00011818,0.00154181
unt,1,0.00011818,0.00154181
tutup,1,0.00011818,0.00154181
kisar,1,0.00011818,0.00154181
tembus,1,0.00011818,0.00154181
jak,1,0.00011818,0.00154181
ta,1,0.00011818,0.00154181
bergizigratis,1,0.00011818,0.00154181
tunjuk,1,0.00011818,0.00154181
lur,1,0.00011818,0.00154181
tahi,1,0.00011818,0.00154181
kucing,1,0.00011818,0.00154181
kena,1,0.00011818,0.00154181
menuhin,1,0.00011818,0.00154181
lupa,1,0.00011818,0.00154181
heran,1,0.00011818,0.00154181
bahasbahas,1,0.00011818,0.00154181
ngerti,1,0.00011818,0.00154181
brokoli,1,0.00011818,0.00154181
mental,1,0.00011818,0.00154181
tangguh,1,0.00011818,0.00154181
omong,1,0.00011818,0.00154181
ngadain,1,0.00011818,0.00154181
janjiin,1,0.00011818,0.00154181
direktur,1,0.00011818,0.00154181
monitor,1,0.00011818,0.00154181
wisnuwardana,1,0.00011818,0.00154181
kau,1,0.00011818,0.00154181
ladang,1,0.00011818,0.00154181
sskali,1,0.00011818,0.00154181
suap,1,0.00011818,0.00154181
defisit,1,0.00011818,0.00154181
fiskal,1,0.00011818,0.00154181
maksimal,1,0.00011818,0.00154181
