No,full_text,username,tweet_tokens_stemmed,n_token,n_token_unik,entropy_bit,entropy_max,entropy_norm
120,siswa dan guru di smp  airmadidi minahasa utara diduga keracunan makan siang gratis data per tanggal november setidaknya rumah sakit di sulawesi utara dijadikan rujukan untuk merawat puluhan siswa yang keracunan pasca menyatap program makan bergizi gratis,lbhmanado,"['siswa', 'guru', 'smp', 'airmadidi', 'minahasa', 'utara', 'duga', 'racun', 'makan', 'siang', 'gratis', 'data', 'tanggal', 'november', 'rumah', 'sakit', 'sulawesi', 'utara', 'jadi', 'rujuk', 'rawat', 'puluh', 'siswa', 'racun', 'pasca', 'menyatap', 'program', 'makan', 'gizi', 'gratis']",30,25,4.5735572622391185,4.643856189774724,0.984862
121,babinsa sukolilo dampingi program makan bergizi gratis di sekolah,Dim0830,"['babinsa', 'sukolilo', 'damping', 'program', 'makan', 'gizi', 'gratis', 'sekolah']",8,8,2.9999999999884586,3.0,1.0
122,kodim mojokerto bersama bps kota mojokerto menggelar rapat koordinasi dan evaluasi program makan bergizi gratis mbg sebagai wujud sinergi dalam mengawal program strategis nasional,Kodim0815Mjk,"['kodim', 'mojokerto', 'bps', 'kota', 'mojokerto', 'gelar', 'rapat', 'koordinasi', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'wujud', 'sinergi', 'awal', 'program', 'strategis', 'nasional']",20,18,4.121928094861394,4.169925001442312,0.98849
123,sinergi tnipolri dukung program makan bergizi gratis bhabinkamtibmas desa tegallalang aiptu  dewa made sandat bersama babinsa sertu  gst arbajaya melaksanakan atensi pendistribusian program makan bergizi gratis mbg tahap  dari sppg tegallalang ke sekolahsekolah,POLSEKTGLL_15,"['sinergi', 'tnipolri', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'bhabinkamtibmas', 'desa', 'tegallalang', 'aiptu', 'dewa', 'made', 'sandat', 'babinsa', 'sertu', 'gst', 'arbajaya', 'laksana', 'atensi', 'distribusi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tahap', 'sppg', 'tegallalang', 'sekolahsekolah']",30,25,4.5735572622391185,4.643856189774724,0.984862
124,polsek sukadana pantau langsung program makan bergizi gratis di smpn sukadana ciamis,djavatodaycom,"['polsek', 'sukadana', 'pantau', 'langsung', 'program', 'makan', 'gizi', 'gratis', 'smpn', 'sukadana', 'ciamis']",11,10,3.277613436804688,3.321928094887362,0.98666
125,koramil paiton dukung program makan bergizi gratis tingkatkan kesehatan pelajar simak selengkapnya disini,Pendam5,"['koramil', 'paiton', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'tingkat', 'sehat', 'ajar', 'simak', 'lengkap']",12,12,3.584962500703843,3.584962500721156,1.0
126,bpkp kalteng melaksanakan evaluasi program makan bergizi gratis mbg di kabupaten barito timur guna memastikan kepatuhan pelaksanaan terhadap regulasi dan rencana kerja serta mengidentifikasi permasalahan serta risiko yang menghambat pelaksanaan program mbg,bpkp_kalteng,"['bpkp', 'kalteng', 'laksana', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'kabupaten', 'barito', 'timur', 'patuh', 'laksana', 'regulasi', 'rencana', 'kerja', 'identifikasi', 'masalah', 'risiko', 'hambat', 'laksana', 'program', 'mbg']",24,20,4.220175521435491,4.321928094887363,0.976457
127,setiap anak berhak tumbuh sehat dan kuat mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi tersenyum lebih lebar dan meraih masa depan yang lebih cerah,InfoMakan2,"['anak', 'hak', 'tumbuh', 'sehat', 'kuat', 'mari', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'ajar', 'penuh', 'energi', 'senyum', 'lebar', 'raih', 'cerah']",18,18,4.169925001416344,4.169925001442312,1.0
128,program makan bergizi gratis mbg beralih fungsi menjadi garda terdepan penyaluran makanan darurat untuk korban bencana di sumatera aceh sumut sumbar ribuan paket makanan bergizi didistribusikan setiap hari untuk memastikan kebutuhan dasar korban terpenuhi,cutewoman__,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'alih', 'fungsi', 'garda', 'depan', 'salur', 'makan', 'darurat', 'korban', 'bencana', 'sumatera', 'aceh', 'sumut', 'sumbar', 'ribu', 'paket', 'makan', 'gizi', 'distribusi', 'butuh', 'dasar', 'korban', 'penuh']",27,23,4.430632409457565,4.523561956057013,0.979457
129,gizi terpenuhi ibu hamil lebih tenang program makan bergizi gratis hadir memastikan kesehatan ibu dan calon bayi terjaga tanpa beban biaya bukti nyata kepedulian pemerintah untuk melahirkan generasi kuat,khaliqbyard215,"['gizi', 'penuh', 'hamil', 'tenang', 'program', 'makan', 'gizi', 'gratis', 'hadir', 'sehat', 'calon', 'bayi', 'jaga', 'beban', 'biaya', 'bukti', 'nyata', 'peduli', 'perintah', 'lahir', 'generasi', 'kuat']",22,21,4.368522527697911,4.392317422778761,0.994583
130,mobil lab keliling dari bpom ini keren banget soalnya langsung turun ke daerah yang susah dijangkau buat pastikan program makan bergizi gratis berjalan aman dan tepat ini contoh nyata kerja senyap tapi ngena buat banyak orang,law_ismylife,"['mobil', 'lab', 'keliling', 'bpom', 'keren', 'sekali', 'langsung', 'turun', 'daerah', 'susah', 'jangkau', 'pasti', 'program', 'makan', 'gizi', 'gratis', 'jalan', 'aman', 'contoh', 'nyata', 'kerja', 'senyap', 'ngena', 'orang']",24,24,4.584962500686531,4.584962500721156,1.0
131,kepala badan gizi nasional bgn mengungkap peran vital program makan bergizi gratis mbg dalam perekonomian indonesia,tvOneNews,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'ungkap', 'peran', 'vital', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'ekonomi', 'indonesia']",15,14,3.7735572622549887,3.807354922057604,0.991123
132,polres klungkung melaksanakan pre launching program makan bergizi gratis mbg sppg polres klungkung yang dipusatkan di tk kemala bhayangkari polres klungkung,PKlungkung,"['polres', 'klungkung', 'laksana', 'pre', 'launching', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sppg', 'polres', 'klungkung', 'pusat', 'tk', 'kemala', 'bhayangkari', 'polres', 'klungkung']",19,15,3.7474130395100014,3.9068905956085187,0.95918
133,program makan bergizi gratis ini benarbenar jadi penyelamat untuk banyak ibu hamil mereka nggak lagi harus mikir dua kali soal biaya buat memenuhi kebutuhan gizi hariannya karena semua sudah disiapkan dengan terukur dan seimbang,al_lasan7,"['program', 'makan', 'gizi', 'gratis', 'benarbenar', 'selamat', 'hamil', 'tidak', 'mikir', 'kali', 'biaya', 'penuh', 'butuh', 'gizi', 'hari', 'siap', 'ukur', 'imbang']",18,17,4.058813890306675,4.087462841250339,0.992991
134,balai besar obat dan makanan bpom menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis mbg,jjaprin24,"['balai', 'obat', 'makan', 'bpom', 'hadir', 'mobil', 'laboratorium', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'mbg']",13,12,3.546593564277625,3.584962500721156,0.989297
135,bpom menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis mbg mobil ini menjangkau daerah daerah yang jauh dari jangkauan balai pom guna mendukung program prioritas dari pemerintah,diyarablues,"['bpom', 'hadir', 'mobil', 'laboratorium', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'mobil', 'jangkau', 'daerah', 'daerah', 'jangkau', 'balai', 'pom', 'dukung', 'program', 'prioritas', 'perintah']",21,16,3.9161269465652007,4.0,0.979032
136,inovasi mobil laboratorium keliling bpom siap menjangkau pelosok negeri demi memastikan keamanan pangan program makan bergizi gratis agar anak indonesia tumbuh sehat dan cerdas tanpa rasa khawatir,PrayogaAditam,"['inovasi', 'mobil', 'laboratorium', 'keliling', 'bpom', 'jangkau', 'pelosok', 'negeri', 'aman', 'pangan', 'program', 'makan', 'gizi', 'gratis', 'anak', 'indonesia', 'tumbuh', 'sehat', 'cerdas', 'khawatir']",20,20,4.321928094858508,4.321928094887363,1.0
137,penerapan sistem grading dapur oleh badan gizi nasional bersama lembaga survei independen menjamin standar keamanan pangan yang tinggi demi kesuksesan program makan bergizi gratis tahun depan,PrayogaAditam,"['terap', 'sistem', 'grading', 'dapur', 'badan', 'gizi', 'nasional', 'lembaga', 'survei', 'independen', 'jamin', 'standar', 'aman', 'pangan', 'sukses', 'program', 'makan', 'gizi', 'gratis']",19,18,4.14266435552288,4.169925001442312,0.993463
138,bpom terus hadir mendukung program makan bergizi gratis mbg dengan mobil laboratorium keliling jangkauan pengawasan pangan kini makin luas hingga pelosok negeri demi asupan yang aman dan bergizi untuk seluruh anak indonesia,berthasintia,"['bpom', 'hadir', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'mobil', 'laboratorium', 'keliling', 'jangkau', 'awas', 'pangan', 'luas', 'pelosok', 'negeri', 'asupan', 'aman', 'gizi', 'anak', 'indonesia']",22,21,4.368522527697911,4.392317422778761,0.994583
139,babinsa koramil samarinda seberang kawal penuh program makan bergizi gratis untuk generasi sehat sertu  syamsudin babinsa kelurahan rapak dalam koramil samarinda seberang aktif mendampingi pelaksanaan program makan bergizi gratis mbg di wilayah binaannya,Kodim0901Smd,"['babinsa', 'koramil', 'samarinda', 'seberang', 'kawal', 'penuh', 'program', 'makan', 'gizi', 'gratis', 'generasi', 'sehat', 'sertu', 'syamsudin', 'babinsa', 'lurah', 'rapak', 'koramil', 'samarinda', 'seberang', 'aktif', 'damping', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'wilayah', 'bina']",30,22,4.373557262243446,4.459431618637297,0.980743
140,bpom menghadirkan mobil laboratorium keliling untuk mendukung program makan bergizi gratis mbg langkah ini memastikan keamanan pangan tetap terpantau hingga daerah yang sulit dijangkau inovasi nyata demi kesehatan masyarakat,barisansopan,"['bpom', 'hadir', 'mobil', 'laboratorium', 'keliling', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'langkah', 'aman', 'pangan', 'pantau', 'daerah', 'sulit', 'jangkau', 'inovasi', 'nyata', 'sehat', 'masyarakat']",22,22,4.459431618605558,4.459431618637297,1.0
141,babinsa blimbing pendampingan program makan bergizi gratis di sdn polowijen,Serucoid1,"['babinsa', 'blimbing', 'damping', 'program', 'makan', 'gizi', 'gratis', 'sdn', 'polowijen']",9,9,3.169925001429328,3.169925001442312,1.0
142,sidokkes polres bangli memastikan makanan program makan bergizi gratis aman dan layak dikonsumsi melalui pemeriksaan food safety di sppg polres bangli seluruh sampel makanan dinyatakan bebas bahan kimia berbahaya dan disajikan dalam kondisi higienis sesuai standar,KintamaniPolsek,"['sidokkes', 'polres', 'bangli', 'makan', 'program', 'makan', 'gizi', 'gratis', 'aman', 'layak', 'konsumsi', 'periksa', 'food', 'safety', 'sppg', 'polres', 'bangli', 'sampel', 'makan', 'nyata', 'bebas', 'bahan', 'kimia', 'bahaya', 'saji', 'kondisi', 'higienis', 'sesuai', 'standar']",29,25,4.556088322603109,4.643856189774724,0.9811
143,polresta palangka raya hadiri rakor optimalisasi program makan bergizi gratis polresta palangka raya menghadiri rapat koordinasi rakor optimalisasi pelaksanaan program makan bergizi gratis yang digelar di ruang rapat peteng karuhei ii kantor wali kota palangka raya,PolresPalangka,"['polresta', 'palangka', 'raya', 'hadir', 'rakor', 'optimalisasi', 'program', 'makan', 'gizi', 'gratis', 'polresta', 'palangka', 'raya', 'hadir', 'rapat', 'koordinasi', 'rakor', 'optimalisasi', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'gelar', 'ruang', 'rapat', 'teng', 'karuhei', 'ii', 'kantor', 'wali', 'kota', 'palangka', 'raya']",34,21,4.278351811681015,4.392317422778761,0.974053
144,polres klungkung gelar prelaunching program makan bergizi gratis di tk kemala bhayangkari klungkung,PKlungkung,"['polres', 'klungkung', 'gelar', 'prelaunching', 'program', 'makan', 'gizi', 'gratis', 'tk', 'kemala', 'bhayangkari', 'klungkung']",12,11,3.418295834038619,3.4594316186372973,0.988109
145,bpom turun langsung kawal program makan bergizi gratis di solo,IDNTimesJateng,"['bpom', 'turun', 'langsung', 'kawal', 'program', 'makan', 'gizi', 'gratis', 'solo']",9,9,3.169925001429328,3.169925001442312,1.0
146,presiden prabowo memberi penegasan penting bagi pihakpihak yang meremehkan keberhasilan program makan bergizi gratis kritik boleh ada namun fakta di lapangan tidak bisa diputarbalikkan distribusi masif sudah berjalan dan mencapai juta penerima manfaat setiap hari beliau,oxrth_,"['presiden', 'prabowo', 'tegas', 'pihakpihak', 'remeh', 'hasil', 'program', 'makan', 'gizi', 'gratis', 'kritik', 'fakta', 'lapang', 'diputarbalikkan', 'distribusi', 'masif', 'jalan', 'capai', 'juta', 'terima', 'manfaat', 'beliau']",22,22,4.459431618605558,4.459431618637297,1.0
147,pemerintah terus memastikan program makan bergizi gratis berjalan lebih rapi dan tepat sasaran temuan dari lapangan langsung diteruskan untuk dibenahi fokusnya sederhana perlindungan anak harus terasa nyata dan merata,bungkusekoran,"['perintah', 'program', 'makan', 'gizi', 'gratis', 'jalan', 'rapi', 'sasar', 'temu', 'lapang', 'langsung', 'terus', 'benah', 'fokus', 'sederhana', 'lindung', 'anak', 'nyata', 'rata']",19,19,4.247927513416173,4.247927513443585,1.0
148,presiden prabowo ungkap juta penerima manfaat program makan bergizi gratis setara kali penduduk singapura hingga menjangkau daerah terpencil,detikcom,"['presiden', 'prabowo', 'juta', 'terima', 'manfaat', 'program', 'makan', 'gizi', 'gratis', 'tara', 'kali', 'duduk', 'singapura', 'jangkau', 'daerah', 'pencil']",16,16,3.9999999999769167,4.0,1.0
149,gibran minta mbg terus dibenahi temuan kpai akan dibawa ke bgn pemerintah memastikan komitmen untuk terus memperbaiki sistem dan pelaksanaan program makan bergizi gratis mbg sebagai bagian dari upaya memperkuat perlindungan anak dan memastikan efektivitas kebijakan prioritas,akuratco,"['gibran', 'mbg', 'benah', 'temu', 'kpai', 'bawa', 'bgn', 'perintah', 'komitmen', 'baik', 'sistem', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'upaya', 'kuat', 'lindung', 'anak', 'efektivitas', 'bijak', 'prioritas']",24,23,4.50162916735464,4.523561956057013,0.995151
150,program makan bergizi gratis mbg menjadi langkah nyata negara dalam menyiapkan generasi sehat dan berdaya saing melalui pemenuhan gizi sejak dini,Viviviviichan,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'langkah', 'nyata', 'negara', 'generasi', 'sehat', 'daya', 'saing', 'penuh', 'gizi']",14,13,3.664497779181707,3.700439718141092,0.990287
151,polri terbitkan buku rasa bhayangkara nusantara sebagai rujukan diversifikasi pangan untuk program makan bergizi gratis,car_imar,"['polri', 'terbit', 'buku', 'bhayangkara', 'nusantara', 'rujuk', 'diversifikasi', 'pangan', 'program', 'makan', 'gizi', 'gratis']",12,12,3.584962500703843,3.584962500721156,1.0
152,ketum golkar bahlil dorong program makan bergizi gratis untuk pelosok indonesia dirinya menilai program ini penting karena pernah busung lapar,detikcom,"['tum', 'golkar', 'bahlil', 'dorong', 'program', 'makan', 'gizi', 'gratis', 'pelosok', 'indonesia', 'nilai', 'program', 'busung', 'lapar']",14,13,3.664497779181707,3.700439718141092,0.990287
153,kpai pantau program makan bergizi gratis di depok memastikan setiap murid bukan cuma kenyang tapi mendapat gizi seimbang amp aman,KPAI_official,"['kpai', 'pantau', 'program', 'makan', 'gizi', 'gratis', 'depok', 'siswa', 'kenyang', 'gizi', 'imbang', 'aman']",12,11,3.418295834038619,3.4594316186372973,0.988109
154,program makan bergizi gratis mbg bagi ibu hamil ibu menyusui dan balita nonpaud  di desa parakan kecamatan leuwimunding kabupaten majalengka mendapat perhatian masyarakat usai penerima manfaatnya mengalami dugaan keracunan pada kamis insiden ini diduga,ferizandra,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'hamil', 'susu', 'balita', 'nonpaud', 'desa', 'para', 'camat', 'leuwimunding', 'kabupaten', 'majalengka', 'perhati', 'masyarakat', 'terima', 'manfaat', 'alami', 'duga', 'racun', 'kamis', 'insiden', 'duga']",25,24,4.5638561897401,4.584962500721156,0.995397
155,kepala badan gizi nasional bgn dadan hindayana menargetkan tidak ada orang lagi yang keracunan dalam program makan bergizi gratis mbg,liputan6dotcom,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'target', 'orang', 'racun', 'program', 'makan', 'gizi', 'gratis', 'mbg']",15,14,3.7735572622549887,3.807354922057604,0.991123
156,presiden prabowo subianto mengumumkan capaian signifikan program makan bergizi gratis mbg yang kini telah menjangkau sekitar juta penerima manfaat setiap harinya,MediaPrabowoID,"['presiden', 'prabowo', 'subianto', 'umum', 'capai', 'signifikan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'jangkau', 'juta', 'terima', 'manfaat', 'hari']",16,16,3.9999999999769167,4.0,1.0
157,sinergi berbagai pihak membuat program makan bergizi gratis mampu mendistribusikan makanan bergizi secara merata memperkuat kualitas hidup anak,bhinneka_news,"['sinergi', 'program', 'makan', 'gizi', 'gratis', 'distribusi', 'makan', 'gizi', 'rata', 'kuat', 'kualitas', 'hidup', 'anak']",13,11,3.3927474104329143,3.4594316186372973,0.980724
158,program makan bergizi gratis mbg akan didistribusikan langsung kepada anak jalanan hingga lansia yang membutuhkan upaya ini layak didukung agar dapat segera terealisasi dan makin banyak yang merasakan manfaatnya,bungkusekoran,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'distribusi', 'langsung', 'anak', 'jalan', 'lansia', 'butuh', 'upaya', 'layak', 'dukung', 'realisasi', 'rasa', 'manfaat']",17,17,4.087462841225814,4.087462841250339,1.0
159,maklumin aja ges program mbg ini punya kan bisa tiga program mbah bowo gibran program militer banyak gawean guna program makan bergizi gratis,Rebornian48,"['maklumin', 'teman', 'program', 'mbg', 'program', 'mbah', 'bowo', 'gibran', 'program', 'militer', 'gawean', 'program', 'makan', 'gizi', 'gratis']",15,12,3.373557262257873,3.584962500721156,0.94103
160,gunungkidul perbarui data penerima program makan bergizi gratis dorong bantuan tepat sasaran,TuguJogja_id,"['gunungkidul', 'baru', 'data', 'terima', 'program', 'makan', 'gizi', 'gratis', 'dorong', 'bantu', 'sasar']",11,11,3.4594316186214273,3.4594316186372973,1.0
161,program makan bergizi gratis mbg memperkuat masa depan anak bangsa dengan memastikan akses gizi sehat yang merata sekaligus mendorong peningkatan kualitas pendidikan sejak dini,Viviviviichan,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'kuat', 'anak', 'bangsa', 'akses', 'gizi', 'sehat', 'rata', 'dorong', 'tingkat', 'kualitas', 'didik']",16,15,3.8749999999783586,3.9068905956085187,0.991837
162,presiden prabowo subianto mengklaim program makan bergizi gratis mbg sebagai salah satu program terbaik di dunia setelah dalam bulan berhasil menjangkau juta penerima manfaat menurut prabowo capaian ini merupakan prestasi logistik besar karena melebihi brasil yang,RadioElshinta,"['presiden', 'prabowo', 'subianto', 'klaim', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'salah', 'program', 'baik', 'dunia', 'hasil', 'jangkau', 'juta', 'terima', 'manfaat', 'prabowo', 'capai', 'prestasi', 'logistik', 'lebih', 'brasil']",24,22,4.418295834022749,4.459431618637297,0.990776
163,program makan bergizi gratis bukan sekadar berbagi makanan tetapi menjadi lokomotif ekonomi baru yang membuka lapangan kerja luas bagi sektor pangan dan menyejahterakan pelaku usaha kecil di seluruh daerah,PrayogaAditam,"['program', 'makan', 'gizi', 'gratis', 'bagi', 'makan', 'lokomotif', 'ekonomi', 'buka', 'lapang', 'kerja', 'luas', 'sektor', 'pangan', 'sejahtera', 'laku', 'usaha', 'daerah']",18,17,4.058813890306675,4.087462841250339,0.992991
164,program makan bergizi gratis menjadi fondasi kokoh menuju indonesia maju dengan mencetak generasi yang sehat cerdas dan produktif melalui asupan gizi seimbang yang diberikan sejak usia dini di sekolah,PrayogaAditam,"['program', 'makan', 'gizi', 'gratis', 'fondasi', 'kokoh', 'indonesia', 'maju', 'cetak', 'generasi', 'sehat', 'cerdas', 'produktif', 'asupan', 'gizi', 'imbang', 'usia', 'sekolah']",18,17,4.058813890306675,4.087462841250339,0.992991
165,program makan bergizi gratis mbg menjadi pondasi penting untuk mencetak generasi sehat cerdas dan produktif dengan pemenuhan gizi yang berkelanjutan sumber,Viviviviichan,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'pondasi', 'cetak', 'generasi', 'sehat', 'cerdas', 'produktif', 'penuh', 'gizi', 'lanjut', 'sumber']",15,14,3.7735572622549887,3.807354922057604,0.991123
166,program makan bergizi gratis mbg yang dijalankan badan gizi nasional bgn terbukti menciptakan lapangan kerja dan memperkuat ekosistem usaha kuliner mengubah satuan pelayanan pemenuhan gizi sppg menjadi lokomotif baru penciptaan lapangan kerja,jjaprin24,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'jalan', 'badan', 'gizi', 'nasional', 'bgn', 'bukti', 'cipta', 'lapang', 'kerja', 'kuat', 'ekosistem', 'usaha', 'kuliner', 'ubah', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'lokomotif', 'cipta', 'lapang', 'kerja']",28,23,4.423251796947154,4.523561956057013,0.977825
167,bgn menegaskan bahwa insentif senilai rp juta per hari untuk dapur program makan bergizi gratis mbg akan dipotong apabila fasilitas satuan pelayanan pemenuhan gizi sppg tidak memenuhi standar yang telah ditetapkan,nafian1010,"['bgn', 'insentif', 'nila', 'rp', 'juta', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'potong', 'fasilitas', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'penuh', 'standar', 'tetap']",21,19,4.201841232275159,4.247927513443585,0.989151
168,program makan bergizi gratis mbg bukan sekadar bantuan makanan melainkan investasi strategis dalam  menciptakan generasi yang sehat cerdas dan produktif yang akan jadi fondasi indonesia maju,nafian1010,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'bantu', 'makan', 'investasi', 'strategis', 'cipta', 'generasi', 'sehat', 'cerdas', 'produktif', 'fondasi', 'indonesia', 'maju']",17,16,3.9698157824037272,4.0,0.992454
169,mensos gus ipul menyebut penyandang disabilitas akan menjadi sasaran program makan bergizi gratis yang mulai berjalan dan menargetkan ribu penerima,detikcom,"['mensos', 'gus', 'ipul', 'sebut', 'sandang', 'disabilitas', 'sasar', 'program', 'makan', 'gizi', 'gratis', 'jalan', 'target', 'ribu', 'terima']",15,15,3.906890595586879,3.9068905956085187,1.0
170,wakil bupati asluchul alif dorong perlindungan ketenagakerjaan bagi relawan dan tenaga pendukung program makan bergizi gratis,IniGresik,"['wakil', 'bupati', 'asluchul', 'alif', 'dorong', 'lindung', 'ketenagakerjaan', 'rawan', 'tenaga', 'dukung', 'program', 'makan', 'gizi', 'gratis']",14,14,3.807354922037407,3.807354922057604,1.0
171,personil polsek pangkalan kuras melaksanakan pengawasan program makan bergizi gratis mbg di mts alqasimiyah dan smpn pangkalan kuras dengan total sasaran dan porsi bagi siswasiswi,polsek_pklkuras,"['personil', 'polsek', 'pangkal', 'kuras', 'laksana', 'awas', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'mts', 'alqasimiyah', 'smpn', 'pangkal', 'kuras', 'total', 'sasar', 'porsi', 'siswasiswi']",20,18,4.121928094861394,4.169925001442312,0.98849
172,badan gizi nasional sehubungan dengan pelaksanaan program makan bergizi gratis mbg oleh badan gizi nasional penempatan sppg purwokerto lor banyumas membutuhkan karyawan untuk posisi akuntan koki chef ahli gizi driver kru dapur,lokerpwt,"['badan', 'gizi', 'nasional', 'hubung', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'badan', 'gizi', 'nasional', 'tempat', 'sppg', 'purwokerto', 'lor', 'banyumas', 'butuh', 'karyawan', 'posisi', 'akuntan', 'koki', 'chef', 'ahli', 'gizi', 'driver', 'kru', 'dapur']",29,24,4.444187891644671,4.584962500721156,0.969296
173,tabik puun hallo sobat mataneka mtsn way kanan mulai salurkan program makan bergizi gratis mbg kepada siswa link berita kemenaglampung raksabhinayaadhiwira,mtsn1waykanan,"['tabik', 'puun', 'halo', 'teman', 'mataneka', 'mtsn', 'way', 'kanan', 'salur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'siswa', 'link', 'berita', 'kemenaglampung', 'raksabhinayaadhiwira']",19,19,4.247927513416173,4.247927513443585,1.0
174,ak ada lagi anak sekolah yang lapar program makan bergizi gratis hadirkan senyum dan semangat belajar,AlamINDKu,"['aku', 'anak', 'sekolah', 'lapar', 'program', 'makan', 'gizi', 'gratis', 'hadir', 'senyum', 'semangat', 'ajar']",12,12,3.584962500703843,3.584962500721156,1.0
175,gizi cukup prestasi meningkat mari dukung program makan bergizi gratis demi masa depan anakanak kita,AlamINDKu,"['gizi', 'prestasi', 'tingkat', 'mari', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'anakanak']",10,9,3.1219280948743777,3.169925001442312,0.984859
176,dadan hindayana di balik program makan bergizi gratis dari kampus ke garda depan kebijakan nasional,RadioElshinta,"['dad', 'hindayana', 'program', 'makan', 'gizi', 'gratis', 'kampus', 'garda', 'bijak', 'nasional']",10,10,3.3219280948729355,3.321928094887362,1.0
177,tujuan lain dari program mbg makan bergizi gratis asslah membangun ekosistem ekonomis yang menumbuhkan pemberdayaan ekonomi lokal beberapa dapur mbg sppg juara menciptakan dan menguatkan ekosistem pemberdayaan masyarakatdiberi penghargaan inspiradaya dari kemenko pm,cakimiNOW,"['tuju', 'program', 'mbg', 'makan', 'gizi', 'gratis', 'asslah', 'bangun', 'ekosistem', 'ekonomis', 'tumbuh', 'daya', 'ekonomi', 'lokal', 'dapur', 'mbg', 'sppg', 'juara', 'cipta', 'kuat', 'ekosistem', 'daya', 'masyarakatdiberi', 'harga', 'inspiradaya', 'kemenko', 'pm']",27,24,4.532665279906622,4.584962500721156,0.988594
178,program makan bergizi gratis sejalan dengan visi indonesia emas satu langkah gizi sehat seribu manfaat untuk negeri,Nur_Syahira98,"['program', 'makan', 'gizi', 'gratis', 'jalan', 'visi', 'indonesia', 'emas', 'langkah', 'gizi', 'sehat', 'ribu', 'manfaat', 'negeri']",14,13,3.664497779181707,3.700439718141092,0.990287
179,antusiasme luar biasa dari siswasiswi di pelosok garut saat menyambut program makan bergizi gratis mbg senyum ceria mereka adalah bukti nyata bahwa akses gizi yang baik bisa membawa harapan dan semangat belajar gizi baik semangat belajar makin tinggi,cutewoman__,"['antusiasme', 'siswasiswi', 'pelosok', 'garut', 'sambut', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'senyum', 'ceria', 'bukti', 'nyata', 'akses', 'gizi', 'bawa', 'harap', 'semangat', 'ajar', 'gizi', 'semangat', 'ajar']",23,19,4.1429146733268425,4.247927513443585,0.975279
180,dadan hindayana memastikan pengawasan program makan bergizi gratis semakin ketat dengan membatasi beban kerja dapur agar kualitas gizi terjaga dan risiko keamanan pangan dapat ditekan seminimal mungkin,PrayogaAditam,"['dad', 'hindayana', 'awas', 'program', 'makan', 'gizi', 'gratis', 'ketat', 'batas', 'beban', 'kerja', 'dapur', 'kualitas', 'gizi', 'jaga', 'risiko', 'aman', 'pangan', 'tekan', 'minimal']",20,19,4.221928094859951,4.247927513443585,0.99388
181,semua pihak yang bekerja dapur sppg menjadi urat nadi pelaksanaan program makan bergizi gratis kerja nyata dan tanggung jawab yg mereka menu makanan sehat dan bergizi seimbang untuk penerima manfaat disiapkan ferry irwandi shanti filipina,Aprilia_wiji,"['dapur', 'sppg', 'urat', 'nadi', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'kerja', 'nyata', 'tanggung', 'menu', 'makan', 'sehat', 'gizi', 'imbang', 'terima', 'manfaat', 'siap', 'ferry', 'irwandi', 'shanti', 'filipina']",24,22,4.418295834022749,4.459431618637297,0.990776
