No,full_text,username,tweet_tokens_stemmed,n_token,n_token_unik,entropy_bit,entropy_max,entropy_norm
267,mbg makan bergizi gratis kalau yang buat ai gpt dengan codex berasa banget aura nasionalismenya bandingkan sama web bgn disebelah kanan,F2aldi,"['mbg', 'makan', 'gizi', 'gratis', 'ai', 'gpt', 'codex', 'asa', 'sekali', 'aura', 'nasionalisme', 'banding', 'web', 'bgn', 'belah', 'kanan']",16,16,3.9999999999769167,4.0,1.0
268,dadan menyebut pihaknya tidak mungkin bekerja sendirian dalam proses pengadaan ini ia menepis isu bahwa pengadaan motor listrik untuk program makan bergizi gratis dilakukan secara sepihak tanpa persetujuan kementerian keuangan gt yang benar mana nih,King_PWS_,"['dad', 'sebut', 'proses', 'ada', 'menep', 'isu', 'ada', 'motor', 'listrik', 'program', 'makan', 'gizi', 'gratis', 'tuju', 'menteri', 'uang', 'gitu']",17,16,3.9698157824037272,4.0,0.992454
269,program makan bergizi gratis menjadi wujud nyata transformasi gizi bangsa memperkuat pilar mbg yang kokoh dalam menciptakan generasi sehat cerdas dan berkualitas sebagai fondasi masa depan indonesia,Vifirukmini,"['program', 'makan', 'gizi', 'gratis', 'wujud', 'nyata', 'transformasi', 'gizi', 'bangsa', 'kuat', 'pilar', 'mbg', 'kokoh', 'cipta', 'generasi', 'sehat', 'cerdas', 'kualitas', 'fondasi', 'indonesia']",20,19,4.221928094859951,4.247927513443585,0.99388
270,program makan bergizi gratis mbg memang datang dengan tantangan besar dari distribusi yang kompleks risiko keamanan pangan sampai beban anggaran negara yang tidak sedikit tapi tujuannya satu meningkatkan kualitas manusia indonesia dari hal paling dasar gizi prof arif,kompascom,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'tantang', 'distribusi', 'kompleks', 'risiko', 'aman', 'pangan', 'beban', 'anggar', 'negara', 'tuju', 'tingkat', 'kualitas', 'manusia', 'indonesia', 'dasar', 'gizi', 'prof', 'arif']",23,22,4.436605434286142,4.459431618637297,0.994881
271,wkwkwkwk rakyat harus terus kekurangan gizi agar program makan bergizi gratis mbg tetap relevan selama tahun,salam4jari,"['wkwkwkwk', 'rakyat', 'kurang', 'gizi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'relevan']",10,9,3.1219280948743777,3.169925001442312,0.984859
272,kepala badan pengawas obat dan makanan bpom ri taruna ikrar mengakui belum pernah sama sekali melakukan uji sampling program makan bergizi gratis sejak program tersebut berjalan,blue_berets7,"['kepala', 'badan', 'awas', 'obat', 'makan', 'bpom', 'ri', 'taruna', 'ikrar', 'aku', 'uji', 'sampling', 'program', 'makan', 'gizi', 'gratis', 'program', 'jalan']",18,16,3.947702779197007,4.0,0.986926
273,program mbg dorong rantai pasok lokal budidaya lele jadi tulang punggung blora april program makan bergizi gratis mbg tidak hanya berperan dalam meningkatkan asupan gizi masyarakat tetapi mendorong terbentuknya rantai pasok pangan lokal berbasis komunitas,NenkMonica,"['program', 'mbg', 'dorong', 'rantai', 'pasok', 'lokal', 'budidaya', 'lele', 'tulang', 'punggung', 'blora', 'april', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'peran', 'tingkat', 'asupan', 'gizi', 'masyarakat', 'dorong', 'bentuk', 'rantai', 'pasok', 'pangan', 'lokal', 'bas', 'komunitas']",30,23,4.4402239289086705,4.523561956057013,0.981577
274,kolaborasi lintas sektor mempercepat pelaksanaan program makan bergizi gratis mbg,kenzoo_46,"['kolaborasi', 'lintas', 'sektor', 'cepat', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg']",10,10,3.3219280948729355,3.321928094887362,1.0
275,rakyat butuh solusi yang langsung terasa di perut dan dompet program makan bergizi gratis ini bukti kalau pemerintah nggak mainmain soal kesejahteraan dari akar rumput nggak perlu banyak gaya yang penting kerja nyata el rumi syifa hadju manohara,AnggelaTijam,"['rakyat', 'butuh', 'solusi', 'langsung', 'perut', 'dompet', 'program', 'makan', 'gizi', 'gratis', 'bukti', 'perintah', 'tidak', 'mainmain', 'sejahtera', 'akar', 'rumput', 'tidak', 'gaya', 'kerja', 'nyata', 'el', 'rumi', 'syifa', 'hadju', 'manohara']",26,25,4.623516641181949,4.643856189774724,0.99562
276,personel babinsa jajaran kodim sidrap melaksanakan kegiatan pendampingan penyaluran program makan bergizi gratis di wilayah kabupaten sidrap senin,1420_sidrap,"['personel', 'babinsa', 'jajar', 'kodim', 'sidrap', 'laksana', 'giat', 'damping', 'salur', 'program', 'makan', 'gizi', 'gratis', 'wilayah', 'kabupaten', 'sidrap', 'senin']",17,16,3.9698157824037272,4.0,0.992454
277,makan bergizi gratis investasi masa depan bangsa,cingaran,"['makan', 'gizi', 'gratis', 'investasi', 'bangsa']",5,5,2.321928094880149,2.321928094887362,1.0
278,berkat program makan bergizi gratis ia bisa makan sehat tanpa biaya harapannya program ini terus berlanjut karena sangat berdampak nyata bagi kesehatan dan kebahagiaan siswa di seluruh indonesia,asepopek,"['berkat', 'program', 'makan', 'gizi', 'gratis', 'makan', 'sehat', 'biaya', 'harap', 'program', 'lanjut', 'dampak', 'nyata', 'sehat', 'bahagia', 'siswa', 'indonesia']",17,14,3.734521664759553,3.807354922057604,0.98087
279,guys ada pernyataan dari appmbgi yang menurut gue adalah salah satu yang paling perlu dikritisi dengan sangat teliti hari ini appmbgi asosiasi pengusaha dan pengelola dapur makan bergizi gratis indonesia baru saja mengklaim dua hal sekaligus satu mbg berjalan mulus tanpa,LambeSahamjja,"['teman', 'nyata', 'appmbgi', 'aku', 'salah', 'kritisi', 'teliti', 'appmbgi', 'asosiasi', 'usaha', 'kelola', 'dapur', 'makan', 'gizi', 'gratis', 'indonesia', 'klaim', 'mbg', 'jalan', 'mulus']",20,19,4.221928094859951,4.247927513443585,0.99388
280,rk bgn jagonya bikin program makan bergizi gratis rumah bersubsidi eksklusif yang gratis buat anak yang subsidi buat pegawai yang nggak dapet apaapa guru yang ngajarin anak terlalu asuuu,Alitt4mb3ng,"['rk', 'bgn', 'jago', 'program', 'makan', 'gizi', 'gratis', 'rumah', 'subsidi', 'eksklusif', 'gratis', 'anak', 'subsidi', 'pegawai', 'tidak', 'dapat', 'apaapa', 'guru', 'ngajarin', 'anak', 'asuuu']",21,18,4.1066031370385065,4.169925001442312,0.984815
281,sampang seorang warga mengabarkan bahwa sejumlah murid sdn bira tengah sokobanah sampang mengalami reaksi alergi kulit setelah mengonsumsi menu makan bergizi gratis mbg pada rabu,M3di4Upd4t3,"['sampang', 'warga', 'abar', 'siswa', 'sdn', 'bira', 'sokobanah', 'sampang', 'alami', 'reaksi', 'alergi', 'kulit', 'konsumsi', 'menu', 'makan', 'gizi', 'gratis', 'mbg', 'rabu']",19,18,4.14266435552288,4.169925001442312,0.993463
282,yang nulis program makan bergizi mengambil anggaran pendidikan dan kesehatan bukan saya tapi buku ini,zanatul_91,"['nulis', 'program', 'makan', 'gizi', 'ambil', 'anggar', 'didik', 'sehat', 'buku']",9,9,3.169925001429328,3.169925001442312,1.0
283,garing program makan gratis nabi sulaiman juga gagal pada akhirnya,nbsjbmvtjbob,"['garing', 'program', 'makan', 'gratis', 'nabi', 'sulaiman', 'gagal']",7,7,2.807354922047505,2.807354922057604,1.0
284,baca di sini wakil kepala badan gizi nasional bgn bidang komunikasi publik dan investigasi nanik sudaryati deyang menjelaskan kronologi meninggalnya seorang balita di cianjur jawa barat yang disebut karena mengonsumsi makan bergizi gratis mbg ac,kompascom,"['baca', 'wakil', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'bidang', 'komunikasi', 'publik', 'investigasi', 'nanik', 'sudaryati', 'deyang', 'kronologi', 'tinggal', 'balita', 'cianjur', 'jawa', 'barat', 'konsumsi', 'makan', 'gizi', 'gratis', 'mbg', 'ac']",26,25,4.623516641181949,4.643856189774724,0.99562
285,fokus mbg diperjelas untuk memastikan program makan bergizi gratis benarbenar tepat sasaran bagi anak yang paling membutuhkan dan memberi dampak nyata bagi generasi sehat indonesia,AngkasaAyani,"['fokus', 'mbg', 'jelas', 'program', 'makan', 'gizi', 'gratis', 'benarbenar', 'sasar', 'anak', 'butuh', 'dampak', 'nyata', 'generasi', 'sehat', 'indonesia']",16,16,3.9999999999769167,4.0,1.0
286,yang penting mbg makan bergizi gratis,AkbarGID,"['mbg', 'makan', 'gizi', 'gratis']",4,4,1.9999999999942293,2.0,1.0
287,suplai dapur mbg di jabodetabek omzet pedagang buah di pasar kramat jati meroket jakarta gandi fanani salah satu pedagang buah di pasar kramat jati jakarta timur merasakan peningkatan penjualan sejak kehadiran program makan bergizi gratis mbg pada awal tahun,RadioElshinta,"['suplai', 'dapur', 'mbg', 'jabodetabek', 'omzet', 'dagang', 'buah', 'pasar', 'kramat', 'jati', 'roket', 'jakarta', 'gandi', 'fanani', 'salah', 'dagang', 'buah', 'pasar', 'kramat', 'jati', 'jakarta', 'timur', 'rasa', 'tingkat', 'jual', 'hadir', 'program', 'makan', 'gizi', 'gratis', 'mbg']",31,24,4.502583407126444,4.584962500721156,0.982033
288,program makan bergizi gratis mbg turut mendorong peningkatan permintaan bahan pangan lokal,RadioIdolaSMG,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'dorong', 'tingkat', 'minta', 'bahan', 'pangan', 'lokal']",11,11,3.4594316186214273,3.4594316186372973,1.0
289,polres tabalong bagikan makan bergizi gratis wujud nyata kepedulian untuk generasi muda polres tabalong melalui satuan pelayanan pemenuhan gizi sppg sebagai wujud kepedulian terhadap kesehatan generasi muda dengan mendistribusikan,im_utuhslebew,"['polres', 'tabalong', 'bagi', 'makan', 'gizi', 'gratis', 'wujud', 'nyata', 'peduli', 'generasi', 'muda', 'polres', 'tabalong', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'wujud', 'peduli', 'sehat', 'generasi', 'muda', 'distribusi']",24,17,4.001629167363297,4.087462841250339,0.979001
290,program makan bergizi gratis bukan hanya soal kuantitas tapi kualitas yang utama endipat wijaya turun langsung ke batam untuk memastikan operasional dapur bergizi berjalan sesuai standar higienis dan nutrisi yang telah ditetapkan,Arziky28067,"['program', 'makan', 'gizi', 'gratis', 'kuantitas', 'kualitas', 'utama', 'endipat', 'wijaya', 'turun', 'langsung', 'batam', 'operasional', 'dapur', 'gizi', 'jalan', 'sesuai', 'standar', 'higienis', 'nutrisi', 'tetap']",21,20,4.297079327511811,4.321928094887363,0.994251
291,data akurat program tepat sasaran bersama kita perkuat sinergi untuk keberhasilan program makan bergizi gratis netimistifa,Valenti54333161,"['data', 'akurat', 'program', 'sasar', 'kuat', 'sinergi', 'hasil', 'program', 'makan', 'gizi', 'gratis', 'netimistifa']",12,11,3.418295834038619,3.4594316186372973,0.988109
292,program makan bergizi gratis mbg mengubah nasib daniel rio ananta mantan kernet buah lepas di surakarta menjadi juru masak berpenghasilan tetap di sppg manahan setelah menemukan lowongan melalui media sosial daniel memulai karier sebagai petugas kebersihan lalu naik,antaranews,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'ubah', 'nasib', 'daniel', 'rio', 'ananta', 'mantan', 'kernet', 'buah', 'lepas', 'surakarta', 'juru', 'masak', 'hasil', 'sppg', 'manah', 'temu', 'lowong', 'media', 'sosial', 'daniel', 'karier', 'tugas', 'bersih']",28,27,4.735926350590079,4.754887502163468,0.996012
293,dukung makan bergizi gratis anak sehat hari ini masa depan bangsa lebih kuat investasi terbaik untuk generasi emas,windawardani99,"['dukung', 'makan', 'gizi', 'gratis', 'anak', 'sehat', 'bangsa', 'kuat', 'investasi', 'baik', 'generasi', 'emas']",12,12,3.584962500703843,3.584962500721156,1.0
294,hmmm makan seafood sih karena hidup di laut kalau hidupnya hidup jokowi itu termasuk makan bergizi gratis,MukaPakKusir,"['hmmm', 'makan', 'seafood', 'hidup', 'laut', 'hidup', 'hidup', 'jokowi', 'makan', 'gizi', 'gratis']",11,8,2.845350936610895,3.0,0.94845
295,prabowo evaluasi program makan bergizi gratis agar lebih tepat sasaran fokus mbg diperjelas,citrakiran22,"['prabowo', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'sasar', 'fokus', 'mbg', 'jelas']",10,10,3.3219280948729355,3.321928094887362,1.0
296,pemerintah melakukan evaluasi menyeluruh untuk memastikan program makan bergizi gratis tepat sasaran dan lebih efektif fokus mbg diperjelas,citrakiran22,"['perintah', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'sasar', 'efektif', 'fokus', 'mbg', 'jelas']",11,11,3.4594316186214273,3.4594316186372973,1.0
297,kebijakan prabowo gas pol makan bergizi amp infrastruktur di ini pak prabowo emang lagi kencengkencengnya ngejalankan program makan bergizi gratis targetnya nggak mainmain mau nyentuh puluhan juta anak secara bertahap masalahnya program ini butuh duit gede banget,Taufiqkardians1,"['bijak', 'prabowo', 'gas', 'pol', 'makan', 'gizi', 'infrastruktur', 'prabowo', 'memang', 'kencengkencengnya', 'ngejalankan', 'program', 'makan', 'gizi', 'gratis', 'target', 'tidak', 'mainmain', 'nyentuh', 'puluh', 'juta', 'anak', 'tahap', 'program', 'butuh', 'uang', 'gede', 'sekali']",28,24,4.521640636308693,4.584962500721156,0.986189
298,menteri koordinator bidang pemberdayaan masyarakat abdul muhaimin iskandar mengatakan bahwa program mbg merupakan salah satu program prioritas pemerintah yang paling berdampak bagi masyarakat luas yang paling berdampak tentu program makan bergizi gratis kata menko muhaimin,antaranews,"['menteri', 'koordinator', 'bidang', 'daya', 'masyarakat', 'abdul', 'muhaimin', 'iskandar', 'program', 'mbg', 'salah', 'program', 'prioritas', 'perintah', 'dampak', 'masyarakat', 'luas', 'dampak', 'program', 'makan', 'gizi', 'gratis', 'menko', 'muhaimin']",24,19,4.1368421881036,4.247927513443585,0.97385
299,dukungan masyarakat sangat diperlukan agar program makan bergizi gratis berjalan optimal melalui fokus mbg diperjelas pelaksanaan program dapat lebih terarah transparan dan memberikan manfaat nyata bagi penerima,kellytiemikino,"['dukung', 'masyarakat', 'program', 'makan', 'gizi', 'gratis', 'jalan', 'optimal', 'fokus', 'mbg', 'jelas', 'laksana', 'program', 'arah', 'transparan', 'manfaat', 'nyata', 'terima']",18,17,4.058813890306675,4.087462841250339,0.992991
300,program makan bergizi gratis mbg turut mendorong peningkatan ekonomi pedagang di pasar kramat jati jakarta timur dengan naiknya permintaan buah untuk kebutuhan dapur mbg di wilayah jabodetabek salah satu pedagang gandi fanani mengaku tokonya kini menyuplai buah ke,antaranews,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'dorong', 'tingkat', 'ekonomi', 'dagang', 'pasar', 'kramat', 'jati', 'jakarta', 'timur', 'naik', 'minta', 'buah', 'butuh', 'dapur', 'mbg', 'wilayah', 'jabodetabek', 'salah', 'dagang', 'gandi', 'fanani', 'aku', 'toko', 'suplai', 'buah']",30,27,4.706890595569567,4.754887502163468,0.989906
301,ada saja ya akalnya orang yg makan duit bergizi gratis,sobatkadrun,"['akal', 'orang', 'makan', 'uang', 'gizi', 'gratis']",6,6,2.5849625007125,2.584962500721156,1.0
302,baca di sini mobil pengangkut program makanan bergizi gratis mbg menabrak tiga rumah warga di jalan raya desa donomulyo malang setelah hilang kendali pada senin polisi memastikan tidak ada korban jiwa dalam kecelakaan tersebut namun,kompascom,"['baca', 'mobil', 'angkut', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tabrak', 'rumah', 'warga', 'jalan', 'raya', 'desa', 'donomulyo', 'malang', 'hilang', 'kendali', 'senin', 'polisi', 'korban', 'jiwa', 'celaka']",23,23,4.523561956023831,4.523561956057013,1.0
303,rpt cuma buat aplikasi absensi mbg proyek it makan bergizi gratis disorot karena anggarannya dinilai terlalu besar pemerintah bilang sistem sipgn iot dibutuhkan agar distribusi tepat sasaran dan cegah penyalahgunaan,CapitalInsight_,"['rpt', 'aplikasi', 'absensi', 'mbg', 'proyek', 'it', 'makan', 'gizi', 'gratis', 'sorot', 'anggar', 'nilai', 'perintah', 'sistem', 'sipgn', 'iot', 'butuh', 'distribusi', 'sasar', 'cegah', 'penyalahgunaan']",21,21,4.392317422748464,4.392317422778761,1.0
304,makan basi gratis ga usah pemerintah di mana klo makanan udh basi jangankan dikasih gratis dibuang klo perlu ini jelas anggaran duit rakyat tujuannya bergizi ternyata basi untung sekolah skrg lbh teliti kalo ga keracunan massal lagi sampai kapan ini,Jelli_cent,"['makan', 'basi', 'gratis', 'perintah', 'makan', 'sudah', 'basi', 'kasih', 'gratis', 'buang', 'anggar', 'uang', 'rakyat', 'tuju', 'gizi', 'basi', 'untung', 'sekolah', 'sekarang', 'lebih', 'teliti', 'racun', 'massal']",23,19,4.142914673326842,4.247927513443585,0.975279
305,masa depan generasi muda lagi trending katanya cerah sama program pemerintah tapi realitanya anak muda sekarang lebih sibuk jadi zombie scroll  daripada bangun negara program makan bergizi gratis bagus tapi besok generasi kita yang bayar hutangnya siapa yang bikin masa,butoable,"['generasi', 'muda', 'populer', 'cerah', 'program', 'perintah', 'realitanya', 'anak', 'muda', 'sibuk', 'zombie', 'gulir', 'bangun', 'negara', 'program', 'makan', 'gizi', 'gratis', 'bagus', 'besok', 'generasi', 'bayar', 'hutang']",23,20,4.262692390810767,4.321928094887363,0.986294
306,gizi tercukupi kualitas diawasi ketat distribusi dipantau secara digital dan ekonomi lapisan paling bawah ikut terangkat program makan bergizi gratis adalah paket lengkap untuk masa depan,TasyaFahira18,"['gizi', 'cukup', 'kualitas', 'awas', 'ketat', 'distribusi', 'pantau', 'digital', 'ekonomi', 'lapis', 'angkat', 'program', 'makan', 'gizi', 'gratis', 'paket', 'lengkap']",17,16,3.9698157824037272,4.0,0.992454
307,bangfu basi yg jelas kalo kita komplen bakal ditanggepin dan ga ada tu mangkas duid pendidikan demi makan yg katanya bergizi gratis orang mereka juga berpendidikan,I_am_bystander_,"['bangfu', 'basi', 'komplen', 'ditanggepin', 'itu', 'mangkas', 'uang', 'didik', 'makan', 'gizi', 'gratis', 'orang', 'didik']",13,12,3.546593564277625,3.584962500721156,0.989297
308,makan bergizi gratis dirombak presiden prabowo fokus mbg diperjelas,changoleona3011,"['makan', 'gizi', 'gratis', 'rombak', 'presiden', 'prabowo', 'fokus', 'mbg', 'jelas']",9,9,3.169925001429328,3.169925001442312,1.0
309,bukan lagi sekadar pembagian luas kini fokus mbg diperjelas pemerintah melakukan evaluasi menyeluruh agar program makan bergizi gratis memprioritaskan anakanak yang kurang gizi dan berisiko stunting mari dukung langkah ini agar manfaatnya benarbenar tepat sasaran,Perjuangan52435,"['bagi', 'luas', 'fokus', 'mbg', 'jelas', 'perintah', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'prioritas', 'anakanak', 'gizi', 'risiko', 'stunting', 'mari', 'dukung', 'langkah', 'manfaat', 'benarbenar', 'sasar']",22,21,4.368522527697911,4.392317422778761,0.994583
310,menteri koordinator pemberdayaan masyarakat menko pm muhaimin iskandar atau cak imin mengatakan program makan bergizi gratis mbg menjadi salah satu yang berdampak untuk menekan angka kemiskinan ekstrem hal itu dia ungkapkan usai rapat evaluasi,Bisniscom,"['menteri', 'koordinator', 'daya', 'masyarakat', 'menko', 'pm', 'muhaimin', 'iskandar', 'cak', 'imin', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'salah', 'dampak', 'tekan', 'angka', 'miskin', 'ekstrem', 'ungkap', 'rapat', 'evaluasi']",24,24,4.584962500686531,4.584962500721156,1.0
311,kabar duka datang dari kabupaten cianjur jawa barat setelah seorang balita berinisial mab disebut meninggal dunia usai menyantap menu makan bergizi gratis mbg,bagindo_kopi,"['kabar', 'duka', 'kabupaten', 'cianjur', 'jawa', 'barat', 'balita', 'inisial', 'mab', 'tinggal', 'dunia', 'santap', 'menu', 'makan', 'gizi', 'gratis', 'mbg']",17,17,4.087462841225814,4.087462841250339,1.0
312,program makan bergizi gratis mbg tidak hanya berperan dalam meningkatkan asupan gizi masyarakat tetapi mendorong terbentuknya rantai pasok pasar lokal berbasis komunitas seperti di kelurahan punden kabupaten blora jawa tengah budidaya lele yg dikelola koperasi warga kini,FirzaHusain,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'peran', 'tingkat', 'asupan', 'gizi', 'masyarakat', 'dorong', 'bentuk', 'rantai', 'pasok', 'pasar', 'lokal', 'bas', 'komunitas', 'lurah', 'punden', 'kabupaten', 'blora', 'jawa', 'budidaya', 'lele', 'kelola', 'koperasi', 'warga']",28,27,4.735926350590079,4.754887502163468,0.996012
313,pemerintah terus mengevaluasi dan meningkatkan kualitas layanan program makan bergizi gratis,CekFakta73,"['perintah', 'evaluasi', 'tingkat', 'kualitas', 'layan', 'program', 'makan', 'gizi', 'gratis']",9,9,3.169925001429328,3.169925001442312,1.0
314,lihat senyum anak ini saat menerima bantuan makanan bergizi dari program mbg bgn trs berupaya agar distribusi makanan bergizi gratis tepat sasaran ke penduduk miskin amp daerah rawan pangan tiap piring makanan yg terdistribusi adlh harapan baru utk masa depan yg lebih sehat,neng6mei,"['lihat', 'senyum', 'anak', 'terima', 'bantu', 'makan', 'gizi', 'program', 'mbg', 'bgn', 'terus', 'upaya', 'distribusi', 'makan', 'gizi', 'gratis', 'sasar', 'duduk', 'miskin', 'daerah', 'rawan', 'pangan', 'piring', 'makan', 'distribusi', 'adalah', 'harap', 'sehat']",28,24,4.494680368374284,4.584962500721156,0.980309
315,andai saja ceo embegeh itu lebih memprioritaskan pendidikan seperti mas pram ini daripada makan siang bergizi gratis tapi bnyk tidak bergizinya dan tidak gratis juga karena itu duit pajak rakyat yg berakhir di jamban,Inie_UtyCute,"['andai', 'ceo', 'embegeh', 'prioritas', 'didik', 'kakak', 'pram', 'makan', 'siang', 'gizi', 'gratis', 'banyak', 'gizi', 'gratis', 'uang', 'pajak', 'rakyat', 'jamban']",18,16,3.947702779197007,4.0,0.986926
316,sobatkom program makan bergizi gratis mbg bukan hanya tentang pemenuhan gizi tetapi juga tentang membangun ekosistem yang berkelanjutan,kemkomdigi,"['sobatkom', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'penuh', 'gizi', 'bangun', 'ekosistem', 'lanjut']",11,10,3.277613436804688,3.321928094887362,0.98666
317,pemerintah menghentikan sementara operasional satuan pelayanan pemenuhan gizi sppg setelah ditemukan adanya pengurangan porsi dalam pelaksanaan program makan bergizi gratis langkah ini diambil sebagai bentuk evaluasi dan penegakan standar guna memastikan kualitas serta,idx_channel,"['perintah', 'henti', 'operasional', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'temu', 'kurang', 'porsi', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'langkah', 'ambil', 'bentuk', 'evaluasi', 'tega', 'standar', 'kualitas']",23,22,4.436605434286142,4.459431618637297,0.994881
318,apa alasannya makan siang gratis di china efektif sedangkan makan siang gratis di indonesia masih terbilang belum efektif apakah karena kita baru menjalankan program ini atau karena hal lain bukan tapi lebih karena indonesia tidak tau diri coba lihat berapa apbn nya china,KapudS640,"['alas', 'makan', 'siang', 'gratis', 'china', 'efektif', 'makan', 'siang', 'gratis', 'indonesia', 'bilang', 'efektif', 'jalan', 'program', 'indonesia', 'coba', 'lihat', 'apbn', 'china']",19,13,3.6163485660564096,3.700439718141092,0.977275
319,program makan bergizi gratis mbg berdampak positif bagi gizi siswa namun memicu keprihatinan terkait beban kerja guru dan ketimpangan gaji guru seringkali harus mengawasi distribusi makan bahkan ada laporan gaji honorer jauh di bawah staf pendukung program di jakarta,wartadewan,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'dampak', 'positif', 'gizi', 'siswa', 'picu', 'prihatin', 'kait', 'beban', 'kerja', 'guru', 'timpang', 'gaji', 'guru', 'seringkali', 'awas', 'distribusi', 'makan', 'lapor', 'gaji', 'honorer', 'staf', 'dukung', 'program', 'jakarta']",29,24,4.51315340888605,4.584962500721156,0.984338
320,nxttou apbn total anggaran pendidikan mencapai sekitar rp triliun masih memenuhi amanat apbn dari jumlah tersebut porsi yang cukup besar dialokasikan ke badan gizi nasional bgn untuk menjalankan program makan bergizi gratis mbg yaitu sekitar rp triliun,AkmalIbadah,"['nxttou', 'apbn', 'total', 'anggar', 'didik', 'capai', 'rp', 'triliun', 'penuh', 'amanat', 'apbn', 'porsi', 'alokasi', 'badan', 'gizi', 'nasional', 'bgn', 'jalan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'rp', 'triliun']",25,21,4.323856189744428,4.392317422778761,0.984413
321,bagaimana jika program makan bergizi gratis justru menciptakan wabah yang mengubah anakanak sekolah menjadi pemangsa manusia kami sedang menggarap film pendek berjudul jam makan siang sebuah cerita tentang kebijakan yang dipaksakan anggaran yang dipotong dan,ipiiiiiiiiiiiin,"['program', 'makan', 'gizi', 'gratis', 'cipta', 'wabah', 'ubah', 'anakanak', 'sekolah', 'mangsa', 'manusia', 'garap', 'film', 'pendek', 'judul', 'jam', 'makan', 'siang', 'cerita', 'bijak', 'paksa', 'anggar', 'potong']",23,22,4.436605434286142,4.459431618637297,0.994881
322,pemerintah memperkuat implementasi program makan bergizi gratis melalui integrasi sistem digital guna memastikan ketepatan sasaran efisiensi distribusi dan transparansi endtoend,benteng_pertiwi,"['perintah', 'kuat', 'implementasi', 'program', 'makan', 'gizi', 'gratis', 'integrasi', 'sistem', 'digital', 'tepat', 'sasar', 'efisiensi', 'distribusi', 'transparansi', 'endtoend']",16,16,3.9999999999769167,4.0,1.0
323,personel babinsa jajaran kodim sidrap melaksanakan kegiatan pendampingan penyaluran program makan bergizi gratis di wilayah kabupaten sidrap selasa,1420_sidrap,"['personel', 'babinsa', 'jajar', 'kodim', 'sidrap', 'laksana', 'giat', 'damping', 'salur', 'program', 'makan', 'gizi', 'gratis', 'wilayah', 'kabupaten', 'sidrap', 'selasa']",17,16,3.9698157824037272,4.0,0.992454
324,mbg harus tepat sasaran wakil gubernur banten achmad dimyati natakusumah menegaskan program makan bergizi gratis mbg harus dijalankan dengan orientasi sosial fokusnya jelas program ini untuk pemenuhan gizi masyarakat bukan untuk kepentingan bisnis hal yang perlu dijaga,banten_pemprov,"['mbg', 'sasar', 'wakil', 'gubernur', 'banten', 'achmad', 'dimyati', 'natakusumah', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'jalan', 'orientasi', 'sosial', 'fokus', 'program', 'penuh', 'gizi', 'masyarakat', 'penting', 'bisnis', 'jaga']",24,21,4.3349625006908585,4.392317422778761,0.986942
325,sebelumnya mbg sempat dijalankan hingga hari di sejumlah daerah lalu diseragamkan menjadi hari mengikuti hari sekolah kini kembali disesuaikan menjadi hari dengan pertimbangan efektivitas distribusi serta efisiensi anggaran negara,DiskursusNet,"['mbg', 'jalan', 'daerah', 'seragam', 'ikut', 'sekolah', 'sesuai', 'timbang', 'efektivitas', 'distribusi', 'efisiensi', 'anggar', 'negara']",13,13,3.7004397181223365,3.700439718141092,1.0
326,program makan bergizi gratis mbg kini disesuaikan menjadi hari dalam seminggu kebijakan ini merupakan bagian dari penajaman anggaran agar program tetap berjalan namun lebih efisien dan terukur,DiskursusNet,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'sesuai', 'minggu', 'bijak', 'najam', 'anggar', 'program', 'jalan', 'efisien', 'ukur']",14,13,3.664497779181707,3.700439718141092,0.990287
327,program makan bergizi gratis ini ironis anggaran besar niatnya bantu yang paling membutuhkan tapi yang kenyang malah yang bukan yang membutuhkan menurut riset program ini dari awal belum matang dan sekarang makin kelihatan implementasinya melenceng,bangherwin,"['program', 'makan', 'gizi', 'gratis', 'ironis', 'anggar', 'niat', 'bantu', 'butuh', 'kenyang', 'butuh', 'riset', 'program', 'matang', 'implementasi', 'lenceng']",16,14,3.7499999999798015,3.807354922057604,0.984936
